Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male1	Testis_Male2	Testis_Male3	Testis_Male4
ENSOANG00000021848	0.28	0.21	0.15	0	0	0	0.44	0	0.24	0	0.44	0.09	0.13	0.12	0.44	1.05	0	0.34
Locus_71753	0	0	0	0	0.54	0	0	0	0.72	0	0	0.56	0	0.71	1.33	0	1.29	0.82
ENSOANG00000008734	7.06	5.67	15.89	4.67	4.37	5.81	13.03	5.89	6.16	8.16	9.43	20.95	18.45	21.08	39.12	23.79	23.98	44.17
ENSOANG00000022570	0	0	0	0	0	0	0	6.19	6.21	11.13	6.52	5.97	2.98	3.66	0	0	0	0.19
ENSOANG00000005791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_189027	0	0	0	0	0	0	0	0.41	0	0	0	0.19	0	0	0	0.85	0.64	0.2
ENSOANG00000021620	40.46	38.83	77.84	33.06	43.5	17.21	34.92	16.41	11.8	15.47	13.99	125.07	131.19	177.51	27.46	32.9	36.95	48.12
Locus_32743	0.39	0.29	0.07	0.07	0.25	2.19	0	86.58	80.57	0	0.2	2.28	2.44	3.94	0.61	1.23	0.4	1.01
ENSOANG00000003841	13.48	15.13	2.37	12.73	19.35	27.68	29.56	40.48	29.22	32.94	35.96	5.94	28.84	36.51	28.42	28.53	35.47	6.16
ENSOANG00000008428	0.04	0.07	0.6	0.05	0.11	0	0	0.13	0.23	0.33	0	4.85	0.49	1.75	2.67	1.64	4.11	9.18
CUFF.125899	7.95	11.3	0.29	5.08	6.47	8.81	12.42	3.33	5.81	2.75	1.76	0.38	4.68	3.31	2.66	4.22	6.5	0
ENSOANG00000006228	1.11	0.85	4.58	0.56	0.59	0.08	0	8.21	3.06	0	0	2.03	0.57	0.39	0.54	0.24	0.33	0.66
ENSOANG00000002180	4.26	13.54	12.55	8.4	6.82	6.67	5.25	5.26	5.73	2.44	2.43	9.88	6.78	1.86	11.21	5.6	8.89	7.3
ENSOANG00000003243	0	0.16	0.23	0	0	0	0	0	0	0	0	0.14	0.3	0.82	0	0	0	0
Locus_99527	0	0	0	0	0	0	0	0	0	6.61	7.04	0.15	0.1	0	0.36	0	0	0.11
ENSOANG00000021431	30.79	51.61	11.34	34.7	39.85	66.94	31.36	46.49	18.64	25.38	29.67	7.1	7.36	10.94	39.76	39.18	26.2	7.37
ENSOANG00000008928	8.31	7.37	16.55	8.29	7.08	6.39	6.17	10.69	7.06	11.29	9.93	22.24	12.19	7.47	8.69	8.09	7.2	11.72
ENSOANG00000004097	8.86	11.18	32.37	12.95	7.17	2.76	2.82	1.81	4.48	2.28	1.52	20.14	6.65	6.38	238.94	116.27	409.53	876.33
ENSOANG00000006304	55.05	69.67	24.69	55.03	78.7	109.8	107.27	222.32	143.91	294.08	433.31	18.98	40.31	49.5	62.58	60.96	58.69	21.64
ENSOANG00000003103	28.6	18.95	49.1	15.84	22.39	28.07	43.1	15.82	23.9	19.66	23.78	81.42	43.77	57.54	56.38	54.6	49.21	207.36
Locus_118835	0	0	0	0	0	0	0	0	0	0	0	0.28	0.08	0.98	47.11	30.36	45.58	36.13
ENSOANG00000012816	0.04	0	0	0.04	0.05	0	0.11	0	0	0	0	0	0	0	0.9	4.05	2.46	2.56
ENSOANG00000000634	20.68	19.7	5.42	15.31	5.61	39.4	67.92	21.7	28.17	29.05	36.01	9.24	11.2	17.78	10.8	18.48	28.7	4.17
ENSOANG00000004220	11.71	8.79	4.39	9.59	9.07	7.85	8.47	10.5	14.61	54.87	38.57	15.88	34.67	27.5	34.58	26.37	20.01	17.39
ENSOANG00000000394	362.14	443.86	297.51	327.05	303.15	4.1	2.83	2.66	1.29	1.64	1.4	25.9	8.57	15.12	0.47	1.32	0.92	0.95
ENSOANG00000003559	1.99	2.65	3.93	2.57	3.54	1.28	2.33	3.1	2.01	2.1	1.54	5.47	7.11	3.2	0.78	1.38	1.04	1.42
Locus_29830	0.57	1.26	0.29	2.22	3.6	0	0	1.67	0.48	0	0	0	1.04	0.24	0	0	0.43	0
ENSOANG00000004847	37.42	31.36	39.45	26.29	20.57	32.49	53.52	19.59	23.03	25.32	15.93	41.2	30.81	34.13	22.84	15.97	26.37	28.12
Locus_159895	1.5	2.49	2.36	0.44	0.82	0	0	0	0.33	0	0	0	0.06	0	1.63	0.13	0.69	0.06
blastnOpossum.Locus_187069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0
blastnHuman.ENSG00000256819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000010691	14.31	12.15	19.87	29.15	23.38	0.06	0	1.77	1.58	0.06	0	3.54	0.63	1.14	3.08	2.47	4.53	5.15
Locus_192760	1.12	1.1	0.77	3.34	0.95	0	2.33	6.57	1.91	8.13	0	4.21	11.28	8.07	0	0.76	1.14	2
ENSOANG00000000848	29.72	11.7	25.98	11.44	8.37	66.89	71.12	16.39	11.44	9.36	6.74	46.96	34.21	23.37	14.83	8.09	7.34	7.87
ENSOANG00000011441	12.55	10.5	44	10.59	12.53	15.13	13.95	20.6	20.68	19.31	19.08	75.76	23.48	16.27	14.63	13.94	15.57	44.24
ENSOANG00000015376	1.81	5.64	0	1.35	0.77	44.3	64.21	11.83	16.5	14.63	3.12	1.07	24.55	40.21	11.34	11.84	20.9	1.66
ENSOANG00000005747	53.49	44.37	41.01	58.5	50.37	17.54	26.76	47.85	99.44	129.27	161.28	40.79	69.15	71.55	99.46	77.56	99.08	70.8
ENSOANG00000001836	13.93	19.13	5.14	14.79	16.44	36.63	43.13	20.78	19.12	7.14	12.41	7.04	15.89	30.42	222.83	166.11	239.57	69.85
ENSOANG00000008100	43.02	86.75	158.22	16.69	14.19	0.56	4.51	1.27	1.85	0.09	0	10.27	4.27	1.29	10.95	5.66	6.45	6.3
blastnMacaque.Locus_222205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_18684	2.48	7.32	15.09	0	0	0	0	0	0	0	0	0	0	0.3	0	0.24	0	0
Locus_2690	0.57	0.94	0.66	0.56	0.27	1.28	7.31	1.25	1.45	0.69	0.44	0.05	0.78	0.24	0.22	0.1	0.11	0.1
Locus_180861	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0.1	2.71	1.09	3.4	3.37
ENSOANG00000015684	0	0	0	0	0	0.09	0	0	0.06	83.01	85.57	0.16	0.35	0.03	3.12	1.28	2.89	2.24
Locus_88551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.97	0.72
ENSOANG00000002886	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0
Locus_57250	0	0	0	0.43	0.24	0	0	0	0	0	0.59	0	0	0.16	9.51	1.8	4.64	3.05
ENSOANG00000015194	3.95	2.71	1.24	4.02	3.21	13.89	8.34	5.39	2.28	1.75	1.72	5.35	7.11	7.98	7.48	7.97	7.55	3.68
ENSOANG00000010371	11.74	8.16	21.82	11.65	12.63	1.15	0	1.95	1.13	1.07	0	18.35	8.12	10.68	11.08	6.43	9.12	17.65
ENSOANG00000001363	0.12	0.34	2.84	0	0	0	0	0	0	0	0	1	0.23	0.71	15.51	9.57	12.2	68.12
ENSOANG00000007183	1.36	0	0.11	12.51	12.84	0.27	0.65	25.45	19.06	0	0	0	0	0	56.82	26.39	61.34	18.17
ENSOANG00000003787	25.59	30.08	41.84	48.48	38.33	19.56	13.88	20.8	18.03	2.49	1.82	19.81	12.65	6.23	11.82	11.31	13.83	14.65
blastnMacaque.Locus_426951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000089706	0	0	0	0	0	1.53	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000011926	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.42	0
ENSOANG00000008004	11.55	13.24	1.77	7.66	17.89	24.35	2.67	1.26	0	0	0	0	0.39	0.36	1.34	2.02	2.61	0.42
ENSOANG00000011803	9.16	15.07	29.98	13.84	8.76	11.85	5.68	46.72	14.82	4.02	16	31.67	13.17	2.23	21.98	8.96	8.68	9.08
Locus_133486	0	0	0	0	0	1.84	0	2.08	0	0	0	2.12	0.65	1.18	17.75	5.99	6.5	5.86
ENSOANG00000008786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000000143	20.06	22.09	69.14	12.17	11.7	29.36	24.41	14.1	6.84	14.82	8.98	65.45	19.92	6.67	7.1	6.81	4.51	13.98
ENSOANG00000005160	3.78	2.05	2.48	1.56	2.02	1.03	0.62	1.17	0.68	4.82	8.61	3.43	10.57	7.28	0	0.54	0.61	0.68
ENSOANG00000013463	48.83	28.43	24.83	17.69	30.34	47.51	70.45	42.99	44.41	48.97	51.05	35.9	104.58	94.15	25.44	69.1	28.02	37.06
ENSOANG00000008051	11.61	16.03	2.63	7.24	6.59	10.01	0.42	1.18	0.11	0.16	0.21	0.44	0.61	0.44	31.3	13.75	13.74	4.96
ENSOANG00000013403	10.34	9.52	9.38	29.54	18.48	0	0	4.33	1.26	0	0	0.24	0.34	0.77	1.44	0.69	0.99	0.49
ENSOANG00000015014	0.04	0.06	0	0	0	0.67	0	28.7	27.33	0.21	0.27	0.09	0.16	0.14	0	0	0.07	0
Locus_88066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19	4.02	3.02	2.75
ENSOANG00000006727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.28	0.21	0.2
Locus_157139	0	0	0	0	0	0	0	0	0	0	0	3.58	1.58	1.08	0	0.15	0	0
Locus_157066	0.15	0.34	2.29	0	0	0	0	0	0	0	0	2.98	3.7	3.8	0.48	0.46	0.12	1.15
ENSOANG00000005888	37.43	29.49	21.82	32.06	56.79	6.74	5.78	0.4	0.58	0.17	0.42	1.32	0.82	0.85	1.29	0.97	0.63	0.57
ENSOANG00000001947	1.01	0.3	0.21	0.23	1.79	0.52	0	0.59	0	0	0	0.27	0.18	0.34	0	0	1.54	0.39
ENSOANG00000015020	18.77	15.74	15.23	32.29	48.68	53.16	72.54	134.56	108.43	139.19	114.94	54.72	133.61	101.04	189.95	159.55	175.27	207.96
Locus_66223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84	0.27	0.3	0.67
Locus_66879	1.18	2.23	1.4	0.38	0.85	0	0	0	0	0	0	0.22	0.15	0.56	0.53	0.91	0.26	0.57
ENSOANG00000009277	63.39	50.55	23.58	62.29	70.17	37.07	55.53	33.97	26.32	28.02	43.89	14.98	53.39	36.89	229.18	134.49	168.97	91.54
ENSOANG00000003273	7.1	2.54	5.05	6.24	5.14	4.72	7.29	5.95	14.35	25.04	14.74	16.26	46.08	31.03	11.41	12.53	11.91	10.25
ENSOANG00000020476	143.57	180.33	124.2	208.68	239.42	0.59	0.71	10.36	7.57	0	0	14.33	2.5	3.03	15.66	8.69	7.81	14.94
ENSOANG00000020782	0.88	1.94	0.46	0.98	1.11	0	0	3.87	0.75	57.51	39.45	15.74	2.01	15.73	2.75	5.94	2.01	0.21
ENSOANG00000011103	13.62	23.23	47.09	18.7	14.65	37.9	34.53	18.11	6.21	0.1	0.26	28.5	10.99	7.52	6.7	5.44	7.65	7.31
ENSOANG00000005412	41.2	47.51	62.75	28.21	32.56	32.26	25.5	113.7	55.44	148.32	158.5	21.99	23.48	18.67	22.69	17.08	12.34	19.47
ENSOANG00000010582	34.49	21.32	49.89	25.1	28.57	14.66	29.01	36.1	36.61	86.7	76.82	105.96	76.22	68.59	36.95	42.27	38.44	84.8
ENSOANG00000004044	2.73	5.76	2.9	0.74	2.15	6.45	2.38	4.35	1.78	0.4	0.17	19.46	14.12	14.63	0.85	1.03	0.7	0.29
Locus_72025	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	1.36	1.25	3.66	1.17
ENSOANG00000019758	13.29	8.6	18.83	14.51	16.43	11.74	11.14	3.81	6.64	5.49	8.02	27.29	23.17	33.16	61.83	31.75	50.44	85.4
ENSOANG00000006041	20.85	11.75	24.56	18.62	18.64	12.3	13.9	23.4	19.67	34.68	29.48	49.59	46.44	36.27	25.28	26.94	20	29.72
blastnMouse.Locus_12810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0
ENSOANG00000012032	20.77	16.86	19.91	21.11	19.58	16.73	15.1	9.19	9.64	14.01	10.32	15.07	16.97	14.16	12.77	11.27	11.63	19.49
blastnGorilla.Locus_370076	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_194326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	0.17	0.76	1.09
ENSOANG00000009306	55.8	74.4	252.46	101.89	74.54	104.56	51.75	103.46	61.71	44.92	54.1	236.86	105.87	30.53	87.84	67.32	55.99	90.56
ENSOANG00000020418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_42070	0.51	0.25	5.8	0	0	0	0	0	0	0.41	1.05	0.11	0	0.14	0	0.11	0	0.33
ENSOANG00000006202	2.81	1.31	4.47	0.42	0.83	0	0.15	2.89	5.03	0.23	0.29	55.48	100.12	48.16	18.15	21.38	13.21	21.32
ENSOANG00000012851	23.55	26.23	22.43	16.17	16.13	3.47	5.98	9.27	2.77	1.39	4.14	6.41	8.07	3.82	133.45	65.23	126.71	112.42
ENSOANG00000003927	1.26	0	0.44	1.41	3.55	1.45	0.44	503.13	434.5	1090.07	1057.69	0.28	3.46	1.28	3.07	2.65	2.35	1.57
ENSOANG00000009776	29.04	16.02	46.82	30.24	24.72	14.37	42.11	6.27	10.35	2.92	1.47	33.4	27.74	29.13	25.46	21.12	23.4	55.69
ENSOANG00000015674	8.89	10.65	12.5	7.59	8.21	0	0	4.42	2.83	9.12	7.92	17.07	11.32	16.41	0	6	8.96	0.59
ENSOANG00000009580	82.95	47.53	107.25	87.66	104.43	117.88	211.13	58.61	67.24	65.69	63.34	87.88	79.27	87.7	102.45	77.47	121.83	178.16
Locus_191660	0	0	0	0.22	0	0	0.63	25.27	31.41	0	0	0.66	1.1	0.33	0	0.14	0	0
ENSOANG00000015497	5.25	2.17	4.16	4.1	5.53	0.92	1.11	1.73	0.4	0.14	0.18	10.52	6.38	6.53	1.11	1	0.54	0.57
ENSOANG00000013586	0	0	0	0	0.07	0	0	0.16	0	0.27	0	0	0	0.05	0.17	0.08	0	0.11
ENSOANG00000000258	53.14	65.66	6.52	111.88	111.46	645.84	738.89	83.84	228.01	60.86	12.37	16.66	232.38	123.99	96.45	197.97	203.91	22.77
ENSOANG00000005873	1.2	0.44	0.31	3.36	6.28	3.11	0.94	388.25	47.38	252.64	455.54	0.1	0.55	2.12	10.33	6.59	5.27	1.68
ENSOANG00000004349	9.01	5.87	11.67	0	0	0	0	0	0.59	0	0	3.56	0.95	3.17	0.54	0.47	1.32	1.68
ENSOANG00000008216	2.44	8.78	1.54	10.3	12.35	9.81	1.69	11.92	2.77	2.29	8.79	0.54	2.48	0.79	17.78	6.4	7.02	1.45
ENSOANG00000014377	0	0	0.04	0	0	0.5	0.12	0.34	1.4	0.76	0.24	1.47	2.18	0.88	0	0.45	0.36	0.89
ENSOANG00000021152	3.82	4.09	4.68	3.11	5.93	5.39	5.42	25.46	18.35	12.18	9.12	14.83	10.65	9.52	58.59	28.6	38.37	48.91
ENSOANG00000002479	21.84	18.23	37.6	8.24	12.37	6.48	10.01	12.05	18.45	15.64	14.4	73.74	34.54	48.35	13.93	12.68	9.17	22.05
ENSOANG00000007733	40.24	26.45	34.6	27.07	26.62	55.91	74.65	63.67	61.58	26.91	27.44	33.92	43.26	44.36	43.31	28.75	32.02	25.7
ENSOANG00000020796	3.04	2.88	11.47	2.43	2.47	2.81	3.39	2.55	2.59	4.73	1.34	13.08	6.56	2.89	2.03	2.05	0.99	2.53
ENSOANG00000009620	30.53	25.61	14.12	17.87	16.36	15.19	20.54	22.74	45.66	81.29	34.13	21.63	60.88	47.65	44.78	27.12	31.88	9.81
ENSOANG00000001238	6.81	5.19	24.84	5.78	8.33	0	0	0	2	0.57	0	1.71	2.58	2.93	1.47	1.27	0.72	3.54
ENSOANG00000002936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000013715	0	0	0	0	0	0	0	0	0.4	0	0	0	0.11	0	0	0.16	0	0.45
blastnHuman.Locus_68914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000009106	117.41	126.78	64.85	108.99	129.93	48.13	50.36	113.35	101.61	234.63	227.03	44.87	126.44	60.37	49.98	54.35	42.31	25.49
ENSOANG00000011645	9.02	5.33	23.94	7.74	9.23	5.21	9.04	7.97	9.72	9.2	8.04	46.09	25.32	22.08	17.18	13.41	11.94	58.41
ENSOANG00000009334	0.04	0.11	0.04	0	0.05	0	0	0	0.06	0.09	0	0.02	0	0	2.72	1.64	1.33	0.48
Locus_188892	0.9	3.23	2.99	0.45	0.63	0	0	0.29	0.34	0	0.31	0.46	0.36	0.41	0.62	0.47	1.06	1.26
Locus_173512	2.1	2.41	0.48	0.52	0.3	0	0	1.37	0.4	0.57	0.72	0	0.64	0.19	8.77	4.1	4.28	1.02
ENSOANG00000007747	6.58	4.99	4.34	1.78	6.31	1.03	0.62	9.36	9.18	0	0	8.98	21.73	25.69	117.8	51.98	74.19	33.72
ENSOANG00000015593	473.92	480.56	566.16	405.29	458.82	93.22	95.69	58.17	61.46	4.36	0	171.95	41.27	74.91	101.4	80.33	60.46	101.58
ENSOANG00000007318	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.08	0.29	0.06	0.14	0.09
ENSOANG00000003359	28.19	26.14	66.96	20.56	19.99	9.14	10.18	11.75	10.44	7.98	5.1	64.56	23.05	17.43	62.22	33.83	54.84	175.26
ENSOANG00000008899	0.52	0.52	0	0.29	0.89	1.36	0.82	15.13	28.92	0	0	2.95	8.49	12.5	0	0.47	0.67	0.38
Locus_60462	0.06	0	0.44	0.07	0	16.39	8.48	0.89	0.1	0	0	0.8	0.33	0.05	0	0	0	0
ENSOANG00000020215	9.46	16.27	37.29	25.07	14.39	0.82	0.99	1.85	2.69	0.76	0	6.27	1.73	0	0.99	0.85	2.89	3.83
ENSOANG00000001627	2.15	1.4	41.3	2.83	2.08	2.13	0.59	1.86	1.94	2.76	2.74	57.23	6.54	0.84	2.77	1.02	1.74	17.58
ENSOANG00000003379	6.42	2.31	21.75	2.45	2.68	2.63	3.91	2.53	3.2	4.17	1.21	41.34	10.54	8.92	4.65	4.34	6.33	30.66
ENSOANG00000005040	3.96	1.03	28.76	194.18	107.77	0	0.36	2.05	1.19	8.75	37.48	54.6	23.06	25	3.28	5.12	3.2	12.06
ENSOANG00000006408	3.47	1.39	7.42	1.92	1.67	1.4	3.68	2.23	3.38	5.51	3.64	29.75	22.24	13.85	4.94	3.95	2.69	6.97
blastnHuman.XLOC_009303	0	0.58	0	0.44	0	0	0	0	0	0	0	1.55	0.36	3.9	1.22	0.26	0	0
ENSOANG00000007990	0	0	0	0	0	0.25	0	0.29	0.17	0.24	0.3	1.43	1.08	1.3	0.61	0.66	0.3	0.24
ENSOANG00000020236	0	0	0	0	0	0	0	4.88	18.28	2767.14	512.08	12.25	35.89	122.01	0	0.12	0	0.27
Locus_172021	0.03	0	0.07	0.04	0	0	0	0	0	0	0	0.21	0.27	0.54	5.83	1.28	3.24	4.3
Locus_175176	0.11	0	0.12	0.88	0.43	0	0	0	0	0	0	0	0	0	3.15	0.83	30.77	1.09
ENSOANG00000006318	472.22	462.2	332.58	462.92	644.17	1832.65	1907.76	1054.32	807.85	838.28	999.84	467.77	1077.84	1493.86	831.32	912.54	777.27	851.33
ENSOANG00000010245	9.16	6.24	22.89	6.46	4.16	2.46	2.81	4.04	6.5	5.25	5.4	16.66	10.43	4.45	9.93	6.79	6.3	22.77
Locus_133457	17.57	20.3	8.04	12.14	10.69	0	0	0	0	0	0	0	0	0	0	0.23	0.26	0.5
ENSOANG00000015151	5.71	4.53	2.55	5.51	7.02	2.05	7.96	1.55	5.1	3.19	5.98	1.05	6.2	5.85	6.32	5.7	2.55	2.14
ENSOANG00000020676	0	0	0	0	0	0	0	0	0.38	0	0	0.15	0.2	0	0	0	0	0
Locus_19908	0	0	0.2	0	0.12	0	0.29	0	0	0	0.29	0.75	0.09	0	0.88	0.06	0.29	0.09
Locus_23573	0.46	0.45	0.95	0.69	0	1.19	0	0	0	0	0	0	0.28	0	0.96	1.35	3.27	0.89
ENSOANG00000011253	11.76	7.29	26.76	9.64	10.26	33.01	30.12	46.01	33.77	16.55	11.77	25.99	15.67	12.11	10.02	12.68	9.47	21.12
ENSOANG00000009191	13.61	3.72	11.19	10.86	6.84	11.88	7.35	73.47	31.04	56.15	29.47	114.67	141.69	62.68	25.49	20.55	11.3	20.4
ENSOANG00000000520	3.3	14.6	41.78	3.03	4.43	0.48	0.1	0.46	0.37	0.15	0.1	1.56	0.73	0.41	2.67	1.79	1.9	1.83
ENSOANG00000021540	19.46	19.89	46.11	13.77	33.7	30.81	50.85	16.31	25.05	12.49	4.91	24.73	11.27	16.51	173.77	89.57	185.91	531.96
ENSOANG00000007514	17.15	3.8	40.59	8.15	4.1	5.1	5.02	4	4.2	19.4	5.2	80.17	23.29	24.95	5.03	4.89	4.98	35.59
Locus_79110	0.19	0.28	0.33	0.07	0.08	0	0	0	0.22	0.15	0	0.71	0.29	0.68	2.37	1.88	1.35	4.63
Locus_111397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0.96	3.25	22.77
Locus_60430	0.35	0.38	0.18	0.48	0.88	2.68	1.89	0	0.74	0.42	0.27	1.66	1.98	1.29	2.43	1.52	1.05	0.46
ENSOANG00000002987	13.08	11.85	23.43	19.11	20.99	8.03	7.46	8.02	8.05	8.08	9.51	15.58	6.42	6.8	3.92	3.61	3.3	5.24
Locus_82465	0.22	0	0	0	0	0	0	0.66	1.53	0	0	0.15	0.41	0.37	0	0.45	0	0
Locus_111351	0.61	0.3	1.05	0.34	0.13	0	0	0	0.17	0	0	0.07	0	0.25	1.9	0.82	1.08	3.05
ENSOANG00000014694	9.27	13.66	6.23	17.48	17.79	14.89	15.13	12.36	15.69	8.5	13.9	3.35	7.78	5.37	15.91	15.79	18.26	10.01
ENSOANG00000006266	21.9	23.15	92.42	26.85	21.95	12.81	15.77	15.37	10.72	9.91	12.66	44.04	13	15.91	22.33	19.75	23.82	48.68
ENSOANG00000009008	0.82	0.4	0	1.22	2.07	0	0	4	7.43	99.57	32.85	4.69	50.9	80.63	0.85	2.76	5.82	0.79
Locus_112974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0.4	0.3	0.95
ENSOANG00000006717	0.57	0.74	3.04	0.16	0.54	0.92	1.12	54.29	28.5	41.15	58.75	10.84	8.83	5.11	0.45	0.29	0.22	0.49
ENSOANG00000001688	1.79	1.09	0.89	2.22	4.78	2.52	1.09	257.17	146.26	1.13	0.6	0.98	1.89	2.2	0.85	0.95	1.31	0.32
ENSOANG00000001679	0.33	0	0	0	0	0	0	0	0.56	3491.54	4725.65	0	0.1	3.9	2.05	1.11	1	0.32
ENSOANG00000013874	15.26	32.8	12.93	15.06	17.67	25.61	9.91	158.61	77.43	1.19	5.92	6.42	11.88	5.91	6.16	3.21	3.92	1.94
Locus_119348	4.98	9.77	4.73	6.03	0.53	2.14	6.48	0	0.71	6.02	1.28	3.85	11.39	11.03	2.59	6.16	16.44	8.06
ENSOANG00000002534	4.83	5.01	3.17	6.39	6.72	9.67	11.05	9.98	7.77	20.08	14.72	12.08	11.15	14.53	3.19	4.68	5.08	2.48
blastnPan.Locus_72666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000014863	155.6	274.12	32.62	17.13	16.16	2.64	0	11.98	15.66	0	0	0	0.93	0.42	127.59	61.68	162.37	25.12
ENSOANG00000002807	0	0.95	0.67	0.36	0.41	4.16	2.01	3.78	1.65	0.78	1	0.43	8.26	0.8	5.03	5	3.44	0.31
Locus_57210	0	0.58	2.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000011737	8.41	10.79	28.24	10.67	8.47	16.4	9.21	17.46	10.73	19.76	20.68	31.86	13.01	11.45	17.67	11.06	11.47	31.87
ENSOANG00000011474	16.85	27.88	16.27	7.75	3.51	29.85	6.49	1.35	0.39	2.79	28.55	5.2	5.71	0.77	10.82	10.29	10.21	6.95
Locus_145291	0.19	0.82	0.58	0.21	0.71	0	1.16	2.18	0.63	3.15	4.02	1.72	17.2	4.02	1.74	1.51	0.57	0.27
ENSOANG00000013190	0.2	0	0	0	0	0.51	0.62	894.31	1891.21	3937.32	4953.54	0	0	0	1.86	4.42	3.03	2.03
Locus_184561	0	0	0	0	0	0	0	0	0	0	0	0.44	0.3	0.27	0	0	1.01	0.32
Locus_148754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26	0.41	1.84	0.69
ENSOANG00000004551	0.82	0.6	6.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000009387	33.41	25.94	13.01	31.04	25.05	34	76.09	10.26	27.97	18.98	22.75	7.03	19.55	32.09	29.78	24.6	44.33	24.15
Locus_87809	1.05	0.31	0.11	0	0.53	0.81	0.66	0.92	0.36	0.25	0.32	1.6	2.6	4.8	0.33	0.14	0.96	0.05
ENSOANG00000000619	17.83	12.56	9.08	12.52	14.86	46.13	27.61	74.14	35.62	14.01	9.19	24.46	32.96	46.11	15.89	13.68	12.88	10.07
ENSOANG00000010662	6.44	4.96	7.15	4.36	4.21	20.27	9.1	23.36	10.49	21.15	17.38	7.01	7.93	4.3	6.93	5.6	5.32	3.11
ENSOANG00000005459	11.43	8.25	16.94	13.43	11.44	5.91	11.42	8.38	12.67	45.09	82.33	20.52	11.3	8.36	101.81	62.52	47.58	183.92
Locus_177921	0.54	0.08	3.94	0.42	0.14	0.28	0.84	2.04	3.01	4.27	4.47	25.5	26.37	7.03	0.5	0.94	0.41	1.25
ENSOANG00000000698	1.32	2.2	1.05	1.77	1.67	2.39	1.92	9.42	6.67	6.49	5.98	4.69	9.54	6.98	10.58	7.15	4.09	4.59
ENSOANG00000020524	0.82	0	0	0.77	0	0.35	0.43	0	0.7	0	0	0.27	0.13	0.46	0.43	1.95	3.56	3.4
ENSOANG00000020890	0.23	0.34	0.72	0.13	0.29	0.3	0.72	1.36	1.18	2.8	1.07	17.94	18.33	27.89	1.81	1.41	1.41	2.87
Locus_125463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79	0.7	1.4	0.45
ENSOANG00000002916	8.9	6.3	5.15	3.16	4.01	8.41	8.29	4.77	8.76	9.94	7.94	25.12	27.12	29.67	15.52	15.43	21.01	17.34
ENSOANG00000008306	0	0	0	0	0	0	0.55	0	0	0	0.54	0	0	0	0	0	0.27	0
Locus_107098	0.13	0.1	0.94	8.76	11.39	5.19	7.48	0	0	0	0	0	0	0	0	0.04	0.1	0
ENSOANG00000004437	1.11	1.51	1.24	1.7	1.19	3.04	2.66	1.7	1.8	0.5	1.42	1.43	1.91	1.03	6.72	5.98	6.68	4.53
Locus_89942	0	0	0	0.16	0	0.36	0	0.82	0.24	0	0	0.19	0.39	0.7	0.44	1.04	0.43	0.27
ENSOANG00000021104	1.3	2.39	1.57	4.11	1.37	4.19	3.71	4.76	6.82	4.45	7.02	10.17	5.05	3.15	2.7	3.87	5.27	3.99
Locus_97726	26.46	33.48	15.82	33.09	39.04	167.49	107.94	243.93	133.79	36.93	78.94	66.84	69.29	51.51	20.44	35.95	20.42	6.35
