Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
ENSXETG00000005328	21.36	29.59	1.84	1.56	2.64	3.6	2.82	3.88	8.14	3.65	1.09	1.08
ENSXETG00000025068	1.04	0.15	3.98	1.58	2.67	2.12	12.29	14.56	0.13	1.25	1.05	4.58
ENSXETG00000033172	0	0	0	0	0	0	0	0	0	0	0.16	0.03
ENSXETG00000013018	1.05	0.32	2.69	1.08	7.41	7.72	494.23	724.82	0.03	0.05	0.79	1.75
ENSXETG00000020341	27.07	35.59	15.6	21.31	56.54	28.16	117.39	89.76	4.04	16.08	29.41	52.75
Locus_164786	0	0	0	0	0.16	0.64	0	0	0	0	4.3	1.78
ENSXETG00000004956	1.98	1.14	1.53	1.34	41.52	28.55	0.38	0.34	0.22	0.43	10.46	7.13
ENSXETG00000022196	0	0	0.06	0	0	0	0.09	0	0	0	0.55	0.27
Locus_77742	0.08	0	0.14	0	0.26	0.09	0.2	0.29	0	0	0.06	0
ENSXETG00000000061	95.88	111.58	1.18	1.64	9.07	10.35	1.55	1.56	24.62	13.71	45.93	31.27
ENSXETG00000011167	30.12	29.45	62.35	59.27	52.7	55.24	60.51	68.99	331.69	150.52	72.23	22
ENSXETG00000005457	0	0	0	0	0	0	0	0	0	0	0.08	0.83
Locus_110183	19.19	19.91	5.1	6.64	0.1	0.58	0	0.16	0.04	0.04	0.25	1.4
ENSXETG00000014206	0.62	0.02	0	0	21.64	29.41	0.34	0	0	0	0.49	0.69
ENSXETG00000005555	4.95	6.2	5.76	6.36	5.58	5.17	7.49	7.89	5.02	8.36	4.52	9.73
ENSXETG00000007527	5.29	3.57	5.66	4.88	24.46	38.7	25.16	21.27	1.79	3.55	13.6	8.76
Locus_118541	0.18	0.16	1.32	1.64	0	0.2	0.91	1.01	0	0	0	0
ENSXETG00000002643	8.14	9.38	8.05	8.9	7.36	9.52	6.91	8.58	5.26	3.61	14.78	7.01
ENSXETG00000004152	7.76	7.46	19.66	10.87	10.4	11.28	16.73	11.72	3.02	4.51	11.82	15.86
ENSXETG00000005837	13.41	20.99	7.54	10.31	1.6	3.43	2.12	5.42	0.19	0.23	0.99	1.55
ENSXETG00000013594	1.03	1.43	1.58	1.19	1.82	1.48	2.1	1.33	1.34	1.49	58.58	119.38
ENSXETG00000023797	25.04	18.31	73.39	70.48	35.82	28.86	66.61	45.48	77.68	37.45	58	16.26
ENSXETG00000032551	7.9	5.53	19.37	14.64	14.37	8.37	7.59	3.96	14.69	16.57	10.39	9.4
ENSXETG00000023062	24.64	28.31	31.06	24.79	23.98	29.77	30.55	31.86	25.2	39.02	26.19	34.4
ENSXETG00000029947	13.01	15.85	27.96	34.94	29.38	31.64	35.67	39.04	21.13	16.96	37.39	25.58
CUFF.24596	4.76	3.34	0.71	0	0	0.14	0	0	0	0	1.1	0
ENSXETG00000019005	1.67	1.19	0.17	0.06	9.61	4.41	0.72	0	0.37	0.11	12.02	2.69
ENSXETG00000024665	356.33	334.75	2665.04	2924.89	973.17	1222.69	564.28	654.99	277.78	485.05	201.98	179.88
CUFF.54900	0.54	1.85	0	0	0	0	0	0	0	0	0	0.67
ENSXETG00000009313	0.23	0.11	38.28	10.68	24.64	8.22	537.15	372.54	0.09	0.34	3.27	2.49
ENSXETG00000005248	0.33	0.17	2.49	1.35	1.58	1.98	4.22	6.31	0.02	0.06	1.02	2.29
ENSXETG00000003057	5.8	6.61	6.03	3.78	5.48	5.86	8.31	6.61	9.82	6.02	7.04	3.33
ENSXETG00000016448	6.51	5.19	9.18	4.54	8.58	11.52	9.95	8.53	9.73	4	5.12	4.22
ENSXETG00000030355	3.82	3.52	3.81	0.76	10.04	7.03	3.67	1.93	0.53	0.21	109.11	79.07
ENSXETG00000024015	15.48	16.28	5.88	6.61	9.41	8.93	6.69	6.03	1.68	0.69	19.73	21.89
ENSXETG00000010292	3.72	2.14	14.32	18.52	5.42	8.83	11.28	11.9	42.6	33.69	6.4	4.81
ENSXETG00000008619	11.56	13.91	8.71	11.38	10.93	10.07	9.25	12.64	23.42	15.09	11.81	8.91
ENSXETG00000003122	2.39	2.2	0	0	0	0	0	0	0	0	0.02	0.13
ENSXETG00000006015	96.33	83.06	84.49	96.05	84.18	76.38	120.57	88.1	32.99	3.23	72.7	17.46
ENSXETG00000025625	0	0	0	0	1.88	0.76	0.35	0	0.42	1.16	0.2	0.38
ENSXETG00000012279	16.89	5.59	92.91	89.47	44.06	57.11	14.72	17.33	1.78	1.33	9.38	4.66
ENSXETG00000016064	25.21	23.31	9.78	8.48	36.64	31.36	5.8	3.71	4.66	2.39	457.31	123.23
ENSXETG00000002881	0	0	0	0	0.1	0.1	0	0	0.14	0.02	0	0
ENSXETG00000022523	14.9	17.53	0.74	1.17	4.15	4.93	0.15	0.2	0	0	1.34	1.27
ENSXETG00000027612	105.54	91.86	0.72	0.82	2.18	1.65	2.51	0.91	0.34	0.49	56.04	53.45
ENSXETG00000003704	18.38	15.16	28.19	26.81	31.64	25.59	26.87	29.64	15.58	8.44	34.62	32.32
ENSXETG00000007043	19.73	33.09	7.62	4.86	3.99	4.75	3.3	4.31	0.98	0.92	2.11	3.09
ENSXETG00000007288	10.32	13.83	7.14	10.2	4.15	7.98	4.46	6.11	0.08	0.15	2.08	1.17
blastnMouse.Locus_46669	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000010905	9.95	8.82	24.75	20.52	15.57	12.64	10.8	17.37	12.53	7.99	10.16	8.59
ENSXETG00000007363	37.31	40.25	1.57	1.04	1.02	0.51	0.72	0.53	0.22	0.52	3.94	6.22
ENSXETG00000021065	0	0	0	0	0	0	0	0	0	0.03	0	0
ENSXETG00000033853	2.04	1.66	11.17	9.3	11.41	14.49	23.56	34.15	0.01	0.05	1.19	2.05
ENSXETG00000002294	3.79	2.33	0.5	0.62	9.72	6.97	0.78	0.26	0.49	0.34	128.15	81.94
Locus_172726	0.14	0.12	0	0	0	0	0	0.77	0	0.68	1.46	0.85
ENSXETG00000022466	0.08	0.15	0	0	994.9	964.36	0	0	0.02	0	0.77	1.42
ENSXETG00000002524	21.52	14.49	15.92	10.01	20.07	10.56	8.88	4.89	9.07	12.81	32.4	20.27
ENSXETG00000012090	0.26	0.67	0.52	0.24	0.67	0.15	0.46	0.29	0.04	0.02	0.14	0.42
ENSXETG00000003619	3.05	4.06	3.81	5.18	9.59	12.31	3.09	6.91	1.82	1.41	2.61	1.26
ENSXETG00000019991	6.06	6.01	4.69	6.2	4.85	4.15	2.26	3.85	7.25	16.02	10.08	8.35
ENSXETG00000001980	1.1	1.63	0.85	0.72	0.93	1.18	0.56	0.95	6.59	9.63	1.9	3.04
ENSXETG00000022980	4.01	3.63	5.03	3.44	5.46	4.89	5.09	4.2	1.59	1.01	7.03	4.49
ENSXETG00000016483	0	0	0	0	0.15	0.07	0	0	0	0	0.05	0.99
ENSXETG00000023239	0.04	0	0.04	0	928.36	422.49	0	0	0.04	0.01	0.2	0.05
ENSXETG00000002739	8.67	7.97	0.06	0.03	0.06	0.15	0	0	0	0	0.24	0.69
ENSXETG00000024203	11.31	16.04	11.22	13.05	12.65	12.94	11.97	14.68	20.36	24.57	10.52	15.79
ENSXETG00000031274	0.22	0.24	0	0	0	0.06	0	0	0	0	0.02	0.07
CUFF.122763	1.77	0.5	0	0.2	0	0	0	0.21	0.06	0	0.08	0
ENSXETG00000030867	0.19	0.04	0.27	0.26	0.44	0.21	2.44	4.31	0.02	0.02	0.45	0.87
ENSXETG00000007394	0.91	0.69	0.89	1.88	1.37	1.19	0.85	0.49	0.01	0	0.27	0.35
ENSXETG00000033313	0	0	0	0	0	0	0	0.05	0	0	0	0
ENSXETG00000033461	0	0	0	0	0	0	0	0	0.02	0.03	0.6	0.68
ENSXETG00000014931	20.26	19	11.74	19.64	20.35	16.41	47	36.18	4.86	10.4	3.13	14.46
Locus_148816	4.26	2.17	0	0.1	1.89	1.69	0.28	0.41	0.01	0	3.3	3.23
ENSXETG00000034265	0	0	0	0	0	0	0.38	0	0	0	0	0.09
ENSXETG00000023853	52.83	48.97	34.48	30.68	38.07	38.12	13.69	14.75	23.69	12.16	17.45	8.24
ENSXETG00000020674	171.63	127.56	285.45	485.07	53	60.8	61.31	54.22	48.72	111.91	11.76	18.4
ENSXETG00000016544	0.54	0.54	0.71	0.76	0.84	0.93	2.03	0.9	0.46	0.42	1.17	0
ENSXETG00000008432	5.6	2.67	12.85	12.52	18.26	13.48	11.88	7.87	12.51	7.3	8.46	7.38
ENSXETG00000013194	25.73	26.02	58.12	48.88	29.59	25.94	32.72	26.25	64.53	41.28	31.39	12.19
ENSXETG00000023789	0.51	0	0.25	0.12	16.59	24.15	3846.43	5249.94	0	0.05	3.26	1.33
ENSXETG00000023840	4.18	4.68	3.45	2.93	2.95	3.43	2.27	3.77	4.24	8.93	9.1	17.76
ENSXETG00000033800	1.72	1.68	0.9	0.99	1.02	1.02	0.94	0.88	4.23	6.12	2.79	2.24
ENSXETG00000023671	1.21	1.77	0.04	0	1.69	2.33	0.05	0.04	0.03	0.14	0.77	2.15
ENSXETG00000018319	0	0	0	0	0	0	0	0	0	0	0.05	0.43
ENSXETG00000011061	9.66	14.58	10.25	16.09	6.12	6.49	10.39	7.19	11.41	16.77	22.45	20.58
Locus_57348	0.16	0.58	0	0	0	0	0	0	0	0	5.23	12.15
ENSXETG00000031519	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000014161	0.37	0.36	0.03	0	0.15	0.18	0.05	0.17	2.58	2.35	1.47	1.45
ENSXETG00000015918	43.11	37.81	47.34	56.27	57.23	53.64	59.58	77.31	40.72	121.86	35.16	77.2
ENSXETG00000002377	0.17	0.13	0.1	0.36	8.7	9.37	12.12	19.65	0	0	2.23	2.61
ENSXETG00000034025	0	0.05	0.19	0.1	0.42	0.64	0	0.79	0	0	0.26	0.39
ENSXETG00000017863	2.32	1.83	0.19	0.12	2.91	4.26	0.46	0.78	1.9	1.71	7.2	3.91
ENSXETG00000030740	0	0	0	0	1.94	0.22	0	0	0	0	0.03	0.03
ENSXETG00000025005	2.2	1.37	1.24	0.5	3.91	3.1	0.62	0.4	0.16	0.08	0.13	0.84
ENSXETG00000021556	17.14	24.28	16.54	17.43	13.43	14.72	4.41	3.96	16.24	7.34	5.97	4.3
ENSXETG00000020019	30.15	23.11	15.41	11.29	16.59	15.96	17.06	15.03	10.08	4.82	16.22	10.01
ENSXETG00000013561	5.27	4.04	1.4	0.38	4.52	2.78	3.34	3.76	16.91	16.22	6.54	3.5
ENSXETG00000016823	24.42	21.96	69.91	52.84	13.96	14.41	12.93	14.63	8.97	12.39	16.9	17.5
ENSXETG00000031166	0	0	0	0	0	0	0.06	0	0	0	0	0
ENSXETG00000027287	18.72	24.76	18.06	22.58	16.16	18.19	10.67	20.73	32.44	35.6	19.85	27.36
ENSXETG00000003664	44.25	45.5	61.58	69.96	28.8	31.15	24.45	24.96	31.35	16.5	24.79	11.62
ENSXETG00000010219	18.66	19.26	4.8	4.02	4.68	12.23	7.92	3.97	2.95	4.2	4.5	4.33
ENSXETG00000031203	3.05	3.16	3.05	1.76	8.11	5.54	5.22	4.65	8	7.95	2.06	1.87
ENSXETG00000027171	1.39	0.71	0.73	0.36	0.91	2.65	0	1.85	4.8	20.79	1.84	2.1
ENSXETG00000021991	0.05	0	0	0	0.35	0.17	0	0	0	0	0	0.03
ENSXETG00000009726	0	0	0.64	0.51	0.08	0	0	0	0	0	0.15	0.47
ENSXETG00000007454	82.1	55.62	77.08	70.75	79.59	69.51	112.92	85.24	38.88	75.2	59.79	55.94
ENSXETG00000001820	5.16	3.54	7.07	9.92	1.79	2.34	3.66	5.62	0.15	0.3	4.27	6.54
Locus_94543	0.42	0.25	1.2	0.62	2.59	2.43	2.37	3.07	0.12	0.1	0.97	1.27
ENSXETG00000031504	0	0	0.17	0.4	0	0.07	0	0.29	1.83	5.34	2.49	6.58
ENSXETG00000001137	0.18	0	0	0	0	0	0	0	0	0	0.82	0.28
Locus_106055	0	0	0.26	0	0	0.31	0	0.52	0.07	0	0.5	0
Locus_70679	0	0.09	0	0	0	0	0	0	0	0	2.01	1.15
ENSXETG00000016119	3.63	3.27	0.03	0	0.14	0.35	0	0	0.01	0	2.27	3.72
ENSXETG00000030031	0.18	0.13	0.38	0.05	0.31	0.2	0	0.28	0.35	2.68	1.83	1.98
ENSXETG00000024124	1.24	1.05	1.61	1.53	2.83	4.07	1.42	1.57	0.24	0.15	3.44	5.4
ENSXETG00000021226	0.02	0.01	0	0	0	0.05	0	0	0	0	0.11	0.58
ENSXETG00000006089	0	0	0.1	0.16	0.06	0.12	0.05	0	0.01	0.01	0.02	0.09
ENSXETG00000032994	19.43	13.68	5.65	3.08	28.31	45.09	1.49	1.53	0.15	0.32	25.41	9.98
ENSXETG00000004897	0.06	0	0.23	0.17	0.32	0.03	2.54	0.47	0.03	0.27	0.04	0.25
Locus_161280	0	0	0	0	2.74	1.6	0	0	0.25	0.48	0.17	0.6
ENSXETG00000019508	9.12	10.82	0.04	0.12	1.39	2.22	0.06	0.17	11.8	22.2	20.6	50.53
ENSXETG00000015684	0.24	0.07	0.45	0.07	0.63	0.43	2.11	3.42	0.01	0	0.12	1.11
ENSXETG00000014151	4.05	4.16	4.4	4.26	3.75	2.38	3.64	2.45	11.01	25.07	2.63	8.16
ENSXETG00000002989	41.69	38.3	52.97	58.25	49.73	63.55	100.04	131.21	2.66	4.26	15.7	16.3
ENSXETG00000018848	19.71	30.19	0	0	0	0	0	0	0	0	0.02	0.07
ENSXETG00000013147	0.7	0.7	0.46	0.18	0.78	0.48	2.42	3.65	0.04	0.03	1.06	1.45
ENSXETG00000030234	10.34	17.75	14.03	24.03	7.76	13.58	13.88	11.46	31.53	21.98	15.44	13.27
ENSXETG00000012024	0.27	0.24	0.29	0.21	178.41	84.24	2.71	0.47	0.04	0.07	0.71	1.5
ENSXETG00000008135	0	0	0.03	0	0	0	0	0	0.1	0.12	0.59	1.07
ENSXETG00000021497	20.27	17.86	8.6	4.88	33.32	36.02	13.97	15.55	7.52	2.77	9.38	4.91
ENSXETG00000008519	92.29	116.53	16.34	5.69	16.18	4.48	18.08	14.73	0.12	0.01	0.58	0.54
CUFF.50176	0.44	0.24	0.16	0.97	0.2	0.2	0.22	0.17	0	0	1.07	0
Locus_131863	0.4	0	0	0	0.15	1.85	0.17	0	0.96	0.3	2.23	1.53
CUFF.17558	0.11	0	2.08	0.21	1.55	0.63	9.16	2.95	0	0	0	0.14
ENSXETG00000014589	47.04	36.76	59.95	75.84	48.03	49.85	46.06	57.29	2.53	2.41	103.35	171.18
ENSXETG00000011415	2.33	3.36	5.74	5.6	8.55	9.55	19.48	10.83	0.18	0.1	5.05	8.4
ENSXETG00000008603	21.34	21.81	8.78	8.53	4.38	7.22	3.3	3.84	7.04	4.18	5.61	3.88
ENSXETG00000012224	41.7	36.51	20.35	9.75	28.05	19.86	27.7	16.37	24.68	18.9	16.11	11
ENSXETG00000021084	16.74	48.36	0.14	0.14	0.33	0.34	0	0.09	0.19	0.14	7.5	2.67
ENSXETG00000021985	8.1	6.47	16.72	14.19	10.85	9.67	7.65	8.52	15.89	7.48	7.7	4.97
ENSXETG00000027681	13.86	9.47	64.05	63.93	65.14	49.2	45.96	31.54	49.93	45.21	24.79	14.78
ENSXETG00000018031	13.62	8.36	13.23	10.66	10.88	6.98	8.6	7.9	29.79	18.57	32.17	23.76
ENSXETG00000009529	4.15	5.56	1.96	1.75	2.77	2.42	3.72	3.54	4.03	5.15	2.75	3.68
ENSXETG00000003099	0.13	0.09	0.18	0.35	0.18	0.25	0	0.12	0.05	0.03	1.18	1.42
ENSXETG00000020622	0.08	0.07	0	0	0	0.53	0.2	0	0	0	0.11	0.25
ENSXETG00000013301	1.41	1.26	250.94	216.27	1.38	1.61	0	0.05	16.21	23.9	1.73	2.69
ENSXETG00000021132	43.03	43.32	19.48	22.89	23.17	24.69	17.04	20.47	35.53	29.56	15.98	11.58
ENSXETG00000018990	4.19	4.83	5.88	7.31	5.56	3.87	9.09	5.97	14.85	33.95	12.09	12.98
ENSXETG00000001714	45.01	50.92	23.8	22.14	19.75	21.83	17.68	23.83	50.04	72.83	39.11	38.77
ENSXETG00000032320	0.05	0.94	0.51	0.1	0.06	0.12	1.26	0.72	0	0.03	1.77	1.1
ENSXETG00000032429	0.88	0.88	0.43	0.65	1.08	1.42	0.59	0.67	22.98	28.28	60.25	70.46
ENSXETG00000016218	0.12	0	0	0	1.26	1.43	0.16	0.34	0.06	0	1.75	2.4
ENSXETG00000022834	1.04	2.01	0.03	0.03	0.06	0.04	0.04	0.1	0	0	0.07	0.04
ENSXETG00000004224	0.29	0.3	0.38	0.4	0.44	0.52	1.33	1.34	0.17	0.23	0.49	1.37
ENSXETG00000004429	1.56	2.41	1.06	1.01	1.87	2.77	1.72	1.36	1.52	2.35	6.23	12.5
ENSXETG00000022388	4.44	6.09	9.09	9	13.9	6.72	4.3	1.41	6.04	9.78	3.34	3.46
ENSXETG00000030948	0.18	0	0	0	0	0	0	0	0.09	0.37	9.79	68.54
CUFF.44684	0	1.33	0	1.09	0.17	2.32	0	0.56	0	0.07	0.11	3.97
ENSXETG00000020482	2292.94	1853.57	10200.98	9517.72	8238.27	7742.82	10004.79	11238.21	433.24	368.41	2664.78	1377.29
ENSXETG00000011826	77.34	90.1	46.59	40.88	24.14	26.84	9.41	10.76	20.62	34.31	14.02	21.04
ENSXETG00000021895	26.92	40.68	232.9	213.53	19.82	25.91	14	17.25	6.68	3.86	16.27	7.03
ENSXETG00000016622	13.66	13.04	3.83	2.22	3.21	2.36	2.5	2.51	2.35	9.49	1.62	3.81
ENSXETG00000032270	5.77	1.54	63.98	48.24	101.04	74.47	58	54.09	0.07	0.93	7.61	18.45
ENSXETG00000019024	412.14	364.85	1675.26	1692.49	1082.29	1210.16	1165.54	1350.42	68.16	229.36	426.11	747.61
ENSXETG00000004180	1.47	1.12	20.13	7.87	4.96	5.9	11.12	13.54	1.35	0.04	2.5	1.21
ENSXETG00000001124	2.66	0	0	0	0	0	0	0	0	0	0	0.2
ENSXETG00000020096	3.14	4.38	2.09	3.2	1.12	3.05	2.35	3.28	1.38	2.32	2.5	5.13
ENSXETG00000021314	4.43	5.86	42.2	34.96	12.6	9.17	3.77	2.78	2.75	7.57	5.63	7.13
Locus_62919	7.12	8.23	11.88	8.94	11.86	10.68	34.88	35.65	3.17	3.27	8.47	11.29
ENSXETG00000005595	2.84	1.97	19.47	19.78	5.94	10.86	4.43	5.52	0.07	0.35	0.89	3.01
ENSXETG00000021117	11.26	10.36	9.84	9.49	8.41	8.16	8.03	8.26	24.01	6.38	14.03	8.18
ENSXETG00000013323	605.62	422.43	2206.63	2047.53	1128.36	1133.87	1575.19	1449.33	854.46	242.78	551.68	93.99
ENSXETG00000004203	6.37	6.1	8.45	6.73	6.46	6.3	6.75	9.06	18.93	19.55	11.12	6.74
ENSXETG00000002364	3.28	4.16	3.45	5.31	5.79	7.13	4.75	5.1	10.45	21.68	7.71	11.43
Locus_23314	0	0	0	0	0	0	0	0	0.82	0.45	0	0
ENSXETG00000023995	2.72	2.72	1.88	3	2.34	1.83	1.96	1.68	22.52	38.85	1.42	2.54
ENSXETG00000033963	7.9	9.69	6.74	4.1	11.78	8.21	12.92	12.83	11.43	5.7	8.54	4.73
ENSXETG00000004731	0.29	0.78	0	0.11	0	0	0	0	0.83	0.98	0.41	0.61
ENSXETG00000019624	0.45	0.44	0.99	0.34	2.6	1.94	2.36	1.78	1.63	4.98	1.96	4.68
ENSXETG00000016564	0.86	0.06	1.59	0	1.32	0.64	246.7	196.65	0	0.04	0.57	0.94
ENSXETG00000009096	804.6	794.96	131.4	226.06	30.9	47.99	6.03	12.54	0.11	0.22	23.03	28
ENSXETG00000027596	44.54	39.5	44.67	31.78	35.84	25.88	38.11	22.44	43.25	52.32	21.38	15.26
Locus_78772	0.1	0	0	0	0.69	0.11	428.35	237.85	0	0	6.41	8.56
ENSXETG00000031764	2.5	2.35	4.25	6.65	4.77	7.91	7.39	6.98	0.05	0	1.36	0.49
ENSXETG00000004651	2.01	1.56	1.18	0.78	2.75	2.63	4.14	3	10.72	28.81	1.82	4.41
ENSXETG00000007384	3.66	2.71	2.04	1.48	6	5.35	0.61	0.45	0.03	0.25	42.57	109.12
ENSXETG00000002453	31.44	38.73	0.14	0.14	0.09	0.13	0.06	0.17	0.01	0.01	5.45	7.79
ENSXETG00000015342	11.96	15.46	13.9	14.31	10.98	10.61	8.62	9.39	4.36	8.55	7.9	23.31
ENSXETG00000020776	13.8	17.91	0	0.07	0.04	0	0.2	0.95	0.02	0.04	1.37	0.76
ENSXETG00000001003	8.16	10.88	0.1	0	1.05	2.88	0.09	0	0	0.01	1.5	0.83
ENSXETG00000007733	0	0	0	0	0	0	0	0	0	0	0	0.04
ENSXETG00000014097	96.13	57.67	367.34	229.93	111.37	79.93	111.7	141.38	1.35	1.94	75.87	107.36
ENSXETG00000001227	25.6	26.91	0.16	0.26	0.26	0.19	0.14	0.11	9.5	22.79	3.35	6.96
ENSXETG00000016160	344.76	304.29	253.97	256.06	70.38	89.73	44.56	47.9	13.67	25.73	121.14	209.79
ENSXETG00000014336	2	2.58	4.35	3.84	6.13	6.7	1.93	3.86	1.96	7.56	2.05	4.26
ENSXETG00000013630	0.63	0.51	5.38	9.06	0.66	1.75	1.19	2.44	3.44	16.67	0.97	1.92
ENSXETG00000025937	222.04	159.64	1652.58	1667.37	430.38	435.72	152	163.1	87.44	78.29	132.5	60.73
ENSXETG00000001868	174.6	139.63	1880.88	1858.62	509.64	568.95	310.87	282.23	120.89	143.63	302.63	210.02
ENSXETG00000016972	1.54	0.49	0.09	0.06	68.4	43.22	1.63	2.25	0.01	0	0.17	0.16
ENSXETG00000024805	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000005648	27.42	20.36	28.82	24.82	22.31	21.33	16.83	16.12	59.2	31.8	27.8	11.94
ENSXETG00000013067	33.46	24.85	45.27	41.15	27.12	24.38	27.52	25.64	29.91	16.5	29.57	14.91
ENSXETG00000005578	1.68	1.4	1.58	3	3.44	2.53	1.98	2.04	5.39	10.95	7.59	13.46
ENSXETG00000004872	9.18	6.7	77.01	105.1	2.27	2.57	4.67	5.33	13.4	9.63	9.85	3.96
ENSXETG00000031884	3.09	1.74	0.74	0.37	1.81	2.01	0.6	0.51	2.06	2.87	5.66	11.03
ENSXETG00000030613	28.74	34.54	8.89	10.54	12.94	13.83	12.25	14.56	16.83	10.59	27.41	13.15
ENSXETG00000020491	3.43	3.93	5.3	8.28	5.47	9.57	10.91	12.08	0.68	2.49	2.53	2.24
ENSXETG00000025271	69.18	77.43	75.03	93.07	71.59	76.26	75.24	87.91	42.56	155.74	40.21	130.93
ENSXETG00000016872	0.05	0	0	0	0.17	0.06	0.38	0.19	0.1	0.15	0	0.09
ENSXETG00000024918	33.77	26.98	50.64	47.45	57.39	37.13	53.59	39.67	109.11	80.75	55.41	28.55
ENSXETG00000005213	3.46	5.06	0	0	0	0.03	0	0	0	0	1.06	0.83
ENSXETG00000001740	5.22	5.52	3.54	3.78	2.65	3.13	1.63	3.41	2.92	3.67	6.94	9.08
ENSXETG00000031061	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000017134	0.19	0.23	0.68	0.34	0.04	0	0	0	0.54	0.32	0.19	0.28
ENSXETG00000001207	8.23	13.34	5.27	2.67	5.79	3.84	6.08	2.78	7.05	7.49	0.85	1.17
ENSXETG00000025086	3.5	2.74	8.68	5.78	4.45	3.25	7.15	5.55	4.69	23.53	4.07	15.71
ENSXETG00000001517	14.04	4.5	239.13	258.81	0.06	0.39	1.05	1.04	0.07	0.11	3.71	1.67
ENSXETG00000003981	21.33	15.5	56.95	55.97	905.25	935.98	1598.92	1194.55	4.99	15.03	34.86	70.94
ENSXETG00000009843	9.84	11.55	6.44	7.25	18.15	16.69	6.19	5.17	3.1	11.44	3.27	14.91
ENSXETG00000012767	38	32.44	43.6	50.84	26.29	27.67	24.71	28.34	87.72	56.3	23.79	17.31
ENSXETG00000005408	9.62	8.98	0.97	0.79	13.2	7.47	21.46	8.34	0.31	0.1	2.58	1.73
ENSXETG00000009792	46.02	40.78	0	0	0	0.38	0	0	0	0	5.63	5.43
ENSXETG00000024151	0.21	0.09	0	0	0.03	0	0	0	0.14	0.02	4.79	6.4
ENSXETG00000013714	5.65	5.74	26.92	21.91	51.4	80.51	54.39	19.74	0.14	0.46	25.92	13.26
ENSXETG00000018074	39.36	45.79	3.12	3.11	1.89	2.03	1.11	2.44	0.23	0.22	1.2	0.83
ENSXETG00000022260	1.45	1.16	0.07	0.37	0.18	0.04	0	0	0.02	0.04	0.95	2.53
ENSXETG00000027131	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000033588	0	0	0	0	0	0.08	0	0	0	0.03	1.66	16.94
ENSXETG00000004045	0.08	0.14	0	0	0.36	1.07	0	0	0.08	0.16	6.26	14.23
Locus_76229	0	0	0	0	0	0	0	0.2	0	0	37.81	58.59
ENSXETG00000021097	4.07	8.03	10.05	6.59	0.25	0.21	0	0.12	0.02	0	0.31	0.45
ENSXETG00000000154	1.05	1.77	11.16	7.97	11.14	8.18	11.22	3.7	0.14	0.02	0.77	0.87
ENSXETG00000010940	0.04	0	0.07	0	0	0	0	0	0	0	0.87	1.73
ENSXETG00000023264	29.14	28.05	6.15	6.73	14.37	12.65	5.29	6.37	93.45	11.59	71.25	27.4
Locus_2311	0.23	0.41	0	0	0	0	0	0	0	0	0.65	0.28
ENSXETG00000006803	2.51	3.1	3.76	2.55	2.31	3.43	3.08	2.88	2.9	4.44	2.51	4.25
Locus_168401	0	0	0	0	0	0	0	0	0	0	3.33	5.46
ENSXETG00000030349	0.03	0.01	0	0.05	0.25	1.02	0.07	0	0	0	0.16	0.21
Locus_14857	0	0.15	0	0	0.39	1.32	0	1.58	0.17	0.34	0	0.42
ENSXETG00000004776	32.35	25.93	14.94	9.79	23.31	20.5	40.31	36.81	50.21	24.03	122.39	87.78
Locus_193056	0.5	0.79	1.16	0	0.86	1.13	1.92	0.47	0	0.13	2.34	3.69
ENSXETG00000015282	41.94	40.28	16.37	24.9	21.21	34.03	14.2	25.51	1.08	1.69	14.98	14.13
ENSXETG00000026234	6.89	7.06	6.87	6.06	6.46	4.45	5.13	4.46	158.86	237.62	19.82	16.42
ENSXETG00000023565	45.04	47.36	0.83	0.9	0.88	1.27	0.11	0.16	1.79	0.33	12.64	6.31
ENSXETG00000014232	2.7	3.2	0.46	0.14	0.59	0.96	0.08	0.03	4.61	4.46	0.39	0.36
ENSXETG00000023240	0.23	0.26	0.27	0.15	0.62	0.76	0.11	0	0.03	0.09	1.22	1.27
ENSXETG00000015920	23.69	25.41	7.2	7.75	8.4	9.44	10.14	8.56	10.19	4.61	5.93	5.63
ENSXETG00000022315	47.33	65.31	0.29	0.29	0.97	1.2	0	0	0	0.01	3.79	3.51
ENSXETG00000026395	16.42	7	16.84	9.2	657.34	310.26	162.07	156.4	33.06	50.62	14.68	9.73
ENSXETG00000010956	2.55	3.95	0.25	0.08	1.99	2.28	1.11	0.77	132.64	101.69	2.92	3.24
ENSXETG00000030793	0	0	0	0	0	0	0	0	0	0	0	0
Locus_73160	0.25	0.15	0.15	0	0.09	0.37	0	0	0	0	5.06	2.31
Locus_134505	5.02	5.31	6.72	8.34	6.78	9.42	7.53	11.53	2.82	7.87	3.1	9.94
ENSXETG00000016264	0.04	0.02	0	0	0.03	0.1	0.06	0	0	0.03	0.21	0.69
