	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)
NKG7	1.7776967473665215	0.8027635789262288	0.4195396737072498
ICAM5	0.8333163966227137	0.7506502437122673	1.4160333596650192
ETFB	1.5901037336453923	0.49509440305881536	0.9148018632957925
CD33			
CEACAM5			
CRX	0.0	3.0	0.0
BABAM1	0.8922007817398256	1.0615847362618667	1.046214481998308
TYK2	1.393774275305295	0.8500533545132064	0.7561723701814985
SULT2A1			
CDC37	1.4433849258061962	0.7465702015220351	0.8100448726717688
NAPA	0.9305279691841052	1.0940664680650698	0.9754055627508247
RABAC1	0.9112532759825349	0.9501837667110824	1.1385629573063825
ATP1A3	0.4628576692682811	1.4107778219197522	1.1263645088119665
MEIS3	1.2070193142555647	0.851226190140791	0.941754495603644
PTPRS	1.0995246532965761	1.026328668532587	0.8741466781708369
MEGF8	0.7116999261556266	1.0154689412926687	1.2728311325517048
KDELR1	1.048281774285867	1.0916887354174016	0.8600294902967314
CYTH2	1.0619016351968193	0.9260079672843058	1.0120903975188749
GRWD1	1.0415218316405086	1.3697993709548368	0.5886787974046545
GRIN2D	1.260332053800765	0.5369013109822955	1.2027666352169395
SYNGR4	0.0	0.5142265862279765	2.4857734137720238
CLEC11A	0.560636943276095	1.674767800752864	0.7645952559710409
CCDC114	1.3732224470842993	1.0153290168358593	0.6114485360798415
LIG1	1.1188188719194143	1.0321419912965226	0.8490391367840631
SIGLEC6	1.3080634585630642	1.0121733179289123	0.6797632235080232
PLA2G4C	1.7240626378325683	0.9880185945156316	0.28791876765179963
SIGLEC5	0.0	3.0	0.0
CABP5	0.03185870425079524	0.09047843371093257	2.8776628620382723
HAS1	2.745456663733263	0.15178872267284035	0.1027546135938967
RAB3D	0.7021505858323455	0.6737834652326529	1.6240659489350013
DBP	1.5809139355101294	0.3120431753802712	1.1070428891095998
TMEM205	0.894978673320189	1.3943162911077787	0.7107050355720321
LPPR2	0.881765795964825	0.9229203348007649	1.1953138692344099
FAM83E	0.0	0.5870686479184577	2.412931352081542
RASIP1	0.8922937703600411	0.5895041373236646	1.5182020923162942
THEG			
FGF21	2.5873776156866604	0.41262238431333986	0.0
BCAT2	0.6784668559596927	1.2052541263854626	1.1162790176548445
MIER2	1.2654965690098514	0.9856488145237926	0.7488546164663559
PLEKHA4	0.8598451663677221	1.8610122775563085	0.27914255607596916
PPP2R1A	1.2101347945760177	1.0396609873877258	0.7502042180362564
TNPO2	0.8284158474984523	1.3083452480120492	0.8632389044894985
WDR83OS	1.1458297340590589	0.9371646384930851	0.9170056274478561
CACNG7	0.2024468160441367	1.7531197192135877	1.0444334647422753
GCDH	0.9554972024529678	0.9339471338716713	1.1105556636753608
LILRB5	1.3713239677468738	0.530041663168115	1.0986343690850109
KLF1			
DNASE2	1.1401237600539142	1.1410053376265983	0.7188709023194874
MAST1	0.4962391209325372	1.5088686396959605	0.9948922393715022
LENG1	1.5583358524548288	0.6879653927423178	0.7536987548028538
PRPF31	1.2799949366294738	0.732868699147251	0.9871363642232754
TFPT	0.8894839784107594	1.0451271160793496	1.0653889055098908
JAK3	1.6817282157696147	0.7911301795306162	0.5271416046997695
RPL18A	0.663003680039349	1.6471809246643003	0.6898153952963507
SLC5A5			
KCNN1	1.5616313979222671	1.0948874373680995	0.3434811647096333
ARRDC2	0.9910494529402578	1.2139473241547347	0.7950032229050076
PIK3R2	0.8760156112782281	0.8350911247853819	1.2888932639363897
RAB3A	0.9657528303977823	0.7254323125103656	1.3088148570918516
PDE4C	1.3461667484896453	1.1024881829612663	0.5513450685490885
ISYNA1	1.7262344955693303	0.5474611908823545	0.7263043135483152
ELL	1.3764543558968068	0.8844630491304862	0.739082594972707
CRTC1	0.9749891289524181	0.9173572841633475	1.1076535868842343
COMP	1.1504879024275838	0.8193857674738627	1.0301263300985533
UPK1A	0.0	0.0	3.0
COPE	0.9318377725280867	1.0700804145991962	0.9980818128727167
DDX49	1.237720226533957	1.1807069290997065	0.5815728443663366
ETV2	1.5724473616125438	0.7628859781620339	0.6646666602254222
ATP4A	0.0	0.090516496407698	2.909483503592302
ARMC6	1.0836138207529098	1.2892048811869403	0.6271812980601498
TMEM147	0.6819565468499376	1.0735421505519813	1.2445013025980813
GAPDHS	0.38646958696023676	0.2115551156748732	2.40197529736489
MAG	1.3883062126135517	0.9409319527845355	0.6707618346019126
TMEM59L	0.3566077241420184	1.4989855425451142	1.1444067333128676
HAMP	0.0	3.0	0.0
USF2	1.0198567578070847	0.8541050774339249	1.12603816475899
LSR	1.8928520410586815	0.8561305172063858	0.25101744173493223
KXD1	1.0708686411838066	0.9854126855128383	0.943718673303355
FKBP8	1.3631543258028829	0.64241066193528	0.9944350122618372
SUGP1	0.9485659204778032	1.109500740383511	0.9419333391386855
HPN	1.4437466381518922	1.2099115098018898	0.34634185204621826
SCN1B	0.7889011467725838	1.103493217929854	1.1076056352975618
ERF	1.78056598367121	0.6564532605119807	0.5629807558168091
GSK3A	0.9387489646270064	1.2296060262050297	0.8316450091679639
ATP13A1	0.8369520348640492	1.1826890217494281	0.9803589433865225
GRIK5	0.3437282295859371	2.3166791139799523	0.33959265643411063
SIPA1L3	1.1537291628997906	0.8515097640056176	0.994761073094592
ZNF85	1.6665939649541213	0.42742414544434265	0.9059818896015364
CADM4	0.5929058236423687	0.7063496487508031	1.700744527606828
SMG9	0.7711723527245604	0.9129075612615563	1.3159200860138833
AVL9	0.7570262069118239	1.7684876709901962	0.4744861220979802
RUNDC3B	0.31681952892569243	1.549479996161706	1.1337004749126014
CFAP69	0.7642120483974847	0.9689058090167325	1.2668821425857828
GTPBP10	0.9873902377914124	1.105902541064322	0.9067072211442655
CDK6	1.637306728502403	0.6489167188262677	0.7137765526713298
PMPCB	0.7438086084455074	0.9591451477972232	1.2970462437572696
DNAJC2	0.9395182058489983	1.1387379237491355	0.9217438704018663
TFPI2	1.158830558048797	1.7740323407243397	0.06713710122686359
BET1	1.0348601535514468	1.1222113415710793	0.8429285048774736
NAMPT	0.6291738407127881	1.500155663417603	0.870670495869609
TWISTNB	0.5061338262171299	0.9441806814782588	1.549685492304611
PIK3CG	1.0758712932850811	0.9018816752501391	1.02224703146478
PON3	1.2821907104618757	0.5354318133973918	1.1823774761407326
PON2	1.3783718608746367	0.8994259046918962	0.722202234433467
ITGB8	1.1552332529658	1.313707172557207	0.5310595744769933
HBP1	0.7973576716875159	1.156240048006443	1.046402280306041
DUS4L	0.5274780139782627	1.0555930652075212	1.4169289208142164
SP4	0.7610031408166804	1.168877531943533	1.0701193272397862
WDR91	1.06278475733136	1.3365217121414166	0.6006935305272236
DNAH11	0.4947537878023602	0.24900844272595696	2.256237769471683
CBLL1	0.8918836735677965	1.312031976145951	0.7960843502862525
DLX5	1.466748315897287	0.7992207924679633	0.7340308916347499
MTPN	0.5690510463731712	1.495891763805705	0.9350571898211238
PTN	0.9364788352407634	1.116271459417782	0.9472497053414548
MPP6	0.22101898512979729	0.7721804955551218	2.006800519315081
DFNA5	1.8402773041395932	0.6926060837494019	0.46711661211100525
ATP6V0A4	2.923745599922583	0.0051208665166205	0.0711335335607967
ZC3HAV1	1.602129965701149	0.8392630963177534	0.5586069379810974
TTC26	0.6034480715408511	1.3230232846814731	1.0735286437776759
OGDH	1.002116205191712	1.1345071987399484	0.8633765960683393
NPVF			
ADAP1	1.0134040863487528	0.83205789666652	1.1545380169847272
TFEC	1.070339728288349	0.35050479571087056	1.5791554760007807
H2AFV	0.8605067315624767	1.303464123880728	0.8360291445567949
CAV2	1.2743715320388378	1.0501992979578807	0.6754291700032818
CAV1	1.199153851374837	1.0826876839509425	0.7181584646742203
MET	0.8282367941773809	1.4291757771919233	0.7425874286306958
RNF32	1.2330501033711692	1.2251346018238671	0.5418152948049637
LMBR1	1.130112796911659	1.4541349304663258	0.41575227262201575
WNT2	1.0830693081352203	0.6966984829340948	1.2202322089306847
HOXA1	0.5661100960600509	0.774334267106671	1.6595556368332782
DNAJB6	0.06250636071991766	1.878116350830791	1.0593772884492914
HOXA2	1.441652370171824	0.7081593267710206	0.8501883030571553
HOXA3	1.1816564578581403	1.1353010149886151	0.6830425271532446
LFNG	1.3873480823507058	0.7999088839455256	0.8127430337037687
HOXA5	2.1731206944214194	0.31786527642567913	0.5090140291529015
HOXA6	1.0299199239445034	1.0442585247518663	0.92582155130363
BRAT1	1.3510825885326772	0.6192986516504096	1.029618759816913
IQCE	0.6493999941727818	1.2367616361716232	1.1138383696555954
ANKRD7	0.0	0.0	3.0
VIPR2	1.8155575034310842	0.39580126411377964	0.7886412324551363
TSPAN12	0.6433843788261139	1.2317107412952257	1.1249048798786605
SSBP1	1.120268311408144	1.09063023726114	0.7891014513307162
HOXA13	0.0	0.9166796911535224	2.0833203088464773
CPED1	1.1976667246126267	1.1881241930796034	0.61420908230777
EVX1			
HIBADH	0.9094796818826469	0.7405993827293863	1.349920935387967
TAX1BP1	0.7596375750014936	1.1674121640961976	1.0729502609023092
CPVL	0.9345004291682378	1.831315057118387	0.2341845137133756
CHN2	0.08918255872405059	2.838997473739772	0.07181996753617802
GRB10	0.826427921982484	1.071892390179799	1.101679687837717
ABHD11	0.8935803864929526	0.695044575080254	1.4113750384267933
COBL	0.7654733036236493	1.204980277784889	1.0295464185914616
FKBP14	0.5833015117796688	1.4669372255526139	0.9497612626677172
PLEKHA8	0.6982176523371187	1.8571626807614903	0.4446196669013911
STX1A	0.6928848604879103	1.1058172334383551	1.2012979060737345
NOD1	0.6545957245643603	1.2028373606669756	1.1425669147686643
GARS	0.9745585843343985	1.140241439863266	0.8851999758023358
CRHR2	0.49760996511614314	0.9957668343486535	1.506623200535203
EPHB6	1.4931433426740015	1.2023124357553046	0.30454422157069444
FAM188B	0.9990650783549485	0.9503203198771363	1.0506146017679148
GHRHR			
CHCHD2	1.0676170595167607	1.1702919974847301	0.7620909429985093
CCL24	0.14789034362142525	2.2703638677416347	0.5817457886369399
HSPB1	1.754172605242925	0.8269589575910935	0.41886843716598154
NPTX2	2.5944186365937534	0.33864695092270214	0.06693441248354431
PDAP1	0.8651157002634807	1.104084042251912	1.0308002574846078
BUD31	1.0970728920315336	0.9076021619515393	0.9953249460169266
PTCD1	1.017782561396929	1.6728298661724763	0.30938757243059506
CYP3A5	0.5314084163302756	1.8938769956824133	0.5747145879873115
ZKSCAN1	0.6034492975400564	1.3757965635270653	1.0207541389328785
EIF3B	0.8032653862860852	1.3080242157012794	0.8887103980126349
SNX8	0.8126046207146694	0.8044966221147382	1.382898757170592
NUDT1	1.2590745463741033	0.5939461734231615	1.1469792802027357
PTPRZ1	0.6746842927710361	1.0188927283834666	1.3064229788454973
TAF6	1.2325552692018138	0.9836348071994839	0.7838099235987019
WASL	0.6578448795794948	1.293609106660811	1.0485460137596943
HYAL4	2.9086641410288148	0.0913358589711854	0.0
SPAM1	3.0	0.0	0.0
AIMP2	1.2140637579396019	1.0354503607614174	0.7504858812989811
TFR2	1.751525253660927	0.35161207008105694	0.8968626762580163
FSCN3	1.625671176775454	0.0	1.374328823224546
MOSPD3	0.9555963393401443	0.7689780575897519	1.275425603070104
PAX4			
PCOLCE	1.4082724675962754	0.48055712685807095	1.1111704055456533
FBXO24	1.2993006445937227	0.825026089292541	0.8756732661137361
PPP1R17	0.0	0.0	3.0
RBM28	1.2267555744876055	0.9270799678883299	0.846164457624064
USP42	0.8432117444562179	1.2779950391878776	0.8787932163559045
IMPDH1	0.9906786707825967	0.5153467087596563	1.493974620457747
LSM5	0.7768742599856087	1.790645857774456	0.43247988223993583
SERPINE1	1.55100941739168	0.9489132051469271	0.500077377461393
AP1S1	1.2856580707968024	0.7733719296662128	0.9409699995369846
MOGAT3			
C1GALT1	0.6409178898991887	1.3396417065006647	1.0194404036001465
PLOD3	1.0267201048104866	1.3005325428751862	0.6727473523143274
RPA3	0.9427217769613305	0.6847268399731196	1.3725513830655496
ZNHIT1	0.8741022106414923	0.8828079356737536	1.243089853684754
CLDN15	0.7444819162632794	1.1325583142878104	1.1229597694489097
NOBOX			
GLCCI1	1.4814847814479568	0.8906143112712399	0.6279009072808028
MYL10	1.680974839151913	0.8591608990465015	0.4598642618015857
PHF14	0.5462596863390975	1.1940188117872181	1.259721501873684
NRF1	1.1083963879524399	1.1760057870049128	0.7155978250426472
TMEM106B	0.8655827591003463	1.4154435521795383	0.7189736887201152
EZH2	1.7602967891239556	0.5862033441295744	0.6534998667464702
CEP41	0.5600990798964551	1.0484660884394943	1.3914348316640501
ZNF862	0.9694591406315086	1.1397287540902155	0.8908121052782758
SFRP4	1.2008943140623738	0.8363779961549125	0.962727689782714
MEST	1.8232068076851198	0.445749140124164	0.731044052190716
MEOX2	0.7173312890650417	1.0801713576295233	1.2024973533054348
ANKMY2	1.1902405696407463	0.9736758874785449	0.8360835428807092
POU6F2	0.7776007597840702	0.0	2.22239924021593
TSPAN13	1.0229543112776454	1.0743414886632145	0.9027042000591402
AGR2	0.0	3.0	0.0
AHR	1.135540063984076	1.2115843707232092	0.6528755652927147
CHCHD3	1.3758036519141308	1.3985464300740438	0.22564991801182524
TMEM176B	1.096520708099081	1.377250764152166	0.5262285277487531
GLI3	0.8349321784789404	1.0393713672789038	1.1256964542421557
PSMA2	0.842712151764438	1.2743759836246793	0.8829118646108829
MRPL32	0.8812871633573351	1.1987282774431454	0.9199845591995193
BLVRA	1.122540590982933	0.7784738068979663	1.098985602119101
URGCP	0.7731325527890901	0.9470702931583221	1.2797971540525874
TMEM248	0.9381578535385868	1.0004119988703357	1.0614301475910777
RHEB	0.17461734141376478	2.3302968161823334	0.4950858424039019
PRKAG2	1.2407683162071768	0.4308704459789147	1.3283612378139087
AEBP1	1.7073968327948363	0.25723484556458104	1.035368321640583
POLD2	0.9444126861816489	1.7130230317699955	0.34256428204835576
MYL7			
GCK	0.0	0.2844205957205252	2.7155794042794748
BCL7B	0.6041756689427825	0.9450141293981478	1.4508102016590698
YKT6	0.6306379162068291	1.2945900955600913	1.0747719882330793
TBL2	0.8417794520372742	1.5688048504819727	0.589415697480753
GALNTL5			
CLIP2	0.8893206727207373	1.0170028384640466	1.093676488815216
EIF4H	0.6245768863637662	1.509010705732397	0.8664124079038371
SPATA6L	1.490362825736559	0.6944354336452537	0.8152017406181871
SLC1A1	0.6924435655434945	1.2382889924552218	1.0692674420012838
LHX2	0.4786018999518224	1.4045808234084312	1.1168172766397466
FKTN	0.3161713737149494	0.6895269476554875	1.994301678629563
FSD1L	0.6872506562557206	1.33995199062314	0.9727973531211397
SPIN1	1.0646124815927291	0.5626052287183858	1.372782289688885
NMRK1	1.65584131483718	0.8752349145024476	0.4689237706603724
TMEM245	0.4931835581810014	1.316988747451184	1.189827694367814
PRUNE2	0.4978723198287395	1.5638562061112837	0.9382714740599766
MEGF9	1.00987741674582	1.2812757730001965	0.7088468102539834
TRIM14	0.5500768592113301	1.4720920842230125	0.9778310565656576
CORO2A	0.6057621784368886	0.8839138703268835	1.5103239512362279
TGFBR1	0.2844953616364788	1.672822064789137	1.042682573574384
SEC61B	1.2662806246353266	1.24405688377821	0.4896624915864633
C5	1.2309466153960258	0.8820649609737997	0.8869884236301746
OGN	1.240164125599867	0.5704710295601452	1.1893648448399876
ASPN	0.5593057405583758	0.8674319135619152	1.5732623458797088
ECM2	0.9528594441605138	0.9986678340678765	1.0484727217716094
TLE4	0.8326576990252239	1.249591140684934	0.9177511602898422
LHX6	0.91108231185582	1.3319635464465658	0.7569541416976142
PTGR1	0.7926356152147592	1.5173980863788725	0.6899662984063686
SUSD1	1.5693865683165014	0.7239459196157093	0.7066675120677892
AMBP	0.0	3.0	0.0
AKNA	1.6999484728812957	0.6488869956341463	0.6511645314845578
TNFSF8	1.965028330570585	0.0	1.0349716694294149
DNM1	0.6523194570904728	1.1724581428601197	1.1752224000494076
ENG	0.950857508664247	1.3307138723167646	0.7184286190189882
AK1	0.9308008361258819	0.9664451497760923	1.1027540140980254
CDC37L1	0.6877086301512645	1.4920487891952572	0.8202425806534783
PLGRKT	0.6164688806774717	0.6348959539355383	1.7486351653869898
TBC1D13	0.8163012372743962	1.233924661532466	0.9497741011931379
RIC1	0.5391999881625761	1.7093750329799549	0.7514249788574687
KDM4C	0.7932428083944568	1.5678290776333963	0.6389281139721471
DOCK8	1.9320346624478295	0.5532024165542277	0.514762920997943
KANK1	1.1020665771043476	1.0408011055807602	0.857132317314892
ELAVL2	0.2909236762603149	2.1853556324770618	0.5237206912626233
NCS1	1.5882276384486687	1.0056831927898238	0.4060891687615076
TESK1	0.9995632338279609	1.3023525516684094	0.6980842145036297
KCNT1	1.4864098553100094	0.5589267774243601	0.9546633672656304
CA9	0.13292409913114492	1.4409041660738193	1.426171734795036
FUBP3	0.9226913071937543	1.3080390906655182	0.7692696021407277
TYRP1	1.5013931490541874	1.4986068509458126	0.0
CREB3	0.7668317507540078	1.1205591013637335	1.1126091478822593
RGP1	0.7064723074593138	1.771502054445139	0.5220256380955471
MPDZ	0.6003284072249587	1.5201632377088765	0.8795083550661643
LHX3	0.0	0.0	3.0
DDX58	1.147506093916905	1.024171351032052	0.8283225550510432
EDF1	1.2324697281122425	0.8502692107764985	0.9172610611112589
PIP5K1B	0.9590716344228261	0.9521214698407647	1.0888068957364097
GLIS3	0.7189637534396894	1.9722634387942601	0.30877280776605043
BAG1	0.8924242115874813	0.4397937017035306	1.667782086708988
RAPGEF1	0.6783570260199074	1.470017729568463	0.8516252444116297
NPDC1	1.4165556967865223	0.8342992795535048	0.7491450236599728
APBA1	1.4306420232355601	0.5358869301396296	1.0334710466248103
SETX	0.6831386609196467	1.2912161979970422	1.0256451410833114
SH3GL2	0.11819729341656239	2.2349383959775517	0.6468643106058858
PTGDS	1.5391966022550692	0.05098534681789059	1.4098180509270406
ABCA2	0.9427152277508121	0.851278292985962	1.206006479263226
SHB	0.8943418573635145	0.46396690527184425	1.6416912373646413
UBE2R2	1.5790529154889024	0.0	1.4209470845110976
ABHD17B	0.5796606174775196	1.2995799379885997	1.1207594445338807
EXOSC3	1.0024204049319083	0.7505216527620485	1.247057942306043
ZFAND5	0.9915762809218656	1.6300579895481322	0.3783657295300022
DVL1	0.8852301312781583	1.0661728159616417	1.0485970527602
PDLIM1	1.3642273412897394	1.4710471512525416	0.16472550745771872
CCNJ	0.5440453955144386	1.3583352789248662	1.097619325560695
DNTT	0.0	0.0	3.0
GATA3	1.3681569724430502	0.6551784383986418	0.9766645891583082
ATRNL1	0.5108479636261266	1.3169532781366549	1.1721987582372186
HPS1	1.0008956565308778	1.4108951794215334	0.5882091640475889
PHYH	1.4971370096974272	0.4672234529261902	1.0356395373763825
RASSF4	1.4820808262419234	0.34862665218527417	1.1692925215728025
RAB11FIP2	0.4674064781524579	0.7818724333015342	1.750721088546008
CXCL12	1.0356895599380278	0.6406222015462453	1.3236882385157267
ERLIN1	0.6569491335984348	0.9854009437014765	1.3576499227000887
EIF3A	0.6047155477912136	1.4380474478632224	0.9572370043455639
PKD2L1	1.0569382263414868	1.9430617736585132	0.0
CUBN	1.4496224665960902	0.6398722312736039	0.9105053021303062
TRDMT1	0.24641820129785716	0.6996490217928087	2.053932776909334
DDX50	0.8890584053327483	1.1060965599371537	1.004845034730098
SEC23IP	0.6059099494747773	1.5588313967661667	0.835258653759056
ATE1	0.5045860660061349	1.2272571314736949	1.2681568025201702
NSMCE4A	0.5787166280597731	1.7394187576827551	0.6818646142574722
PLEKHA1	0.85076584337598	1.3275243343783167	0.8217098222457033
PALD1	1.1802866559655742	1.007185320665384	0.8125280233690418
UNC5B	1.7795862576405213	0.5255276840068721	0.6948860583526066
CDH23	1.8991143288062355	0.5778994303070949	0.5229862408866702
C10orf54	0.8968502937479307	0.4965429568247051	1.606606749427364
SPOCK2	0.12286780708217729	0.9776645663338982	1.899467626583924
MICU1	0.5932058978301552	1.9770475824714406	0.4297465196984043
PPP3CB	0.6945501708294596	1.053056080091026	1.2523937490795145
CCSER2	0.6296565389397433	1.2843326957615877	1.0860107652986692
BMPR1A	0.5379531725435245	1.1795446707922308	1.2825021566642447
MINPP1	0.8135517811110962	1.0486626807119324	1.1377855381769717
ACTA2	2.071204510626615	0.5516583278145915	0.3771371615587936
LIPA	0.7545236325124144	1.4409840819727537	0.8044922855148321
TLX1	0.0	0.0	3.0
C10orf2	0.5932209544314182	1.2875863168253863	1.1191927287431955
LZTS2	1.0809304264624018	0.7537055971161908	1.1653639764214079
SFXN3	0.7345372783100569	1.3082258953425692	0.9572368263473738
KAZALD1	1.3534491088809995	0.6908467173283684	0.9557041737906325
FBXW4	0.9341581176551291	1.139697123199441	0.9261447591454294
FGF8			
NPM3	0.8035614465615837	1.4157534178839	0.7806851355545164
TNKS2	0.7098107404003815	1.5429609118667857	0.7472283477328332
PITX3	1.6659093425445737	0.7312316935186397	0.6028589639367868
GBF1	0.8964828597179846	1.172943890072314	0.9305732502097014
ARHGAP21	0.6858666464959722	1.4347079801302485	0.8794253733737789
CPEB3	0.6457467794764489	1.4428362656447489	0.9114169548788019
FBXL15	1.1642823019950854	1.2301606722458027	0.6055570257591119
CUEDC2	0.9529165237340569	1.1036487784888622	0.9434346977770811
SUFU	0.34169526174426174	1.424679875815165	1.2336248624405735
ANKRD26	0.7144490427790542	1.1171824220032822	1.1683685352176636
ACBD5	0.7093974565946121	1.3067362171093644	0.9838663262960237
LHPP	0.48252212043090226	1.331647088929089	1.1858307906400087
LARP4B	0.7733372044474027	1.0348143536632817	1.1918484418893158
GTPBP4	0.9170184014459437	1.4358766260940228	0.647104972460034
EDRF1	0.8008668524675322	1.1244924403313945	1.0746407072010735
BCCIP	0.5782583447369395	0.6678980765289886	1.7538435787340723
MTPAP	0.9742540448647804	0.9794738988979208	1.046272056237299
NEURL1	1.030565763796857	1.0909164856297207	0.8785177505734222
SH3PXD2A	1.0581273573385281	1.130659615717554	0.8112130269439176
PITRM1	0.7443208712834644	1.682769943580674	0.5729091851358619
OBFC1	0.8114477399454154	0.9225353783743534	1.2660168816802313
MAP3K8	1.5414728846898906	0.8150659742322853	0.6434611410778239
DKK1	0.14197254377290439	0.0860313759883302	2.7719960802387655
EBF3	1.0383925149690845	1.0254973841542383	0.9361101008766776
GLRX3	0.7914456498324739	0.9735184329303875	1.2350359172371388
SORCS1	1.6452674606854885	0.4154374006026867	0.9392951387118252
FAM208B	0.6787998165336638	1.468190602739001	0.853009580727335
XPNPEP1	0.9253532702591099	1.338908918196747	0.7357378115441429
SMC3	0.7043127880714813	1.0164155570811302	1.2792716548473884
SHOC2	0.6319759438279152	1.2531219958624615	1.1149020603096231
TFAM	0.7408163658158142	0.9372402035821376	1.3219434306020479
CCDC6	0.5089032160052158	1.538946142299994	0.9521506416947906
CUL2	0.8338720152313253	1.293614842236676	0.8725131425319984
CCNY	0.8432172484873632	1.203514279457064	0.9532684720555731
UBE2S	0.5627044067339124	1.0280183282879427	1.4092772649781453
RPL28	2.1745182698091647	0.27702917296613855	0.5484525572246963
ZMIZ1	0.8532848736109622	1.252991868973528	0.89372325741551
DNAJC12	1.1118347263041073	1.841056562599409	0.04710871109648345
PPIF	0.8587608742191827	1.3848402466958143	0.7563988790850027
PBLD	0.03177782268606063	1.1788957534406963	1.7893264238732431
TSPAN14	1.0148768687316578	1.1014374724903442	0.8836856587779975
LGI1	0.580939671430402	1.5329593881184567	0.8861009404511417
TBC1D12	0.7889544098890329	1.5440426007468135	0.6670029893641536
KRT23	2.850375116766212	0.1496248832337883	0.0
CRYBA1	0.0	1.5138886181555915	1.4861113818444085
NUFIP2	0.6272548329990262	1.3595322516036052	1.0132129153973686
GIT1	0.726388608835812	1.0555331935815637	1.2180781975826243
RPL19	1.8606954343325646	1.138271927024625	0.0010326386428105615
FBXL20	0.9154795705905684	1.0463874682377425	1.038132961171689
RUNDC3A	0.5446801952719451	1.5421835287800378	0.913136275948017
UBTF	0.9312900855367922	1.050351210669755	1.018358703793453
CSF3	2.367466191423589	0.6179569450646192	0.0145768635117923
PSMD3	0.7435609431445726	1.3250290037037669	0.9314100531516604
CASC3	0.8740347390442454	1.2638815447296596	0.8620837162260947
RAPGEFL1	1.1817006916899508	1.2200404423320588	0.5982588659779905
RGS9	0.23540751783293465	0.19793164261738377	2.5666608395496815
RNF43	0.09863593127052125	0.30652127476829844	2.5948427939611802
WNT3	0.26687695972917586	0.0	2.7331230402708244
ASPA	0.9528644738001459	0.9299026867823654	1.1172328394174884
RAD51C	1.3838836195495932	0.9157749631605734	0.7003414172898332
SEPT4	0.8976790844528919	1.5982570743692595	0.5040638411778489
MTMR4	1.0426470451444492	1.058333875936848	0.8990190789187029
TRIM37	0.8973155283158347	1.196671947842333	0.9060125238418323
P2RX1	2.0552390084330874	0.5932592848150865	0.3515017067518262
DHX40	0.7456335016879355	0.7395080832217001	1.5148584150903641
TUBD1	0.4988652159559198	0.9600940675863439	1.541040716457736
KPNB1	0.7059802987599113	1.354589963347423	0.9394297378926659
GOSR2	0.7747401975247851	1.361335659912942	0.8639241425622728
PNPO	0.6615326539254717	1.1989177501894819	1.1395495958850463
RPS6KB1	0.5825575235013913	1.2176103276330354	1.1998321488655732
CDK5RAP3	1.2968221284753878	1.1456719839270262	0.5575058875975861
CBX1	2.064778947073214	0.0	0.9352210529267859
RECQL5	0.8351473740605575	0.8344427359277856	1.330409890011657
GALK1	1.121579314052869	1.0526087432901554	0.8258119426569761
INTS2	0.4529077503210176	1.2569093810705234	1.2901828686084593
CAMTA2	0.7203306225225268	1.1051475943711666	1.1745217831063062
MED13	0.6883684008764104	1.5359194614469929	0.7757121376765965
HOXB6	1.2350354206009377	0.9796871464916355	0.785277432907427
ENO3	0.8648316955908198	0.5062555749621619	1.6289127294470185
PFN1	1.1084096506529173	1.1165039536368404	0.7750863957102427
RNF167	1.287933992264521	0.9335627392899725	0.778503268445507
SLC25A11	1.0479406932235604	1.0201538262958056	0.9319054804806337
RASD1	2.5326123753363277	0.45352489407443614	0.013862730589236205
CHRNE	1.853393528571084	0.7686406980697432	0.37796577335917264
RAI1	1.1061774101512394	1.0313925643414181	0.8624300255073422
NUP88	0.6919840909080005	1.4591351711484397	0.8488807379435596
C1QBP	0.9544118332814505	1.0369490722244556	1.0086390944940935
SLC6A4	0.029648982130885113	0.048026683804546444	2.922324334064568
BLMH	0.45905857440751335	1.0722996010113004	1.4686418245811865
CPD	0.488009324641076	1.3787343916705204	1.1332562836884041
GOSR1	0.88358578245366	0.8940970385513627	1.2223171789949776
CCDC47	0.669568366968092	1.508008970217342	0.8224226628145657
MED31	0.4580064831763718	1.12014399194354	1.4218495248800882
DRG2	0.6009340285671031	1.1721925633652555	1.2268734080676418
FTSJ3	0.7953260695741872	1.4670110775268403	0.7376628528989726
AKAP10	0.771060490630801	1.2905769030603298	0.9383626063088694
ALDH3A1	0.12831029210283557	0.05089974662082369	2.8207899612763407
SMARCD2	1.0519435324405493	0.9335233101723002	1.0145331573871508
ICAM2	1.4864865845938884	1.0557818084138888	0.4577316069922233
SYNGR2	1.1028965851541097	0.6350881473001176	1.2620152675457728
B9D1	0.7729793258647887	0.5183909417924311	1.7086297323427806
UTP6	1.3582868943078827	0.8569241107524551	0.7847889949396623
DDX5	1.1389202694924383	1.128328940305581	0.7327507902019808
C17orf75	1.1630119810532185	1.1538335452075787	0.6831544737392031
CYTH1	0.9928226344545865	1.4416965033768436	0.5654808621685701
PSMD11	0.579990609693239	1.2751255505584866	1.1448838397482743
LGALS3BP	1.9897003357438665	0.653966693402682	0.35633297085345195
ASIC2			
CCL7			
CCL2	2.5323452227097394	0.34089638603133887	0.12675839125892152
CCL8	3.0	0.0	0.0
CCL1			
PEX12	0.9598195983110746	1.0567532945287894	0.9834271071601358
