Associated Gene Name	Ensembl Gene ID
ZNF783	ENSG00000204946
FLNC	ENSG00000128591
CECR6	ENSG00000183307
MSX1	ENSG00000163132
CLDN5	ENSG00000184113
ADAM9	ENSG00000168615
MERTK	ENSG00000153208
LYSMD3	ENSG00000176018
SFRP4	ENSG00000106483
OR4A15	ENSG00000181958
KATNAL1	ENSG00000102781
SSX1	ENSG00000126752
SCN4A	ENSG00000007314
IL17RA	ENSG00000177663
LARS2	ENSG00000011376
HIRIP3	ENSG00000149929
RAB39B	ENSG00000155961
THBS4	ENSG00000113296
ZG16B	ENSG00000162078
RLTPR	ENSG00000159753
NPTX2	ENSG00000106236
OR14J1	ENSG00000234195
EYA2	ENSG00000064655
RASD1	ENSG00000108551
YIPF2	ENSG00000130733
TBX15	ENSG00000092607
PAIP2B	ENSG00000124374
ANXA13	ENSG00000104537
RAPGEF1	ENSG00000107263
FNDC4	ENSG00000115226
MRE11A	ENSG00000020922
CBR4	ENSG00000145439
FGFR1	ENSG00000077782
PCCB	ENSG00000114054
RANBP2	ENSG00000153201
TMEM164	ENSG00000157600
TSC22D1	ENSG00000102804
SNAPIN	ENSG00000143553
MT1G	ENSG00000125144
LIPF	ENSG00000182333
DOT1L	ENSG00000104885
KIAA0825	ENSG00000185261
MAB21L2	ENSG00000181541
ADAMTS1	ENSG00000154734
FST	ENSG00000134363
IL12RB1	ENSG00000096996
SFTA2	ENSG00000225454
UBOX5	ENSG00000185019
KCTD5	ENSG00000167977
BRWD1	ENSG00000185658
LYPLA2	ENSG00000011009
ARSH	ENSG00000205667
FAM189A1	ENSG00000104059
NEK9	ENSG00000119638
METAP1	ENSG00000164024
ZKSCAN5	ENSG00000196652
GNB2L1	ENSG00000204628
FUBP3	ENSG00000107164
TMEM204	ENSG00000131634
MX1	ENSG00000157601
DDAH2	ENSG00000206395
DNMT3A	ENSG00000119772
ATP5S	ENSG00000125375
HLA-DOA	ENSG00000206292
GLRX5	ENSG00000182512
KIF9	ENSG00000088727
MLIP	ENSG00000146147
PHYH	ENSG00000107537
C15orf43	ENSG00000167014
LGALS9	ENSG00000168961
RIPPLY1	ENSG00000147223
ISCU	ENSG00000136003
DHDDS	ENSG00000117682
RAB20	ENSG00000139832
NDNF	ENSG00000173376
TXNL4B	ENSG00000140830
KRTAP25-1	ENSG00000232263
PRSS55	ENSG00000184647
CCDC109B	ENSG00000005059
WIZ	ENSG00000011451
ZYX	ENSG00000159840
AK2	ENSG00000004455
SMIM7	ENSG00000214046
USP37	ENSG00000135913
RRM2B	ENSG00000048392
DSPP	ENSG00000152591
NYX	ENSG00000188937
C22orf42	ENSG00000205856
RAB11FIP4	ENSG00000131242
MYBPC3	ENSG00000134571
SULT1B1	ENSG00000173597
EEF1G	ENSG00000254772
CFAP53	ENSG00000172361
ZNF343	ENSG00000088876
PTPRF	ENSG00000142949
CD8B	ENSG00000172116
ADPRM	ENSG00000170222
TAS1R2	ENSG00000179002
TMEM213	ENSG00000214128
SCAP	ENSG00000114650
SF3A3	ENSG00000183431
KLHL2	ENSG00000109466
SERPINA6	ENSG00000170099
DHX16	ENSG00000231377
FAM172A	ENSG00000113391
CECR5	ENSG00000069998
TRIM39	ENSG00000226437
NDST4	ENSG00000138653
DEFB133	ENSG00000214643
CASC4	ENSG00000166734
LY6G5C	ENSG00000111971
ARHGAP1	ENSG00000175220
TMEM65	ENSG00000164983
NFIB	ENSG00000147862
ANKRD32	ENSG00000133302
CRHR2	ENSG00000106113
PCSK4	ENSG00000115257
AKAP1	ENSG00000121057
PROKR1	ENSG00000169618
DNAH5	ENSG00000039139
RIC8B	ENSG00000111785
SLC30A9	ENSG00000014824
C6orf201	ENSG00000185689
GPX3	ENSG00000211445
FUK	ENSG00000157353
TXLNG	ENSG00000086712
OR2J1	ENSG00000226931
ATP6V0A4	ENSG00000105929
FAH	ENSG00000103876
PMFBP1	ENSG00000118557
PNMA2	ENSG00000240694
RLIM	ENSG00000131263
BTNL9	ENSG00000165810
COPG2	ENSG00000158623
IGFBP6	ENSG00000167779
CTNND2	ENSG00000169862
SCUBE2	ENSG00000175356
CDPF1	ENSG00000205643
ZNF562	ENSG00000171466
TSR3	ENSG00000007520
SCAND1	ENSG00000171222
CDC42SE1	ENSG00000197622
KDM8	ENSG00000155666
IFT140	ENSG00000187535
VARS	ENSG00000096171
NFKBIA	ENSG00000100906
MEGF8	ENSG00000105429
GCKR	ENSG00000084734
TEX43	ENSG00000196900
SHH	ENSG00000164690
DPCR1	ENSG00000232308
SERBP1	ENSG00000142864
GPR176	ENSG00000166073
EPB41L4A	ENSG00000129595
PARP1	ENSG00000143799
KRT20	ENSG00000171431
MTNR1B	ENSG00000134640
FAM184B	ENSG00000047662
TDP2	ENSG00000111802
OSBPL11	ENSG00000144909
FHAD1	ENSG00000142621
SWAP70	ENSG00000133789
MANEAL	ENSG00000185090
ANKRD39	ENSG00000213337
KIAA1147	ENSG00000257093
APOBEC3A	ENSG00000262156
RMI1	ENSG00000178966
PDE3B	ENSG00000152270
DAPK3	ENSG00000167657
HPS3	ENSG00000163755
SLC1A2	ENSG00000110436
RBBP8NL	ENSG00000130701
GPAA1	ENSG00000197858
KIAA1958	ENSG00000165185
SHISA5	ENSG00000164054
ZNF398	ENSG00000197024
JAM2	ENSG00000154721
SH3GLB2	ENSG00000148341
ATF1	ENSG00000123268
TRIOBP	ENSG00000100106
RNASE11	ENSG00000173464
TUBB	ENSG00000229684
TRIM39	ENSG00000224994
CNNM3	ENSG00000168763
CCDC63	ENSG00000173093
REEP5	ENSG00000129625
DNAJC4	ENSG00000110011
ZNF596	ENSG00000172748
TNNT1	ENSG00000105048
ETV7	ENSG00000010030
C1orf186	ENSG00000263961
TMEM50A	ENSG00000183726
CPXM2	ENSG00000121898
KIR2DL4	ENSG00000278201
OR2H1	ENSG00000204688
PGF	ENSG00000119630
HLA-DQA2	ENSG00000206301
SYNM	ENSG00000182253
AVPR1B	ENSG00000198049
F11R	ENSG00000158769
TXNDC15	ENSG00000113621
NXPE4	ENSG00000137634
SNAPC4	ENSG00000165684
PLIN3	ENSG00000105355
EPGN	ENSG00000182585
LAIR2	ENSG00000277335
GMCL1	ENSG00000087338
ULK3	ENSG00000140474
BIRC3	ENSG00000023445
HDC	ENSG00000140287
MPZL3	ENSG00000160588
ADAR	ENSG00000160710
LANCL1	ENSG00000115365
VAMP5	ENSG00000168899
ESD	ENSG00000139684
TMLHE	ENSG00000185973
FAM9C	ENSG00000187268
KDM4D	ENSG00000186280
GRHL2	ENSG00000083307
ADAM10	ENSG00000137845
HEPACAM2	ENSG00000188175
FADS6	ENSG00000172782
NUP107	ENSG00000111581
CLEC4C	ENSG00000198178
CPO	ENSG00000144410
DHX38	ENSG00000140829
MPV17L2	ENSG00000254858
LRRC32	ENSG00000137507
ANKS1A	ENSG00000064999
CD3D	ENSG00000167286
MYOCD	ENSG00000141052
MRPS10	ENSG00000048544
MAN2A1	ENSG00000112893
KLF6	ENSG00000067082
KIAA1462	ENSG00000165757
DCPS	ENSG00000110063
NUP93	ENSG00000102900
SMDT1	ENSG00000183172
ABCD4	ENSG00000119688
GIT2	ENSG00000139436
CTBP2	ENSG00000175029
VTCN1	ENSG00000134258
KRTAP19-5	ENSG00000186977
RCOR3	ENSG00000117625
PRIMA1	ENSG00000274089
NKD2	ENSG00000145506
CNIH4	ENSG00000143771
KLHL28	ENSG00000179454
THAP5	ENSG00000177683
CDH4	ENSG00000280641
VPS16	ENSG00000215305
ACAP1	ENSG00000072818
NXPH2	ENSG00000144227
BCL2L11	ENSG00000153094
ADRBK1	ENSG00000173020
TOR2A	ENSG00000160404
PBX2	ENSG00000225987
PYGO1	ENSG00000171016
BEND6	ENSG00000151917
HADHB	ENSG00000138029
CNNM1	ENSG00000119946
PADI2	ENSG00000117115
NBN	ENSG00000104320
MED16	ENSG00000175221
FSIP1	ENSG00000150667
AGPAT6	ENSG00000158669
VARS2	ENSG00000234032
B3GAT1	ENSG00000109956
VPS25	ENSG00000131475
ZC2HC1C	ENSG00000119703
SMAD7	ENSG00000101665
TIRAP	ENSG00000150455
TNFRSF12A	ENSG00000006327
KRIT1	ENSG00000001631
PPP1R10	ENSG00000204569
H1FNT	ENSG00000187166
DMP1	ENSG00000152592
LYN	ENSG00000254087
UGT3A1	ENSG00000145626
TXLNGY	ENSG00000131002
CDSN	ENSG00000204539
SCTR	ENSG00000080293
RAB40A	ENSG00000172476
EMC2	ENSG00000104412
GDF5	ENSG00000125965
ZNF773	ENSG00000152439
ABHD17A	ENSG00000129968
APCDD1L	ENSG00000198768
GDF5OS	ENSG00000204183
MUL1	ENSG00000090432
TMEM26	ENSG00000196932
MARK1	ENSG00000116141
ADPRHL2	ENSG00000116863
PCDHGA3	ENSG00000254245
GKAP1	ENSG00000165113
WDR83	ENSG00000123154
USH1C	ENSG00000006611
NLRP11	ENSG00000179873
CLDN6	ENSG00000184697
RNF135	ENSG00000181481
TRIM63	ENSG00000158022
BGLAP	ENSG00000242252
PSORS1C2	ENSG00000204538
DNAJC28	ENSG00000262911
MYH2	ENSG00000125414
ACOT2	ENSG00000119673
FANCD2OS	ENSG00000163705
GADD45GIP1	ENSG00000179271
GMFB	ENSG00000197045
CYB5R1	ENSG00000159348
FUT3	ENSG00000171124
PURB	ENSG00000146676
ACAT1	ENSG00000075239
CXCR4	ENSG00000121966
C6	ENSG00000039537
KDM1A	ENSG00000004487
RGMA	ENSG00000182175
EPT1	ENSG00000138018
TNIP3	ENSG00000050730
PSME3	ENSG00000131467
NCR3	ENSG00000204475
TMEM127	ENSG00000135956
PDLIM2	ENSG00000120913
SH3BGRL3	ENSG00000142669
SLC9A9	ENSG00000181804
RALGAPA2	ENSG00000188559
BRD2	ENSG00000204256
TMEM220	ENSG00000187824
NGB	ENSG00000165553
OR2B11	ENSG00000177535
CNBD2	ENSG00000149646
ABCB8	ENSG00000197150
PSMB8	ENSG00000236443
ASIC2	ENSG00000108684
NEUROG3	ENSG00000122859
BOD1	ENSG00000145919
ZNF790	ENSG00000197863
SLC35A5	ENSG00000138459
SMG6	ENSG00000070366
RAB3A	ENSG00000105649
RTP3	ENSG00000163825
NLRP4	ENSG00000160505
ATXN1	ENSG00000124788
METTL4	ENSG00000101574
SP140	ENSG00000079263
MYCBP2	ENSG00000005810
TOMM22	ENSG00000100216
CORO1A	ENSG00000102879
ZSCAN30	ENSG00000186814
CCDC97	ENSG00000142039
CNGA1	ENSG00000198515
GPR162	ENSG00000250510
UBXN2B	ENSG00000215114
RNASE11	ENSG00000259060
PDE6C	ENSG00000095464
KLF7	ENSG00000118263
PIP5K1A	ENSG00000143398
ANKRD55	ENSG00000164512
SLC25A5	ENSG00000005022
C21orf62	ENSG00000205929
ZNF470	ENSG00000197016
HOXB2	ENSG00000173917
KIF6	ENSG00000164627
TRIM39	ENSG00000206495
ALDH4A1	ENSG00000159423
NAT8	ENSG00000144035
LSM14A	ENSG00000262860
C2orf83	ENSG00000042304
TMED10	ENSG00000170348
RBM19	ENSG00000122965
WDR90	ENSG00000161996
ETS2	ENSG00000157557
EMC9	ENSG00000100908
FAM195A	ENSG00000172366
CCNF	ENSG00000162063
HPRT1	ENSG00000165704
NINJ1	ENSG00000131669
RAB1A	ENSG00000138069
TMIGD2	ENSG00000167664
GJB1	ENSG00000169562
NUPL2	ENSG00000136243
CNTNAP3B	ENSG00000154529
SVOPL	ENSG00000157703
P2RY4	ENSG00000186912
EIF5B	ENSG00000158417
HOXB5	ENSG00000120075
AKR1B1	ENSG00000085662
GLP1R	ENSG00000112164
CCKBR	ENSG00000110148
HOXB6	ENSG00000108511
SOX12	ENSG00000177732
MC4R	ENSG00000166603
TMEM80	ENSG00000177042
PIGM	ENSG00000143315
TRPM6	ENSG00000119121
TRIP6	ENSG00000087077
NCOA2	ENSG00000140396
GGA2	ENSG00000103365
ADAMTS12	ENSG00000151388
STXBP6	ENSG00000168952
SLC19A3	ENSG00000135917
RNF5	ENSG00000223767
FEZF2	ENSG00000153266
SAMD1	ENSG00000141858
ITGA9	ENSG00000144668
IER3	ENSG00000137331
NR2C2AP	ENSG00000184162
MAPK1IP1L	ENSG00000168175
POLR1D	ENSG00000186184
ABCG4	ENSG00000172350
PPCDC	ENSG00000138621
FAM96A	ENSG00000166797
LATS2	ENSG00000150457
SYNPR	ENSG00000163630
KCNN3	ENSG00000143603
TRBV20OR9-2	ENSG00000205274
RGMB	ENSG00000174136
AGAP1	ENSG00000157985
C14orf142	ENSG00000275619
MTCL1	ENSG00000168502
OASL	ENSG00000135114
HDDC3	ENSG00000184508
PFN2	ENSG00000070087
ROPN1	ENSG00000065371
TTC17	ENSG00000052841
MRPL42	ENSG00000198015
CASZ1	ENSG00000130940
ATXN10	ENSG00000130638
MAVS	ENSG00000088888
KRT9	ENSG00000171403
NRSN2	ENSG00000125841
EXOC3	ENSG00000180104
YTHDC1	ENSG00000275272
CKMT2	ENSG00000131730
CEP68	ENSG00000011523
MYO1C	ENSG00000197879
CCDC138	ENSG00000163006
TMEM67	ENSG00000164953
CD276	ENSG00000103855
AFM	ENSG00000079557
SLC41A3	ENSG00000114544
MTMR12	ENSG00000150712
STIM1	ENSG00000167323
CCDC70	ENSG00000123171
PIGY	ENSG00000255072
CD5	ENSG00000110448
ZNF207	ENSG00000010244
NAP1L5	ENSG00000177432
MYO7A	ENSG00000137474
GABRB3	ENSG00000166206
POT1	ENSG00000128513
OR51M1	ENSG00000184698
RRP1	ENSG00000160214
KIF16B	ENSG00000089177
PIAS3	ENSG00000131788
STAT5A	ENSG00000126561
KIAA1671	ENSG00000197077
COL11A2	ENSG00000223699
KCNJ10	ENSG00000177807
PHLDA1	ENSG00000139289
MATN4	ENSG00000124159
CHRNA3	ENSG00000080644
HOXB4	ENSG00000182742
FMNL3	ENSG00000161791
TMEM251	ENSG00000275947
CHSY1	ENSG00000131873
VIM	ENSG00000026025
SSU72	ENSG00000160075
GKN1	ENSG00000169605
TMEM140	ENSG00000146859
TUBB	ENSG00000232575
CHST14	ENSG00000169105
PPP1R17	ENSG00000106341
UBR7	ENSG00000278787
OR51B5	ENSG00000242180
HFE2	ENSG00000168509
SCD	ENSG00000099194
C7orf49	ENSG00000122783
LY6G5C	ENSG00000206404
PAPD7	ENSG00000112941
TRIM69	ENSG00000185880
OR52D1	ENSG00000181609
RORA	ENSG00000069667
FANCM	ENSG00000187790
ABCB4	ENSG00000005471
RHBG	ENSG00000132677
TNFRSF9	ENSG00000049249
ACSL1	ENSG00000151726
KANSL1	ENSG00000275867
DHRS12	ENSG00000102796
SF3A2	ENSG00000104897
BRAP	ENSG00000089234
KLRC1	ENSG00000134545
CYP27C1	ENSG00000186684
TMEM161A	ENSG00000064545
GRSF1	ENSG00000132463
CHD9	ENSG00000177200
HSDL2	ENSG00000119471
C1orf210	ENSG00000253313
FAM167A	ENSG00000154319
MTX1	ENSG00000173171
TCTEX1D1	ENSG00000152760
RAD51AP1	ENSG00000111247
UBE2D2	ENSG00000131508
WNT16	ENSG00000002745
KIAA1109	ENSG00000138688
INO80	ENSG00000128908
GSTO1	ENSG00000148834
PSMA4	ENSG00000041357
XKR9	ENSG00000221947
GNA11	ENSG00000088256
CHRNA5	ENSG00000169684
VKORC1L1	ENSG00000196715
SSTR2	ENSG00000180616
SCGB2B2	ENSG00000205209
C6orf136	ENSG00000233641
COL11A2	ENSG00000227801
KIR2DL4	ENSG00000275317
CCDC125	ENSG00000183323
ARF1	ENSG00000143761
CYTIP	ENSG00000115165
FAM104A	ENSG00000133193
CYR61	ENSG00000142871
CDKL1	ENSG00000100490
SNRPB	ENSG00000125835
TMEM88	ENSG00000167874
TPCN1	ENSG00000186815
LSMEM2	ENSG00000179564
TMEM209	ENSG00000146842
SLFN12	ENSG00000172123
TBC1D7	ENSG00000145979
PRRT1	ENSG00000206331
PLS1	ENSG00000120756
DAXX	ENSG00000206279
NLK	ENSG00000087095
SLTM	ENSG00000137776
UNC5A	ENSG00000113763
ZNF558	ENSG00000167785
RRP1B	ENSG00000160208
RETN	ENSG00000104918
PRSS16	ENSG00000112812
CDKN2B	ENSG00000147883
TRIM65	ENSG00000141569
IDH2	ENSG00000182054
CSTB	ENSG00000160213
DLL1	ENSG00000275555
PPP1R2	ENSG00000184203
CTSV	ENSG00000136943
ID1	ENSG00000125968
ZNF418	ENSG00000196724
CPE	ENSG00000109472
KIF17	ENSG00000117245
MFAP3L	ENSG00000198948
SLC15A1	ENSG00000088386
ATL3	ENSG00000184743
CDRT4	ENSG00000239704
TMEM156	ENSG00000121895
MUC21	ENSG00000204544
GPAM	ENSG00000119927
PSMB9	ENSG00000240508
EMP1	ENSG00000134531
TSHZ1	ENSG00000179981
HAO1	ENSG00000101323
SENP7	ENSG00000138468
TTC4	ENSG00000243725
SLC7A5	ENSG00000103257
MAP4	ENSG00000047849
NANOS1	ENSG00000188613
KIAA0195	ENSG00000177728
DLK2	ENSG00000171462
WDR87	ENSG00000171804
WFDC11	ENSG00000180083
HERC2	ENSG00000128731
DNASE1L2	ENSG00000167968
SCN5A	ENSG00000183873
ITGA2B	ENSG00000005961
NGFRAP1	ENSG00000166681
RNF128	ENSG00000133135
LCLAT1	ENSG00000172954
PHF7	ENSG00000010318
PPIF	ENSG00000108179
DIAPH3	ENSG00000139734
FAM24B	ENSG00000213185
CRYBA4	ENSG00000196431
ATP6V1C2	ENSG00000143882
RNPEP	ENSG00000176393
SULT6B1	ENSG00000138068
ZNF589	ENSG00000164048
ALOX5	ENSG00000275565
ATAT1	ENSG00000137343
STARD4	ENSG00000164211
SLC52A1	ENSG00000132517
CYP11B1	ENSG00000160882
DSCC1	ENSG00000136982
RBFOX1	ENSG00000078328
RPL12	ENSG00000197958
TARDBP	ENSG00000277726
STATH	ENSG00000126549
TMEM33	ENSG00000109133
PDK3	ENSG00000067992
WDR27	ENSG00000184465
ROPN1L	ENSG00000145491
BTBD19	ENSG00000222009
KIR3DL3	ENSG00000274763
EQTN	ENSG00000120160
BAIAP2	ENSG00000175866
TMEM218	ENSG00000150433
PLRG1	ENSG00000171566
GABARAP	ENSG00000170296
HIATL1	ENSG00000148110
GPD2	ENSG00000115159
RGL4	ENSG00000159496
NR1H3	ENSG00000025434
PDS5B	ENSG00000083642
C4orf26	ENSG00000174792
NPEPL1	ENSG00000215440
SCO1	ENSG00000133028
PTBP1	ENSG00000011304
BNIP3L	ENSG00000104765
B4GALNT3	ENSG00000139044
MACC1	ENSG00000183742
CFB	ENSG00000239754
KLRC3	ENSG00000205810
RAB41	ENSG00000147127
NOL4	ENSG00000101746
GPRASP2	ENSG00000158301
RNF38	ENSG00000137075
ANO3	ENSG00000134343
NIPAL4	ENSG00000172548
NEK6	ENSG00000119408
NUMA1	ENSG00000137497
HEATR5B	ENSG00000008869
CEP76	ENSG00000101624
LCE3B	ENSG00000187238
SAT1	ENSG00000130066
AGBL3	ENSG00000146856
TEX10	ENSG00000136891
BAIAP3	ENSG00000007516
ZNF561	ENSG00000171469
PPT2	ENSG00000231618
SDHAF1	ENSG00000205138
SPPL2C	ENSG00000185294
ATP11A	ENSG00000068650
MBOAT7	ENSG00000276935
SHF	ENSG00000138606
LRRCC1	ENSG00000133739
KRT13	ENSG00000171401
GIMAP1	ENSG00000213203
RBBP7	ENSG00000102054
MEA1	ENSG00000124733
KIF18B	ENSG00000186185
GUCA1C	ENSG00000138472
GIMAP5	ENSG00000196329
DCAF4	ENSG00000119599
LTA	ENSG00000231408
FCRL4	ENSG00000163518
SRF	ENSG00000112658
GATA5	ENSG00000130700
PRSS12	ENSG00000164099
TMEM25	ENSG00000149582
MCIDAS	ENSG00000234602
NEU1	ENSG00000227315
TRAIP	ENSG00000183763
NCAN	ENSG00000130287
MYF6	ENSG00000111046
TCN1	ENSG00000134827
PCNT	ENSG00000160299
CBR1	ENSG00000159228
TMEM62	ENSG00000137842
KDM3B	ENSG00000120733
MAB21L1	ENSG00000180660
KRT37	ENSG00000263022
TKT	ENSG00000163931
POU5F1	ENSG00000230336
MRS2	ENSG00000124532
KAT6A	ENSG00000083168
KRTAP26-1	ENSG00000197683
MTAP	ENSG00000099810
OR5P3	ENSG00000278253
ZNF157	ENSG00000147117
RFX1	ENSG00000132005
UQCRH	ENSG00000173660
FUNDC1	ENSG00000069509
C8G	ENSG00000176919
HELZ2	ENSG00000130589
RNASE2	ENSG00000169385
CCDC88B	ENSG00000168071
HCN4	ENSG00000138622
ARHGAP35	ENSG00000160007
FAM189B	ENSG00000160767
CYP4F22	ENSG00000171954
F7	ENSG00000057593
DUX4	ENSG00000260596
TRIM10	ENSG00000229346
FXYD6	ENSG00000137726
SLC4A1	ENSG00000004939
IFT88	ENSG00000032742
POLR2E	ENSG00000099817
PLEKHM2	ENSG00000116786
ROBO3	ENSG00000154134
HK3	ENSG00000160883
PARP11	ENSG00000111224
TP53I11	ENSG00000175274
TBC1D8B	ENSG00000133138
INO80B	ENSG00000115274
RFX4	ENSG00000111783
SGSM3	ENSG00000100359
SLC2A8	ENSG00000136856
LYG2	ENSG00000185674
GABRA2	ENSG00000151834
RPL38	ENSG00000172809
POLK	ENSG00000122008
NICN1	ENSG00000145029
OR2H1	ENSG00000206471
ZSWIM4	ENSG00000132003
ZNF22	ENSG00000165512
WDR26	ENSG00000162923
BPIFB4	ENSG00000186191
ZNF829	ENSG00000185869
KLRC2	ENSG00000205809
PITPNB	ENSG00000180957
TCEANC	ENSG00000176896
SOST	ENSG00000167941
KRTAP27-1	ENSG00000206107
TAP1	ENSG00000226173
PARP3	ENSG00000041880
ASUN	ENSG00000064102
SLC5A8	ENSG00000262217
FAM3A	ENSG00000071889
GIPC1	ENSG00000123159
NGRN	ENSG00000182768
RPIA	ENSG00000153574
PRKD3	ENSG00000115825
KRTAP13-1	ENSG00000198390
MBLAC1	ENSG00000214309
MRC1	ENSG00000260314
KRTAP13-2	ENSG00000182816
AGER	ENSG00000229058
AGER	ENSG00000229058
AARD	ENSG00000205002
CD69	ENSG00000110848
KLC4	ENSG00000137171
KDM3A	ENSG00000115548
SS18L1	ENSG00000184402
COL8A2	ENSG00000171812
CES5A	ENSG00000261972
MBOAT1	ENSG00000172197
LIMD2	ENSG00000136490
SUFU	ENSG00000107882
MEDAG	ENSG00000102802
CENPW	ENSG00000203760
ALDH1A2	ENSG00000128918
KRTAP23-1	ENSG00000186980
SEC11C	ENSG00000166562
CHEK1	ENSG00000149554
STK36	ENSG00000163482
ELAC2	ENSG00000006744
ATPIF1	ENSG00000130770
AMPD1	ENSG00000116748
TPR	ENSG00000047410
MBD3L2	ENSG00000230522
KLRG1	ENSG00000139187
BRWD3	ENSG00000165288
MEF2B	ENSG00000213999
TMEM63B	ENSG00000137216
TCEAL7	ENSG00000182916
FAM170A	ENSG00000164334
PEMT	ENSG00000133027
C4orf17	ENSG00000138813
GATA2	ENSG00000179348
TTC39B	ENSG00000155158
NUDT14	ENSG00000183828
PSMB8	ENSG00000226201
ZC3H6	ENSG00000188177
KIAA1715	ENSG00000144320
NEB	ENSG00000183091
ZMYM4	ENSG00000146463
UBASH3A	ENSG00000160185
AMBP	ENSG00000106927
RAD23B	ENSG00000119318
CEP57L1	ENSG00000183137
BDP1	ENSG00000273873
SALL1	ENSG00000103449
RNF4	ENSG00000063978
POLR2K	ENSG00000147669
SORBS1	ENSG00000095637
CHRAC1	ENSG00000104472
QRICH1	ENSG00000198218
PRR3	ENSG00000229202
NUDT17	ENSG00000186364
PRKCQ	ENSG00000065675
SLC7A13	ENSG00000164893
WIF1	ENSG00000156076
SCN9A	ENSG00000169432
GART	ENSG00000159131
B4GALT2	ENSG00000117411
ZNF473	ENSG00000142528
IRF7	ENSG00000185507
CHRD	ENSG00000090539
YY1AP1	ENSG00000163374
SEMA3C	ENSG00000075223
LCE3A	ENSG00000185962
HDAC10	ENSG00000100429
LMBR1L	ENSG00000139636
BATF2	ENSG00000168062
HES5	ENSG00000273529
CD70	ENSG00000125726
DCDC1	ENSG00000170959
HMBS	ENSG00000256269
FOXO3	ENSG00000118689
MOS	ENSG00000172680
PEG10	ENSG00000242265
TTLL9	ENSG00000131044
PPP2R5E	ENSG00000154001
NBEA	ENSG00000172915
GALR1	ENSG00000166573
RBKS	ENSG00000171174
STK26	ENSG00000134602
KIAA1191	ENSG00000122203
TC2N	ENSG00000165929
CYP4F8	ENSG00000186526
GRPEL1	ENSG00000109519
KNDC1	ENSG00000171798
LRRIQ1	ENSG00000133640
PIK3C3	ENSG00000078142
CDH1	ENSG00000039068
GFRA4	ENSG00000125861
ETV5	ENSG00000244405
LPAR1	ENSG00000198121
FLOT1	ENSG00000230143
C19orf26	ENSG00000099625
PARG	ENSG00000227345
FADS1	ENSG00000149485
FAM222B	ENSG00000173065
C11orf30	ENSG00000158636
ARHGEF37	ENSG00000183111
THRAP3	ENSG00000054118
RARB	ENSG00000077092
PPTC7	ENSG00000196850
FBXO11	ENSG00000138081
CSE1L	ENSG00000124207
NUDT16	ENSG00000198585
MMEL1	ENSG00000277131
SUPV3L1	ENSG00000156502
MEOX2	ENSG00000106511
MKI67	ENSG00000148773
CLU	ENSG00000120885
SKIV2L2	ENSG00000039123
FLT3	ENSG00000122025
CPSF4L	ENSG00000187959
SMAD9	ENSG00000120693
GLE1	ENSG00000119392
CORO2A	ENSG00000106789
NFKBIL1	ENSG00000236196
FTSJ3	ENSG00000108592
VPS13C	ENSG00000129003
CKS1B	ENSG00000173207
AP4M1	ENSG00000221838
FABP1	ENSG00000163586
LRP4	ENSG00000134569
COG1	ENSG00000166685
UBD	ENSG00000226898
KRTAP9-2	ENSG00000263090
KIR2DL4	ENSG00000274955
TRIM26	ENSG00000234046
TNKS1BP1	ENSG00000149115
APITD1	ENSG00000175279
EPHX2	ENSG00000120915
UBA3	ENSG00000144744
ZNF404	ENSG00000176222
STK11	ENSG00000118046
ZBP1	ENSG00000124256
SEC14L6	ENSG00000214491
NDUFA3	ENSG00000170906
ANKRD50	ENSG00000151458
TMA16	ENSG00000198498
IFFO1	ENSG00000010295
KNCN	ENSG00000162456
CTNNBIP1	ENSG00000178585
TMEFF1	ENSG00000241697
SOD3	ENSG00000109610
B3GALTL	ENSG00000187676
CREG2	ENSG00000175874
MAPT	ENSG00000186868
POSTN	ENSG00000133110
PSME1	ENSG00000092010
ITGA5	ENSG00000161638
MON2	ENSG00000061987
TEX26	ENSG00000175664
DENND6A	ENSG00000174839
TAF4B	ENSG00000141384
SOCS6	ENSG00000170677
STAM2	ENSG00000115145
EXPH5	ENSG00000110723
GIP	ENSG00000159224
TNFRSF19	ENSG00000127863
ICAM1	ENSG00000090339
ZNF732	ENSG00000186777
ADAM19	ENSG00000135074
TSC22D2	ENSG00000196428
KRTAP9-3	ENSG00000262749
OR2H2	ENSG00000224319
DPH3	ENSG00000154813
SLC36A3	ENSG00000186334
PPP2R5C	ENSG00000078304
FAM20C	ENSG00000177706
LCE2D	ENSG00000187223
VEGFC	ENSG00000150630
GFI1B	ENSG00000165702
CDH9	ENSG00000113100
ZNF282	ENSG00000170265
RASGRF2	ENSG00000113319
FREM2	ENSG00000150893
CHMP5	ENSG00000086065
TSHZ2	ENSG00000182463
HSD17B4	ENSG00000133835
MRPL33	ENSG00000243147
RING1	ENSG00000204227
CYP4X1	ENSG00000186377
FH	ENSG00000091483
GPS2	ENSG00000132522
PCSK2	ENSG00000125851
ING4	ENSG00000111653
ANHX	ENSG00000227059
OR51L1	ENSG00000176798
ZBTB44	ENSG00000196323
HNRNPUL1	ENSG00000105323
TMCO3	ENSG00000150403
SSX3	ENSG00000165584
RBM47	ENSG00000163694
TNFRSF11B	ENSG00000164761
TRAF5	ENSG00000082512
GPR50	ENSG00000102195
RPL37A	ENSG00000197756
KIR2DL4	ENSG00000274189
TMCC3	ENSG00000057704
