	Relative_Expression_Difference_Hum_Chimp(RPKM)	Relative_Expression_Difference_Hum_Rhesus_Monkey(RPKM)	Relative_Expression_Difference_Chimp_Rhesus_Monkey(RPKM)
PRKAR2A	-0.3183048390949874	-0.10699935890800627	0.21130548018698114
HES1	0.22423756073518564	0.6205761609948437	0.39633860025965806
USP4	0.35239361819287784	0.5600177390468459	0.20762412085396809
ACAP2	-0.5694222349251092	-0.5831555202940937	-0.013733285368984438
ECT2	-0.24632270120897948	0.3624644186505396	0.608787119859519
GNAT1	-0.16173598138466327	-1.991878263952171	-1.8301422825675078
GNAI2	0.0002702350370532569	-0.10693060371164309	-0.10720083874869635
TFG	-0.12735718716544542	-0.16482455948142405	-0.03746737231597863
HYAL1	-0.45038408324191437	-0.10929830878296232	0.34108577445895205
TUSC2	0.06312585423819561	-0.11201778107078597	-0.17514363530898158
NPRL2	0.015924343831958954	0.18360978180663345	0.1676854379746745
RPL24	2.0301139598867355	2.4931406400143725	0.4630266801276372
CYB561D2	-0.20864148616693223	-0.26234277652333493	-0.0537012903564027
C3orf14	-0.36841238711573465	-0.5813386812038489	-0.21292629408811425
FXR1	-0.2153956925287812	-0.24117014138765813	-0.02577444885887692
CBLB	0.2670788570619935	0.8535411974197812	0.5864623403577877
BBX	-0.7850164655031925	-0.415909801635833	0.36910666386735946
IFT57	-0.681332892904872	-0.2454736987857309	0.4358591941191411
GNB4	-0.09974256156914352	-0.09402275772257085	0.005719803846572669
HHLA2	-2.1429781721828287	0.201608624864529	2.3445867970473575
GBE1	-0.2906504589305726	-0.5494764031759124	-0.2588259442453398
MORC1	-3.0	0.0	3.0
UMPS	-0.30535025715552677	-0.41188425517804006	-0.10653399802251329
NCBP2	-0.2984183849618691	-0.7387681028014447	-0.44034971783957555
SNX4	-0.2165746662703696	0.06390495345485758	0.28047961972522717
C3orf52	0.6033362784380439	-1.7933274431239123	-2.396663721561956
FRMD4B	-0.7016023654674579	-0.24861289789247332	0.4529894675749846
SLC41A3	0.45462674706781303	0.8682504302117903	0.41362368314397724
PLXNA1	-0.44613975830859887	-0.20825571757859396	0.2378840407300049
ATP6V1A	-0.32014692886674423	0.9606321777656694	1.2807791066324137
ABTB1	-0.3340899330140117	0.5645169612340215	0.8986068942480332
PODXL2	0.17838883076652823	-0.21090068207532464	-0.38928951284185287
UPK1B	-0.27878536820970096	-2.721214631790299	-2.442429263580598
CSPG5	0.2555185819715339	0.08116260438920198	-0.1743559775823319
KLHL18	0.03035240138939932	-0.24630314618750215	-0.2766555475769015
SCAP	-0.26554235408262383	-0.23329810594426603	0.0322442481383578
EFCC1	0.18428662869956808	-1.5511154902126738	-1.735402118912242
KIAA1257	0.06294465587888326	-2.121600031907419	-2.184544687786302
NEK11	-0.33322897407030017	0.07070267470441549	0.40393164877471566
MRPL3	0.03052875049945558	0.4803834834177433	0.4498547329182877
PLSCR4	-0.20825711594308105	1.000901430376783	1.209158546319864
HEMK1	0.6502819295312479	-0.4290681342121192	-1.079350063743367
CISH	-0.050689660306572515	-0.40718544110690535	-0.35649578080033284
MAPKAPK3	-0.6320447858749065	-0.47982178737109726	0.15222299850380927
ACVR2B	-0.8808994242504979	-0.5908724396299536	0.2900269846205443
WDR48	-0.37120833174644174	-0.016573123724477723	0.354635208021964
COMMD2	-0.4528374993014247	0.11776145842923447	0.5705989577306592
GORASP1	-0.09100978928662784	-0.5878493313762618	-0.496839542089634
PEX5L	-0.682123055290597	-1.370471406615775	-0.6883483513251779
RRP9	0.4337709089038816	0.2971353742618835	-0.13663553464199807
ABCC5	-0.18737348662496456	-0.19966406789542335	-0.012290581270458789
ABHD14B	0.1406890825044088	-0.1575802470073614	-0.2982693295117702
EIF1B	1.4872604612477809	0.36345863811047585	-1.123801823137305
ABHD14A-ACY1	0.004532222225181126	0.1699666479526829	0.16543442572750178
ARHGEF26	-0.9362229665808045	0.21066069789357345	1.146883664474378
KLHL24	-0.7164679284955844	-0.26637955155849036	0.450088376937094
PLCH1	-0.6906191763001032	-0.3754392658324489	0.31517991046765426
VIPR1	-0.3990316053908426	0.35005552990086086	0.7490871352917035
DNAH1	0.01220756746471574	1.3761843803220954	1.3639768128573797
SSR3	-0.5832578745487759	-0.00838800819671659	0.5748698663520593
ZBTB47	-0.43785639310593705	-0.13565868673232606	0.302197706373611
TNNC1	0.2374762089806796	-1.9251986461268578	-2.162674855107537
NKTR	-0.37762798613424386	0.200582603689325	0.5782105898235689
CLCN2	-0.19259813446223217	-0.6536715865865326	-0.4610734521243004
FOXP1	-0.6450239547190729	-0.23298431151352128	0.41203964320555164
EIF4G1	-0.18689252118997457	-0.18996148074204666	-0.0030689595520720925
SPCS1	-0.24662475435999232	-0.2383470009034635	0.008277753456528814
NEK4	-0.03988959571578621	-0.1771845807881154	-0.13729498507232918
SLC4A3	0.39099394354586503	-0.08942364943199776	-0.4804175929778628
INO80D	-0.9428418401050541	-0.34714696923229516	0.595694870872759
EEF1B2	0.19603765905109116	-0.2887352932803249	-0.48477295233141604
ADAM23	0.05154026116052979	0.3052362642702051	0.2536960031096753
DGUOK	-0.307025492616144	0.41243671717904384	0.7194622097951878
MOB1A	-0.4794508261617557	-0.2618374186686562	0.21761340749309954
KANSL3	-0.3072842518036504	-0.2447373941278358	0.06254685767581458
LMAN2L	-0.4871694797067102	-0.7937531706740201	-0.30658369096730986
RTKN	-0.7128962504640681	-0.9966458098507072	-0.28374955938663904
TTL	0.10899618974150893	-1.1168269788150518	-1.2258231685565608
IL1A	-0.8637005151876865	-0.348365383614478	0.5153351315732085
CCL20	3.0	3.0	0.0
PIKFYVE	-0.44247909105858296	-0.3686822873444975	0.07379680371408548
KCNIP3	0.5285475283192769	0.75808163223591	0.2295341039166331
ACTR1B	-0.014043101555280657	-0.25948330741345504	-0.2454402058581744
SLC35F5	-0.3754353505240873	0.05574064156495395	0.4311759920890412
ZAP70	-1.055662627166944	0.296566111332504	1.352228738499448
ACTR3	-0.1886316528300227	-0.1689048397179298	0.0197268131120929
STEAP3	1.4783073530612802	1.1498604960117609	-0.32844685704951937
EPB41L5	0.6246996932150958	0.991272244174271	0.3665725509591752
TFCP2L1	-1.363392474314419	-0.13542670925362854	1.2279657650607905
SF3B6	0.14305858517790848	0.4332074930917319	0.2901489079138234
TP53I3	-0.01979136817189575	-0.6823434664299679	-0.6625520982580722
DNAJC27	-0.19681181247815738	-0.5603719066717702	-0.3635600941936128
POMC	0.0	-3.0	-3.0
STAM2	-0.6719658747477162	-0.30436209203237297	0.3676037827153432
OTOF	-0.21293364079073007	-0.06096322934127407	0.151970411449456
GPD2	-0.145247539233351	0.19731249710394294	0.3425600363372939
CENPA	0.0	-3.0	-3.0
CYTIP	-1.1794420963506482	-0.2237615732338213	0.9556805231168269
ACVR1	-0.27028486281059816	-0.1496386280563281	0.12064623475427005
TANC1	-0.42328049315528127	-0.5031171013941066	-0.07983660823882532
SLC30A3	-0.04283041832284373	-2.240972384901874	-2.1981419665790303
MPV17	0.24032805133828572	0.33354924280624454	0.09322119146795882
GTF3C2	-0.20833887902078707	-0.10396625600728171	0.10437262301350536
EIF2B4	-0.15562248193574868	-0.052161425964686314	0.10346105597106237
NRBP1	0.011419810648420237	0.12039518331334709	0.10897537266492685
ITGB6	1.183936241336354	-0.6321275173272918	-1.8160637586636457
FNDC4	0.2333228736990569	-0.3505690768886164	-0.5838919505876733
ITGA4	-0.10826652944272142	0.3284208320151313	0.4366873614578527
PSMD14	-0.012055095376037328	-0.04314166416852394	-0.031086568792486613
SNX17	-0.13544870748387294	-0.3025072048904355	-0.16705849740656253
GPR75-ASB3	-0.3023735532400963	0.19898865658088494	0.5013622098209812
PPM1G	0.130527145401804	0.08086635006856357	-0.049660795333240415
PDE1A	-0.39668405172904486	0.24013201849867338	0.6368160702277182
PCSK4	-0.9798292672657178	-0.8264266753723624	0.15340259189335548
APC2	-0.016209026148330197	-0.4511024949665078	-0.4348934688181776
IFIH1	-0.5946064923648592	-0.1669634147936485	0.4276430775712107
RPS15	0.7035065929197541	0.07742748073631822	-0.6260791121834359
GCA	0.6992898102351843	1.1567924836664027	0.45750267343121853
INO80B	-0.33485987270345396	-0.1402777078167714	0.19458216488668256
MOGS	0.15423079240005966	0.3757929801015456	0.22156218770148595
TTC31	-0.47766413917993	0.29815104847231355	0.7758151876522436
NDUFS7	0.13416415143538973	-0.21168437371272375	-0.3458485251481135
PCGF1	0.025582978384357746	-0.37054905580782627	-0.396132034192184
GRB14	-0.3864465498403784	-1.500898794708743	-1.1144522448683647
CLIP4	-0.43925390547587195	-0.31558355501995705	0.1236703504559149
TLX2	0.8966461591045033	0.582833461505597	-0.3138126975989063
SPTBN1	-0.2824764404649299	-0.12009209840446677	0.16238434206046315
AUP1	-0.05869088828172775	-0.055500412358409856	0.0031904759233178925
RTN4	-0.052143119604936006	0.3937668261637305	0.4459099457686665
HTRA2	-0.06572974765994011	0.05254187229955476	0.11827161995949487
LOXL3	-0.7414560333102214	-1.346208001039074	-0.6047519677288526
DOK1	-1.1743179931758072	-0.31972792976305375	0.8545900634127536
GALNT3	0.14664339460082576	0.28901349732484705	0.14237010272402129
POLE4	0.06621563052402046	-0.896339595497051	-0.9625552260210715
TACR1	0.0	-3.0	-3.0
CCDC88A	-0.8997978684269747	-0.1710173479774496	0.7287805204495251
ACADL	0.1942346085819578	-1.3468404862232761	-1.541075094805234
EVA1A	-2.193343635066007	-0.08762054571897279	2.105723089347034
MRPL19	-0.3059506198729519	-0.12441724804684173	0.18153337182611018
LANCL1	-0.408481632137922	-0.4055606292951225	0.0029210028427995027
WDR75	0.028932018576180107	0.565003939098865	0.5360719205226849
EFEMP1	1.1402527148408794	-0.7194945703182414	-1.8597472851591208
FANCL	-1.3564637169052376	-0.13286105131349868	1.2236026655917391
FN1	-0.7410921816682049	-0.1758038434210203	0.5652883382471846
STAT1	0.07519961579916035	0.10990619572092297	0.034706579921762626
GLS	0.1314922831504799	0.4719975853871168	0.3405053022366369
PAPOLG	-0.10740132189130502	0.0026651034373015303	0.11006642532860655
DNAH6	1.7683313819927642	1.6935559883765432	-0.07477539361622099
PECR	-0.42219738582960814	-1.5632788505117319	-1.1410814646821237
UNC50	-0.27428876703124083	-0.30138118597210406	-0.027092418940863228
IGFBP2	0.21250251401907605	-1.1139358727976156	-1.3264383868166916
ELMOD3	0.11978516663093908	-0.261482397230306	-0.38126756386124505
IGFBP5	0.1637124396957803	-0.6414102531876104	-0.8051226928833907
USP34	-0.0935057317897996	0.10149152906014902	0.19499726084994862
EFHD1	-0.4878393252161809	-0.18541454362473087	0.30242478159145003
KCNJ13	-0.20216457936430865	-0.7407410661472336	-0.5385764867829249
CCT4	0.21836639272647873	0.06252474335171754	-0.1558416493747612
GGCX	-0.32688455082922807	-0.47318724243110755	-0.14630269160187948
EHBP1	-0.2476874492903447	-0.0028177952532162376	0.24486965403712846
OTX1	0.0	-3.0	-3.0
TXNDC9	0.02317443604048597	-0.2626137232759733	-0.2857881593164593
COQ10B	0.09976211357970188	-0.16708218683869025	-0.26684430041839213
SF3B1	-0.11162091767869142	0.08917481197788446	0.20079572965657588
ST3GAL5	-0.2786075470531605	-0.7154588422081484	-0.4368512951549879
CHST10	-0.20361714822282517	-0.053845280349121616	0.14977186787370356
PDCL3	0.39582018899100124	0.7722390836475178	0.37641889465651657
MOB4	-0.4033964503679006	-0.24839478036213714	0.15500167000576348
HSPE1	0.8336620397939354	1.8780808349718336	1.0444187951778983
KDM3A	-0.491344506658689	-0.3676220601917668	0.12372244646692221
PLCD4	-0.4575616560663343	-1.5409122898895495	-1.083350633823215
CHMP3	0.26055057283064087	0.22005594950909635	-0.04049462332154452
ZNF142	-0.3115801586411907	-0.4664231989443727	-0.15484304030318197
IL1R2	-0.8721784920389488	0.2693060350372738	1.1414845270762226
SMYD1	-2.0510095714453005	-0.9489904285546996	1.102019142890601
IL1R1	-1.041063226853769	-0.2850853563148966	0.7559778705388724
IL1RL2	0.000178389842192761	-0.3656982521954816	-0.36587664203767434
IL18R1	2.5414431765170944	2.082886353034189	-0.4585568234829055
IL18RAP	-1.7780301475141451	-1.2219698524858549	0.5560602950282902
SLC9A2	-2.079031380853901	-0.5028021450877986	1.5762292357661023
FHL2	-0.4662395844013686	-0.23167463151059953	0.23456495289076906
MLPH	-0.07282270144765013	-2.6334940725059353	-2.5606713710582847
CNPPD1	0.12273469162414163	-0.07107134776187474	-0.19380603938601637
UXS1	0.14304742942987259	-0.2720203791163104	-0.41506780854618297
ABCB6	-0.012874493015939126	-0.14798929884578216	-0.13511480582984303
STK16	-0.10416341398050766	-0.721320369597499	-0.6171569556169914
SLC5A7	0.5258553726128232	-1.948289254774353	-2.4741446273871763
HDLBP	-0.02675980484612417	-0.03160911051372195	-0.004849305667597781
PPP1R7	0.028517451156400586	0.30499261971581126	0.2764751685594107
PASK	-0.0035090164398856594	-0.32869871368627124	-0.3251896972463856
STK25	0.05698415344353802	0.39007764292349023	0.3330934894799522
TPO	0.7552218469550291	-1.489556306089941	-2.24477815304497
PROC	-1.6313287453572045	-0.5174970841257939	1.1138316612314108
TAF1B	0.14794737432899618	-0.64025122453579	-0.7881985988647862
HPCAL1	0.38774900451166294	-0.3070798772109897	-0.6948288817226527
ODC1	0.27225565060238766	-0.5446147195506602	-0.8168703701530479
BIRC6	-0.4002611096776181	-0.15026284270645218	0.2499982669711659
NOL10	-0.41745903945433205	0.03381546653735579	0.45127450599168784
PLEKHB2	-0.29824256143277117	-0.0021273235565482107	0.29611523787622296
GORASP2	-0.24534504371839094	0.07586000761435518	0.3212050513327461
STRN	-0.4257953656810396	-0.07214598884655843	0.35364937683448117
CEBPZ	-0.2620720841975326	-0.14856972625246967	0.11350235794506291
PRKD3	-0.7092566938257163	-0.24336409212161447	0.46589260170410185
DCAF17	-0.4393789890089723	-0.10850806528766999	0.33087092372130233
QPCT	-1.347167432165642	0.35917495220479473	1.7063423843704366
RAB3GAP1	-0.3572652118374203	-0.10203595481776961	0.2552292570196507
SLC25A12	0.0804959087118573	0.2112091996227412	0.1307132909108839
RMDN2	0.18233375010094321	0.4084650792368978	0.22613132913595457
DLX2	-1.3569346969515057	-1.6430653030484943	-0.2861306060969886
LCT	-2.2960429940465805	-0.22069324563628936	2.075349748410291
DARS	-0.3183294308099288	0.15550441594813547	0.4738338467580643
SRSF7	-0.21285286215203958	-0.08610227795780667	0.1267505841942329
SDC1	0.7204147588153116	1.5859358789027378	0.8655211200874263
PLCL1	-0.09922512043261777	0.13866138051084143	0.2378865009434592
SLC1A4	-0.6341028496486696	-0.33694277525593685	0.29716007439273273
SOS1	-0.5100538883339598	-0.2651863715111573	0.2448675168228025
KYNU	-0.22554962766559605	-0.6748388585352645	-0.44928923086966843
WIPF1	-0.7120069389949781	-0.9485356142055839	-0.23652867521060572
ORC2	-0.40165232550517005	-0.47049847412609314	-0.06884614862092309
COX7A2L	0.3215888503776607	0.584100629461252	0.26251177908359125
PNO1	-0.7181184582314523	-0.2544758024984013	0.46364265573305097
ORC4	-0.21792178599107892	-0.19300051131055906	0.024921274680519856
PLEK	-0.46843053047549904	-1.1780544256562906	-0.7096238951807915
RND3	0.19977264923998328	-0.18554741166375077	-0.38532006090373405
ATF2	-0.283229706816832	0.1927680899250751	0.4759977967419071
THADA	-0.4035808536061827	-0.23454898934015578	0.1690318642660269
AAK1	-0.3807262903330213	-0.5172480757178448	-0.1365217853848235
TRAK2	0.0482499168705699	-0.060891275875812	-0.1091411927463819
C2orf42	0.11971533477778484	0.41977369955088917	0.3000583647731043
TIA1	-0.12442060408264477	0.20403729023822104	0.3284578943208658
PCYOX1	-0.18610840383507665	-0.9985225082121733	-0.8124141043770966
KISS1R	-0.7171008839802429	-2.282899116019757	-1.565798232039514
EPAS1	-0.4169977251931867	-0.269178382767592	0.1478193424255947
ARID3A	0.19214449763702124	0.342947023157423	0.15080252552040174
SUMO1	0.7828437184143193	1.2147173660813995	0.43187364766708014
CD207	0.09773353210197855	0.6163327184981179	0.5185991863961393
GRIN3B	-0.3247982097067035	1.337600895146648	1.6623991048533515
VAX2	0.2757824158555702	0.5019033196994928	0.22612090384392258
ATP6V1B1	0.9474731698327719	1.2703817751490862	0.32290860531631443
NFE2L2	-0.03932103727797376	0.013311655441760828	0.052632692719734586
MSH6	-0.2539754303931613	0.10242747135663777	0.35640290174979905
PLEKHA3	-0.004574801206969736	0.2725059151407019	0.2770807163476716
SPR	0.009258362692448063	-1.9696610067093543	-1.9789193694018024
EPHA4	0.5633832857098345	-0.3214926291462834	-0.8848759148561179
PARD3B	-1.0338481963048967	-0.63676228845058	0.3970859078543165
FARSB	0.20563870274747809	0.37292091447188713	0.16728221172440905
ALMS1	0.007702614484348613	0.3023018206987941	0.29459920621444546
BCL9	-0.24286790483792542	-0.5156525457508444	-0.272784640912919
PRRX1	-0.6066017824281095	-0.427476175200998	0.17912560722711146
DHCR24	-0.00035511590270442817	-0.6355156503872549	-0.6351605344845505
DNAJC16	-0.5600853484423992	-0.22189899670791302	0.3381863517344862
MARK1	-0.07326318691417055	0.006962096899608361	0.08022528381377891
TNR	-0.8095939624227634	-0.6581820651123319	0.15141189731043148
MORN1	0.6477646183474643	1.5045567030104332	0.8567920846629689
GPX7	0.20210152691454542	0.12866795736891468	-0.07343356954563074
CACYBP	-0.03572725754164441	-0.1837601256458654	-0.148032868104221
SCP2	0.027350082471945147	-0.2562312869080874	-0.28358136938003253
PAPPA2	-0.7259196341508284	-0.665496640164161	0.060422993986667395
RALGPS2	-0.8541335456487076	-0.15948476995371808	0.6946487756949895
ANGPTL1	-0.6190672504716468	-1.6189293196485526	-0.9998620691769058
CEP104	-0.4351312611720386	-0.6338733596319046	-0.198742098459866
FAM20B	-0.4752650423004491	-0.2792088816530863	0.19605616064736275
TCEANC2	-0.24418280603934683	-1.5951969422191632	-1.3510141361798165
TMEM59	-0.28134064683231785	-0.17886049417930772	0.10248015265301014
LRRC42	-0.27156375159386337	-0.10911887971104384	0.16244487188281953
WRAP73	-0.2947230238163472	0.44837214994131636	0.7430951737576635
NPHS2	-0.6801136472547671	-2.319886352745233	-1.6397727054904658
MRPL37	-0.42691962721623034	-0.3752258189828819	0.05169380823334846
ICMT	-0.7827418364128527	-0.9024016106320736	-0.11965977421922092
RPL22	-0.6853581712777657	-0.3158579670323598	0.36950020424540586
CHD5	0.08195716837660938	0.19273566920343022	0.11077850082682084
QSOX1	-0.40480183266868885	-0.9286384224773054	-0.5238365898086166
STXBP3	-0.0463282577988664	0.30999268818279757	0.356320945981664
PHF13	0.10854209590035868	0.4852428056974223	0.3767007097970636
ERRFI1	-0.03650603298327404	0.26530500572535964	0.3018110387086337
PARK7	1.4820838597050638	1.2941201425644395	-0.18796371714062426
KIAA1324	-1.743042317467441	0.038463310674798634	1.7815056281422397
OPRD1	-0.4598410634858398	-2.54015893651416	-2.0803178730283203
AMPD2	-0.15098893296761873	-0.2797833408876865	-0.1287944079200678
SRSF4	-0.07240879957340396	-0.10395123430327913	-0.03154243472987517
MECR	0.1945214287749113	0.3733543327595118	0.1788329039846005
KCNC4	-0.1507746780979935	-0.9145975528479042	-0.7638228747499107
EDEM3	-0.2861851631926692	-0.4263715315833666	-0.14018636839069742
WDR77	-0.17015735896064677	-0.5092427790591296	-0.33908542009848286
ATP5F1	0.056015036503695326	0.2811290794214335	0.22511404291773818
RAP1A	-0.28673760081145017	-0.27873331656751565	0.008004284243934512
HDAC1	1.250707594636802	-0.4985848107263955	-1.7492924053631975
CAPZA1	-0.15736669619826393	-0.32860945376998274	-0.1712427575717188
S100PBP	0.3137555480022829	0.7653994296810048	0.45164388167872194
RNF19B	-0.0727510929855798	-0.052778184553687546	0.019972908431892256
SCAMP3	-0.13417349581380533	0.03551435234272948	0.16968784815653482
TRIM62	-0.18338837653993778	-0.7127811019557452	-0.5293927254158074
ASH1L	-0.4023672797673903	-0.37865858179345335	0.023708697973936932
DLGAP3	-0.3190934557418251	-0.27867805810330826	0.04041539763851687
SFPQ	0.014444109431621888	0.12333041032388481	0.10888630089226292
RHOU	-0.8195872760028052	0.23244762528955032	1.0520349012923556
GON4L	-0.133697707523318	-0.898515237144213	-0.764817529620895
ARHGEF2	-0.08151224525975453	0.2561510365455374	0.3376632818052919
LAMTOR2	-0.07419293514339043	-0.4361025666555345	-0.36190963151214406
MEF2D	-0.12813035282750618	0.1763872819300123	0.3045176347575185
DOCK7	-0.21772764407004164	-0.8798729753260242	-0.6621453312559825
SRM	-0.0448483195766789	-0.2665340091522933	-0.2216856895756144
FBXO2	0.5707229059493155	1.2280601632613544	0.657337257312039
FBXO6	-0.25897077370959554	-0.2973596973059399	-0.03838892359634438
C1orf21	-0.4365438495711733	-0.7170483712039497	-0.2805045216327764
SWT1	-0.11224712099094736	-1.5242406714696344	-1.411993550478687
MAD2L2	0.9345819401845553	0.9799149261181423	0.04533298593358703
DNAJC6	-0.15988409295432549	-0.0799609682494693	0.07992312470485619
LEPR	-0.6952424370433745	0.9229061652213292	1.6181486022647036
IVNS1ABP	-0.06946310529171484	-0.12691414670548917	-0.05745104141377433
KIAA2013	0.08401627901073705	-0.4358874345328245	-0.5199037135435616
MFN2	-0.18970951891829557	0.002063663017434658	0.19177318193573023
PRG4	-0.04105732821008323	0.9088633907816059	0.9499207189916892
MIIP	0.8628641377468693	0.8752546346705687	0.012390496923699423
SMG7	-0.13045140575518233	-0.03416377223088918	0.09628763352429315
NCF2	-1.5369678026710392	-0.35043008616135884	1.1865377165096802
PDC	-0.6621929169241969	0.3258712078543663	0.9880641247785632
SLC35D1	-0.4350944116761626	-0.9066911871285694	-0.47159677545240686
PLA2G4A	-0.300548551120974	0.2571370935130658	0.5576856446340398
GADD45A	0.13095769347391362	-0.39699160480051565	-0.5279492982744293
WLS	-0.7247717668461653	-0.44042626081010994	0.28434550603605535
PRDM2	-0.012190373463397575	-0.43237535846535613	-0.42018498500195856
RGS2	0.6960881148172858	0.988080653631944	0.29199253881465814
RPE65	-1.3772084555645818	-1.2855393106366355	0.09166914492794631
TROVE2	-0.7097737990234642	-0.4073529006653497	0.3024208983581145
AMPD1	0.0	-3.0	-3.0
UCHL5	-0.2396941239492898	-0.2762759525914664	-0.03658182864217663
BCAS2	-0.5455687355402148	0.8106130141759484	1.3561817497161632
SRSF11	-0.16216770937629532	0.12414469623517266	0.286312405611468
CTH	-0.81079710483453	-0.061852634487056135	0.7489444703474739
OLFML3	-0.32389517104494825	-1.5225575949403392	-1.198662423895391
TNNI3K	1.697549074046683	1.7982218553789289	0.10067278133224583
PLEKHM2	-0.27031697783742026	-0.24868330106427272	0.021633676773147537
CRYZ	-0.9814152842065028	-1.3623458303188256	-0.3809305461123229
PHTF1	0.38355156477124874	0.3685955844080905	-0.014955980363158261
ZBTB17	0.1786906343588076	0.09356791572886902	-0.08512271862993859
TFAP2E	0.6013902649186957	1.5458169247425797	0.944426659823884
CD2	0.4699568102529251	-0.8964082663938577	-1.3663650766467828
TTF2	-0.7698406685917069	0.5146576202383284	1.2844982888300351
NR5A2	-3.0	0.0	3.0
KIF21B	-0.8638317136388074	-0.7619033648811371	0.10192834875767032
TMEM9	-0.023432055861165146	0.024902925920161856	0.048334981781327
ADPRHL2	-0.165179761136371	-0.33703040559652175	-0.17185064446015075
MAP7D1	-0.09101288163673715	-0.5160988443859889	-0.4250859627492517
WARS2	0.04425247597322268	-0.8342097074095313	-0.878462183382754
HAO2	-0.7175433680419299	-2.2824566319580697	-1.5649132639161398
OSCP1	0.30880941567687403	-0.6197311849904733	-0.9285406006673473
MRPS15	-0.07933824292294733	-0.46501640545658285	-0.3856781625336355
GNPAT	-0.25443844439209806	-0.3612476177656737	-0.10680917337357565
TSNAX	-0.24106928907808778	0.0981439158537144	0.3392132049318022
C1orf109	0.07025516160140755	-0.4058896677738989	-0.47614482937530644
RRAGC	-0.48301161776832413	-0.4175889625141882	0.06542265525413593
TBCE	-0.04704902453214044	-0.6131547234036401	-0.5661056988714996
NID1	-0.5400552030016427	-1.153888516260454	-0.6138333132588113
LGALS8	-0.5879322459907426	-0.2854152565715108	0.3025169894192318
NT5C1A	-0.5896994382157531	-0.5875274312046558	0.002172007011097321
HPCAL4	-0.2770674345056021	0.20825683856552113	0.48532427307112325
MTR	-0.6025874883209716	-0.08032014587338765	0.522267342447584
BMP8B	-1.0360989695087832	-1.3600169718523796	-0.32391800234359636
SIPA1L2	0.055236618813945926	-0.7440963756793807	-0.7993329944933266
ZP4	-3.0	0.0	3.0
RLF	-0.687301611106539	-0.2513315074775223	0.43597010362901667
KMO	-0.9143394686187518	-2.0856605313812486	-1.1713210627624968
KCNQ4	0.46163303425152	1.2376987516156883	0.7760657173641683
RIMS3	0.6651114394392823	-0.09062585710691096	-0.7557372965461933
AKT3	-0.1855477533558939	-0.4660624585530957	-0.2805147051972018
ETV3	0.02437539934411137	0.010616161161243198	-0.013759238182868172
ACADM	0.48890436509579904	0.6653206974856524	0.17641633238985333
ST6GALNAC5	-0.006895416294309925	-2.7743360448599637	-2.767440628565654
CD48	0.0014308972282719712	-2.5615494059875505	-2.5629803032158227
LPHN2	-1.0622693293078715	-1.2921148695837783	-0.22984554027590676
PADI2	-1.0772282137191038	-0.7964218272398071	0.2808063864792967
SDHB	-0.10272776613589962	-0.2513704548445471	-0.1486426887086475
MFAP2	-0.8483552975036658	-2.151644702496334	-1.3032894049926682
RPF1	-0.13307585572765135	-0.21187945588173152	-0.07880360015408017
KDM5B	-0.17035329922484266	0.06334376344245918	0.23369706266730184
UAP1	0.09868247580645584	0.08307780209647497	-0.015604673709980865
CTBS	0.08330050560599189	0.0519116882800007	-0.03138881732599119
RGS4	-0.6364539103311257	-1.045289970484834	-0.4088360601537082
KLHL12	-0.5600060271766875	-0.057603579574807884	0.5024024476018796
IGSF21	0.26719564271774987	-0.14086018411480872	-0.4080558268325586
SSX2IP	-0.2904410706247399	-0.22625298191473242	0.06418808871000747
ZNHIT6	-0.3681212914445854	-0.3811201020035774	-0.012998810558991991
RBBP5	-0.34672357230114403	-0.19185637345667172	0.1548671988444723
GBP3	-0.6699593511665505	0.09565196004013776	0.7656113112066882
GBP1	-0.810174023135264	0.09479809352382373	0.9049721166590877
KIF17	-0.3033202284405958	0.21162878855832035	0.5149490169989162
CDK18	0.30273550546918027	-0.05210205986119609	-0.35483756533037636
RAB29	-0.3040500446847795	-0.4987068141063532	-0.19465676942157373
CD160	-0.6969827413831076	-0.46402344167957343	0.23295929970353413
ECE1	-0.4933959481552167	-0.9011586018183683	-0.40776265366315156
HMGCL	-0.7244705367022978	-0.6598381293837453	0.06463240731855247
GALE	-0.1653847087906407	-0.6685373142083557	-0.503152605417715
ID3	-0.032576845659680664	-0.006607578427206606	0.025969267232474058
CR2	-0.004002421070007478	-0.8779249611839319	-0.8739225401139245
CD46	-1.0601238460800602	0.36995470345608805	1.430078549536148
PRPF3	-0.13880003257617246	0.49763141070193695	0.6364314432781094
APH1A	-0.18081566506525526	-0.3102971777589374	-0.12948151269368213
P3H1	-0.08450902756067036	-0.19777479284383426	-0.1132657652831639
SLC2A1	-0.3346617086276593	-0.3999300316771479	-0.0652683230494886
EBNA1BP2	0.1546944416418783	-0.14123038607928784	-0.29592482772116613
CDC20	-0.027974187405648165	-1.3920455493536004	-1.3640713619479523
MPL	1.4319641036475033	-0.13607179270499348	-1.5680358963524967
ARTN	-1.2817147775462918	0.4215409661447487	1.7032557436910407
IPO13	-0.1784985818864322	-0.3723642780602757	-0.19386569617384353
ATP6V0B	0.34555959967200045	0.29307485441400427	-0.05248474525799618
B4GALT2	0.14347517073593552	-0.10019539990715409	-0.2436705706430896
ERI3	0.5687993103184594	0.18307122885907745	-0.385728081459382
PTCH2	-0.022444648685050028	-1.1964683443802313	-1.1740236956951815
