	v_Hum-Chimp	v_Hum-Rhesus_Monkey	v_Rhesus_Monkey_Chimp
MAST3	-0.4026661933538662	-0.545650190726235	0.14298399737236878
MZF1	0.4528507596540958	0.746929943065914	-0.29407918341181816
OCEL1	-1.1443976970548473	-0.36059402362915893	-0.7838036734256884
MYO9B	0.04763878100261376	0.5724119439592643	-0.5247731629566506
KCNK6	-1.946650719940655	-1.300233874839828	-0.646416845100827
CATSPERG	0.4343297817659152	-0.9897097810103559	1.424039562776271
PSMD8	-0.10424213993260345	0.5744372139700662	-0.6786793539026696
FBXL19	0.16774724244699524	-0.0012833369240974335	0.16903057937109267
STX1B	-1.0223240997263154	-1.5625360590012018	0.5402119592748864
HSD3B7	-0.4573411920963504	-1.5206711124197438	1.0633299203233935
SETD1A	-0.7188347571632638	-0.7636155526859927	0.044780795522728845
BCL7C	0.6852342876290152	0.6875952069128264	-0.0023609192838112136
EFNA2	1.1369157942221924	0.13097895034367157	1.0059368438785208
CIRBP	0.7860557360569107	0.6840805975858277	0.10197513847108297
ATP5D	0.1582306773057205	0.2027307891069441	-0.044500111801223596
C19orf26	0.4063828781944796	-0.8682775344808711	1.2746604126753507
IGFALS	-0.376538529269161	1.2579539955635477	-1.6344925248327087
HNRNPM	-0.291723198907353	-0.6386442384203272	0.34692103951297426
MARCH2	0.6699133423332828	0.8667216007472582	-0.19680825841397542
NDUFB7	0.4109920041044983	0.21552961173280138	0.19546239237169694
TECR	11.77021237791415	-0.4543104099183779	12.224522787832528
TIMM13	0.4974083087452543	0.8184040281197706	-0.3209957193745163
CDC34	-0.1155363797240323	0.42107290655420115	-0.5366092862782335
MTAP	-0.2405382082765941	0.3607344141695128	-0.6012726224461069
MISP	-1.225428801501549	-1.5955218956815609	0.3700930941800118
CEP170B	-0.17684220395800931	-0.16024548727441434	-0.01659671668359497
POLR2E	-0.13250048923649693	0.8109738318453932	-0.9434743210818901
POLRMT	0.99433012363306	-0.3038685829797281	1.298198706612788
HCN2	0.7778945285302221	1.01747754805349	-0.239583019523268
CDHR5	0.4812618849627418	0.7758336411069106	-0.29457175614416875
IZUMO4	0.10616578285793654	3.3929736164530713	-3.2868078335951347
RASSF7	-0.698377006683315	-0.5117534623363955	-0.18662354434691952
GADD45B	-0.4094038180367052	1.3264882068768538	-1.735892024913559
PALM	0.21309438604891717	-0.03904052211434461	0.2521349081632618
MADCAM1	-0.10281124926884999	5.86179553236062	-5.96460678162947
MKNK2	-0.08088153055827618	0.08902100419015824	-0.16990253474843442
ARVCF	0.015191601439506819	-0.6052258004993929	0.6204174019388997
TRMT2A	0.10876481455275577	0.47302105909342007	-0.3642562445406643
RANBP1	0.9377450963019465	0.24833494933690758	0.6894101469650389
ZDHHC8	-0.001658234681722881	-0.71812327404347	0.7164650393617471
KLHL22	-0.26104009295795105	-0.5093472050219043	0.24830711206395328
MED15	-0.48042780820404385	-0.18439763563780875	-0.2960301725662351
SERPIND1	-2.5738021876257235	-4.330738424504856	1.7569362368791333
SNAP29	0.2941305623807402	0.23612355102888305	0.05800701135185715
CRKL	-0.45822431289046683	-0.5853285545320484	0.12710424164158152
LZTR1	-0.7811629111094449	-0.2209350016739018	-0.5602279094355431
CECR2	-0.5979380212936443	0.010252091900130544	-0.6081901131937748
P2RX6	0.05635220620519554	0.6473564057022236	-0.5910041994970281
SLC7A4	0.18806360461870275	-1.510939826456751	1.6990034310754538
BCL2L13	-0.4155588004254023	-1.1101778207381479	0.6946190203127456
DDT	-2.8693877424790166	13.154499056779951	-16.023886799258968
OSM	-4.579411485460039	-4.204075489292935	-0.37533599616710345
TBC1D10A	-0.29924169507192655	-0.7027583406526157	0.4035166455806891
SUSD2	1.8527893968317133	1.5208848601691325	0.3319045366625808
SF3A1	-0.6638187686661485	-0.8038819655451173	0.14006319687896873
GGT5	2.1093071539779924	4.2337812625567866	-2.124474108578794
RNF215	-0.15999844381384332	-0.25750080276879395	0.09750235895495063
SEC14L2	0.4672539699672553	1.1085165464720559	-0.6412625765048006
SEC14L3	0.0	0.0	0.0
SPECC1L	-0.401847616585866	-0.6301627664380236	0.22831514985215762
PPIL2	-1.337461502691518	-0.6424439235418582	-0.6950175791496598
UPB1	1.506514674022808	3.4585860545658447	-1.952071380543037
YPEL1	-1.274462184305997	-1.2522822349915863	-0.022179949314410585
SNRPD3	-0.4403788835651543	0.014232207629645721	-0.45461109119480003
PES1	-0.39682076158323376	-0.0670750332485337	-0.32974572833470006
MAPK1	-1.0537294823603585	-0.8364960316104053	-0.21723345074995315
GGT1	1.183363700616578	0.5934500822198596	0.5899136183967184
PPM1F	-0.33066160287681257	-0.8344839029961015	0.503822300119289
SLC35E4	-0.31829470912835856	-0.8493098783056432	0.5310151691772846
TOP3B	-0.30321889169998695	-0.7806106342575916	0.47739174255760464
CRYBB3	-1.9692894262014717	-2.136580943888749	0.16729151768727746
CYTH4	-0.7411634390726924	0.7782864066154375	-1.51944984568813
DGCR14	0.3494394600045103	0.5630181395488609	-0.2135786795443506
MFNG	-0.9940660194523678	-0.5595346905314882	-0.43453132892087964
CARD10	-0.17742806469254102	-0.05896230884679232	-0.1184657558457487
SLC25A1	0.4604382655098993	0.40138624832017733	0.05905201718972197
ADRBK2	-1.2158698160936865	-1.3165059720625276	0.10063615596884112
PLA2G3	1.1712670326645838	0.3490842186511089	0.8221828140134749
LGALS2	-2.933675276148156	3.7244283575472625	-6.6581036336954185
GGA1	0.1372015531554478	0.7451131524609913	-0.6079115993055435
HIRA	-0.1882486097894267	-0.08006344531014875	-0.10818516447927795
SH3BP1	-0.0858728043704291	-0.06541090753089396	-0.020461896839535143
SEZ6L	-0.8095577461539714	-1.552886948683562	0.7433292025295906
LGALS1	1.2085467712175966	2.7797247096655466	-1.57117793844795
HPS4	-0.8267663380420016	-0.35185321019264837	-0.47491312784935324
PIK3IP1	0.023061541770085903	-0.14180423456954472	0.16486577633963062
SRRD	0.6477860407303044	0.4086225357032456	0.23916350502705885
PATZ1	-0.13844656019218693	-0.36898023210509834	0.2305336719129114
TRIOBP	0.052175357686783386	0.7591930023125819	-0.7070176446257985
TFIP11	0.12653433598466535	-0.5318229919637858	0.6583573279484511
GCAT	0.8242002997372326	1.5457578444691702	-0.7215575447319376
CRYBB1	1.2315008031377652	2.2251113695102136	-0.9936105663724484
ANKRD54	0.394662322489153	0.4794443271944653	-0.08478200470531227
EIF3L	0.4888129929121501	0.8070140840946634	-0.3182010911825133
NHP2L1	-0.5931116106002801	-0.4377028393284519	-0.15540877127182817
MICALL1	0.2742703731384557	0.5810901017943246	-0.30681972865586893
POLR2F	-0.043304904464409155	-0.08214335166066622	0.038838447196257064
SOX10	0.33271332273372956	0.9593698045678618	-0.6266564818341323
CCDC134	-0.10781708183668304	-0.4464386492349228	0.3386215673982398
DEPDC5	0.07666673575897054	-0.7510036979506323	0.8276704337096028
PICK1	-0.44324865088747334	0.6737156081195943	-1.1169642590070676
TTC28	-0.23927411015715538	-0.5384970686328896	0.2992229584757342
SLC16A8	-0.8583536745784004	2.785328849363026	-3.6436825239414263
CENPM	0.36258336674468816	-5.459632616208933	5.8222159829536215
SEPT3	-0.8514060138458373	-0.13403634706473078	-0.7173696667811065
SLC5A1	1.3307094496555527	-0.16842633983695987	1.4991357894925126
SLC5A4	1.9434970024269773	1.4003833780123096	0.5431136244146677
KDELR3	-1.3519644950423275	-0.7579266939275875	-0.59403780111474
CYP2D6	0.46070994471434457	-2.590432219184639	3.0511421638989837
DDX17	-0.3022393803687855	-0.7883555888062794	0.4861162084374939
DMC1	0.43787314484291573	3.6817605225211287	-3.2438873776782127
TCF20	-0.25621509088935746	-0.5256045216895595	0.26938943080020206
HSCB	1.1318763785885393	-0.35906298713957074	1.49093936572811
CBY1	-0.03714026505341117	6.573327394934903	-6.6104676599883145
TOMM22	-0.04229198367499443	0.2959367489769962	-0.3382287326519906
RSPH14	-1.9061789498525483	-0.4391231093605139	-1.4670558404920344
XBP1	-0.2603409221269528	-1.36055938949628	1.1002184673693272
RTCB	-0.07117907782219746	-0.1334030078258559	0.062223930003658445
JOSD1	-0.35284997833284315	-0.7369925330765899	0.3841425547437467
FBXO7	0.4075817878712753	1.01885514295091	-0.6112733550796348
GTPBP1	-0.4708553811820311	-0.5150063790716661	0.04415099788963506
POLDIP3	-0.5609402344862326	-0.6079669705714705	0.047026736085237886
RAB36	-1.4447476567195618	-1.3488750588055112	-0.09587259791405067
TIMP3	0.06145642374587812	-0.19064796712516685	0.25210439087104497
PPP6R2	0.07076130065576525	-0.5757775621294359	0.6465388627852011
SBF1	-0.17512107911271624	0.1182988615749716	-0.29341994068768784
SUN2	-0.4998992698623077	0.7962522091151758	-1.2961514789774835
CYB5R3	0.10201856476602877	0.8073638691669709	-0.7053453044009421
DNAL4	0.12991702053062948	0.2802367325329671	-0.15031971200233762
MIOX	-1.5276649540957454	-0.5449173824747487	-0.9827475716209966
LMF2	-0.6217588904188007	0.30087630433745005	-0.9226351947562508
RHBDD3	0.642790554490281	-0.18204565873120515	0.8248362132214861
PACSIN2	-0.22167470856757276	-0.19692578980647557	-0.024748918761097194
TTLL1	-0.00661289530949194	-0.5073926071679082	0.5007797118584163
RASL10A	0.2686579796488564	0.4481683694450176	-0.17951038979616118
AP1B1	-0.21798315661047418	-0.3144145373839837	0.09643138077350955
HMGXB4	-0.21065417413697762	-0.20215083935172373	-0.008503334785253891
TOM1	-0.6797506182055146	-0.28180975281553966	-0.397940865389975
NEFH	-0.1386673922751882	0.16239958827475576	-0.30106698054994396
CHKB	0.48259772798601386	0.6551695920258931	-0.17257186403987923
BIK	0.0	0.0	0.0
HMOX1	-0.69192277299633	0.6656745615278639	-1.3575973345241938
MCAT	-0.6402638630102251	-0.26445227478673683	-0.37581158822348826
THOC5	-0.7958654839566455	-0.7979471933806703	0.002081709424024858
MCM5	0.35040056960164545	2.2647482951320796	-1.914347725530434
APOBEC3H	0.7332235030219495	1.8382698409683949	-1.1050463379464455
ARSA	0.41468477263898773	0.3693691155726535	0.045315657066334225
TSPO	-0.41707291256061385	0.6645540106213428	-1.0816269231819566
RASD2	-0.46987796822631367	-0.12553649673441036	-0.3443414714919033
TTLL12	-0.29254387280224137	-0.09125891957648236	-0.201284953225759
CBX7	-0.526377765914714	-0.5627919361159277	0.036414170201213736
PDGFB	-0.2720845411250421	-0.5561161249122248	0.28403158378718274
ACR	1.8652325443697402	4.697994313275418	-2.8327617689056774
CABP7	-1.8526343129609404	-0.7219050242726941	-1.1307292886882463
RPL3	2.703796764148926	2.772264915966643	-0.06846815181771682
ZMAT5	0.27440751066685465	1.1482256791469325	-0.8738181684800779
RBFOX2	-0.7845317295510954	-1.5839567417459675	0.799425012194872
SYNGR1	-0.4720974800930744	-1.2210116862400398	0.7489142061469654
TAB1	-0.008901941997744522	-0.041683148807394765	0.03278120680965024
ASCC2	0.3379725360699979	0.40096651900452684	-0.06299398293452896
MTMR3	-0.12116454158865508	-0.5027705587708242	0.38160601718216913
MIEF1	-0.397305699080964	-1.0620370747130492	0.6647313756320852
PNPLA5	-1.0214147556737383	1.2216765605588842	-2.2430913162326225
PNPLA3	-1.7865485966251216	-2.807408078316601	1.0208594816914793
MYH9	0.14042444976388424	0.13165974111620393	0.008764708647680308
CACNA1I	-0.9813797601638283	-1.3930277778623417	0.41164801769851334
SAMM50	-0.46051441472029353	-0.4669630089851564	0.0064485942648628836
TXN2	3.8648113422904107	3.364728927858291	0.5000824144321196
FOXRED2	0.23477672563071383	0.7902325403727115	-0.5554558147419977
GRAP2	0.7383097056839266	-2.000480150003915	2.738789855687842
EIF3D	-0.3921624659868739	-0.27466050515631935	-0.11750196083055453
TNRC6B	-0.384221377249657	-0.8832387330117797	0.4990173557621227
SGSM3	-0.14436492265492973	-0.38473012888288416	0.24036520622795443
IFT27	1.003490226884609	0.3171171577186698	0.6863730691659393
PVALB	0.8304812648745745	0.12706551389688236	0.7034157509776922
KIAA0930	-0.12088404701601974	-0.009562774452293255	-0.11132127256372648
NCF4	-0.21967582737394453	1.6135461114544967	-1.8332219388284412
CSF2RB	-2.45338316684884	0.25783849573427775	-2.7112216625831183
SLC25A17	-0.18899302572763954	-0.17314715759109767	-0.015845868136541874
UPK3A	-0.059466156336130505	1.8546008003169092	-1.9140669566530397
FAM118A	0.7743759172261555	1.083496591498566	-0.3091206742724104
KCTD17	-0.15555806188807075	0.31890238006322846	-0.4744604419512992
ST13	-0.272993096651585	-0.2780673395264266	0.005074242874841595
IL2RB	1.0423647612458036	3.3447764302920002	-2.3024116690461964
RBX1	0.3750930942315165	-0.920620066454739	1.2957131606862555
EP300	-0.5147295090879469	-0.7456952931240375	0.23096578403609058
L3MBTL2	-0.09458457499381723	-0.4645560053592366	0.36997143036541935
CHADL	1.8952860887525835	1.7486762402018323	0.1466098485507512
RANGAP1	0.14935050935559335	0.17536717565858329	-0.026016666302989933
ZC3H7B	-0.4472214965319159	-0.44277137306506464	-0.004450123466851252
PHF5A	1.5004740454026164	0.5307255058634679	0.9697485395391485
ACO2	0.06495939856147359	-0.2875724634262653	0.3525318619877389
POLR3H	0.6111912278688498	-0.18500848531592595	0.7961997131847758
TRMU	-0.06524009903810146	0.028958641325426804	-0.09419874036352827
PMM1	-0.12592918459920188	-0.42674142979571883	0.30081224519651695
DESI1	-0.22767061198254357	0.28281746011191533	-0.5104880720944589
CERK	-0.4616770960619725	-0.8815855914581947	0.4199084953962222
BRD1	-0.1274727023862292	-0.6802593023420798	0.5527865999558506
MLC1	0.865780858825465	0.7675897518007506	0.09819110702471434
HDAC10	0.24038268381137406	-0.00035470954602523364	0.2407373933573993
KCNK10	-0.07403346170676928	-0.6084439044867946	0.5344104427800254
ABHD4	-0.036668739546001916	-0.8686319276652128	0.8319631881192109
KHNYN	-0.6983891735806287	-0.6799016359298191	-0.01848753765080957
FKBP3	-0.45172194146696754	-0.048245126143228845	-0.4034768153237387
SDR39U1	0.12543416993803636	-0.07958835829847555	0.2050225282365119
CTSG	3.787883308919265	3.2120555190735125	0.5758277898457524
GZMH	1.4255906298554955	2.991613467236944	-1.5660228373814484
GZMB	-1.5908125025049846	-0.5471887785727579	-1.0436237239322268
PRMT5	-0.5372521653838573	-0.312492844833014	-0.22475932055084336
COCH	0.789320861748017	-2.6474544451531887	3.4367753069012057
AP4S1	-0.4012130015622519	0.3564257266478208	-0.7576387282100727
POLE2	-0.7219066077604842	-0.4956653842878168	-0.2262412234726674
VCPKMT	0.3323505209470712	0.11258578660133178	0.2197647343457394
SOS2	0.23668152631772976	0.21793878301330682	0.018742743304422937
CDKL1	-0.7347374923197565	-1.644739001306096	0.9100015089863396
NIN	-0.7741590760644792	-0.9889856624356206	0.21482658637114138
PYGL	-1.2760142892353885	0.6759090739299776	-1.951923363165366
TRIM9	-0.368367330243661	-0.6085392159261644	0.24017188568250347
PSMC6	-0.171988499366166	0.8866333911376065	-1.0586218905037725
GNPNAT1	-0.9664516906089275	-1.5074999146319357	0.5410482240230081
DDHD1	-0.4381008484750044	-0.7023362598536007	0.2642354113785963
CDKN3	-0.5355538678673928	0.7197633292773968	-1.2553171971447896
CNIH1	-0.2286419645933293	-0.22434036606361651	-0.004301598529712791
CGRRF1	-0.005997335108359536	0.1596444462043447	-0.16564178131270424
ATP6V1D	-0.38251142425998186	-0.2846794341820127	-0.09783199007796917
C14orf105	-4.507382382718855	-2.413851296770221	-2.0935310859486336
PLEK2	-1.540553710778187	0.8341229544721813	-2.3746766652503686
PIGH	-0.8737606159739162	0.6900609432361859	-1.5638215592101021
LRRC74A	-1.678845643369164	-2.196311697799428	0.517466054430264
PSMA3	-0.1018110994418091	0.4480589016805938	-0.5498700011224029
VTI1B	0.0642307844982728	0.23420284234245514	-0.16997205784418234
TIMM9	-0.34305473520364504	6.252077517816493	-6.595132253020138
GSTZ1	0.5245401987358957	-0.4018410634245866	0.9263812621604823
KIAA0586	0.0324945173811253	0.4903501882152357	-0.4578556708341104
TMED8	-0.21909049181878348	-0.5640083500095674	0.3449178581907839
SAMD15	-0.09277743820087814	2.3303786500115447	-2.423156088212423
AHSA1	-0.2639836111700813	0.07294873705728655	-0.33693234822736784
DAAM1	-0.7663130916630774	-0.9983656911128316	0.2320525994497542
ISM2	-1.1444132671739422	1.5643980625977978	-2.70881132977174
SPTLC2	0.4813654341527762	0.7156643085288437	-0.23429887437606745
RIN3	0.6869391640342517	2.2713501396022533	-1.5844109755680018
LGMN	-1.04066859953517	-0.9476447409769007	-0.09302385855826945
ALKBH1	-0.6497829663545147	-0.07567729482320384	-0.5741056715313109
SNW1	-0.31542632565836115	-0.037319052417665866	-0.2781072732406953
CHGA	-0.5316055532084807	0.7185810883960766	-1.2501866416045573
ITPK1	0.259679312401893	0.6141433654532218	-0.3544640530513288
DHRS7	0.1910219065069203	0.5951255731640517	-0.4041036666571314
PPM1A	-0.6831070749422645	-0.9865218342414908	0.30341475929922623
SIX4	-0.756281496555693	-1.4512457691442826	0.6949642725885896
GALNT16	-0.4513716394774532	-0.31997419518695214	-0.13139744429050104
ASB2	-3.1070315072917847	-1.9777384937794702	-1.1292930135123145
CEP128	-0.11092114779881856	0.7429659668308176	-0.8538871146296362
ERH	-0.08378578412744098	0.8575137560276218	-0.9412995401550628
HIF1A	0.14884862867103354	-0.39132646064989274	0.5401750893209263
SUSD6	-0.5768597495596124	-0.714425263889578	0.13756551432996567
SRSF5	0.09489814447124445	0.33644850322840547	-0.24155035875716102
SLC10A1	-1.0388946403424801	-2.8837172140518015	1.8448225737093211
EIF5	-0.34926740340960905	-0.42377548412289023	0.07450808071328119
SERPINA4	0.0	0.0	0.0
SLC8A3	-0.7086955067032692	-0.9561989708493455	0.24750346414607627
DICER1	-0.517357458976778	-0.18657430951050813	-0.33078314946626985
ZFYVE21	0.3027016198242194	0.8013086099058491	-0.4986069900816297
MTHFD1	-0.25134270370724465	-0.15109696119350335	-0.1002457425137413
TCL1A	0.0	0.0	0.0
ZC3H14	-0.044090479074293754	-0.43736458982921533	0.3932741107549216
TELO2	0.5456407517226829	0.04166797296926017	0.5039727787534227
PCNX	-0.33835778988922893	-0.4784667617671623	0.14010897187793336
GSKIP	-0.3158846067051577	-1.3264062618900994	1.0105216551849416
VRK1	-0.4610989615914507	0.06751011375243898	-0.5286090753438897
PSMC1	-3.8713806841879608	-0.15911680070704737	-3.7122638834809134
PAPLN	0.9359648516775816	-2.3764096140248796	3.312374465702461
RPS6KA5	-0.24341357869856406	0.10360448170035497	-0.347018060398919
SMEK1	1.9890196360009451	-0.44767489705332597	2.436694533054271
C14orf93	0.9256436439106563	1.5472503813717564	-0.6216067374611001
PSMB5	-0.1020827897719947	0.1455340743343072	-0.2476168641063019
YY1	-0.19822838081408012	-0.4125917783606523	0.2143633975465722
ACIN1	-0.1486208326216394	-0.37383402757167694	0.22521319495003755
CCNB1IP1	0.7032495164509411	2.9185033018085482	-2.215253785357607
TRIP11	-0.7244760894359565	-0.7369142056382527	0.012438116202296179
APEX1	0.339859249003851	0.39480832057090254	-0.05494907156705153
PABPN1	0.2812029794697146	0.44322291212221643	-0.1620199326525018
EFS	0.7173762245509145	1.196087069873931	-0.47871084532301644
ARHGAP5	-0.050450453129831985	-0.12012362249424768	0.0696731693644157
CINP	-0.31309115970749524	-0.34270190353259977	0.029610743825104535
DHRS2	-4.506895978839367	0.0	-4.506895978839367
SRP54	-0.11732910579595845	0.18298507856653945	-0.3003141843624979
CPNE6	-0.16888551914039596	-0.7374063203879704	0.5685208012475744
CHD8	-0.16228045493127485	-0.4730526170635905	0.3107721621323156
PCK2	0.02802283048959664	0.14326156112755584	-0.1152387306379592
KIAA0391	0.3251006408042203	1.2847107981703152	-0.9596101573660949
DCAF11	-0.42549599316299336	0.08170488931344444	-0.5072008824764378
PSMA6	0.11979734818931576	1.9017089842169765	-1.7819116360276608
NFKBIA	-0.052127753040999814	0.44296043460332424	-0.49508818764432405
EMC9	-0.53061772760657	-0.12631644750905657	-0.4043012800975134
PSME2	-1.7800852075961027	-0.21270631456007072	-1.567378893036032
BRMS1L	-0.5062590106055334	-0.5526059177871581	0.04634690718162471
REC8	-0.35731596129379195	6.151461647654177	-6.508777608947968
TM9SF1	-0.21876804297493102	-0.2737419419539888	0.0549738989790578
SEC23A	-0.6548381786432538	-0.6005057352776131	-0.05433244336564069
GMPR2	-0.6178796119311762	-0.29989353150246956	-0.3179860804287067
PNN	0.025917049200541165	0.23081848364091595	-0.20490143444037479
RABGGTA	0.19411065781108583	-0.10061303345155093	0.29472369126263676
NFATC4	0.39429472621594464	1.7984987728752904	-1.4042040466593457
PLTP	-0.5780289646050552	0.16004464852930855	-0.7380736131343637
PCIF1	-0.2316098561372799	-0.20163650844451375	-0.02997334769276616
GSS	0.3670925683548578	0.6337445269619932	-0.2666519586071354
MMP9	0.5950479933173205	2.13455763912354	-1.5395096458062192
VSX1	1.6769249899556584	1.5554640615390611	0.12146092841659728
TRPC4AP	-0.38354886120511456	4.1325927763704104	-4.516141637575526
PYGB	-0.715402937215992	-0.8634708269765659	0.14806788976057383
ABHD12	-0.22773668760392063	-0.15866457145411772	-0.06907211614980291
PROCR	-0.46427234691273656	1.3281230256382575	-1.792395372550994
GINS1	-1.878473180206698	-4.839566640156214	2.9610934599495153
NINL	1.1622080996430095	2.1114439406544196	-0.9492358410114103
CD40	0.5209076044286693	0.23298234323276423	0.2879252611959051
UQCC1	-0.6046081055846937	-0.8435357985850445	0.23892769300035077
ZMYND8	-0.8554883125032351	-1.1610617542316461	0.30557344172841105
SGK2	1.1570127688830092	2.1352697542987307	-0.9782569854157215
IFT52	0.08568634096096073	0.3804420484849462	-0.2947557075239855
MYBL2	2.646372746808916	1.8980002537289886	0.7483724930799274
R3HDML	0.0	0.0	0.0
HNF4A	0.07886420661910765	1.350039849685727	-1.2711756430666195
NDRG3	-0.6892984062685068	-0.33111491848324714	-0.35818348778525966
SLA2	1.4691941312019725	1.366266286537558	0.10292784466441429
C20orf24	-0.0808920991214288	0.08376677039395997	-0.16465886951538877
NFATC2	-0.08866580819504066	-0.10631089182702369	0.017645083631983027
RIMS4	-0.5537197840975612	-1.2474347155037648	0.6937149314062037
PABPC1L	1.0152269169702874	1.2741275882985408	-0.25890067132825334
STK4	-0.8273972125919453	-0.9419927107048638	0.11459549811291847
SALL4	1.5112654236522296	-0.9031986156086815	2.414464039260911
ADNP	-0.17229712511463102	-0.8077115261670977	0.6354144010524667
PFDN4	0.08942846034703322	0.048517981764177875	0.04091047858285535
DOK5	-0.24934962586282694	-0.7479520581002594	0.4986024322374325
CSTF1	-0.21995487495018473	-0.07966737955972025	-0.14028749539046448
BMP7	0.5227940591002467	0.3570273994795192	0.16576665962072745
RAE1	-0.5824551511338534	-0.16379349646036534	-0.41866165467348804
TPD52L2	0.015784464796207764	0.7086180885125435	-0.6928336237163357
DNAJC5	-0.6857953696606494	-1.1657993614310183	0.4800039917703689
NELFCD	-0.01847383305425243	0.6143105314782558	-0.6327843645325082
CTSZ	-0.610704961546582	2.378028363688629	-2.988733325235211
PRPF6	-0.2690934823905531	-0.2034419932696574	-0.06565148912089569
TUBB1	2.2631592064299295	-0.10725510965210622	2.3704143160820355
SLMO2	-0.25232223291505296	0.7726593829848385	-1.0249816158998915
HRH3	-0.5097571727233161	-0.22476427344534589	-0.2849928992779702
MTG2	-0.4239618799451659	-0.8896455436538915	0.4656836637087256
PSMA7	-0.545570201801306	0.13068079556175682	-0.6762509973630628
SLCO4A1	-1.2643757371506075	-0.052234155489041534	-1.212141581661566
NTSR1	0.07835068576508597	11.780807667770045	-11.702456982004959
MRGBP	0.47120527425488934	0.4333864946313257	0.037818779623563614
TCFL5	0.680762996834968	2.2579245425580563	-1.5771615457230883
DIDO1	-0.33003612320896103	-0.602222915662578	0.272186792453617
GID8	-1.1464147715112194	-0.42260250211127115	-0.7238122693999482
SLC17A9	-0.9762163029289754	1.0118974347168996	-1.988113737645875
BIRC7	2.4944582804272497	-4.119554828940396	6.6140131093676455
NKAIN4	2.1869949832580047	1.9010420323428319	0.2859529509151728
ARFGAP1	-0.11983519916016849	-0.16687954192410182	0.04704434276393332
AVP	-2.5047423581304904	-3.4369786790131207	0.9322363208826303
COL20A1	-0.26987299143698307	1.5587890925040084	-1.8286620839409915
CHRNA4	-0.3587481763622966	1.4145374398964048	-1.7732856162587014
EEF1A2	-0.46296542564679477	-0.6705187590665105	0.2075533334197157
PTK6	2.658483483040208	5.2276140182152195	-2.5691305351750113
GMEB2	-0.7584213311144614	-1.5199075516550247	0.7614862205405633
C20orf27	-0.1549528291469109	0.11703349134390528	-0.27198632049081617
SPEF1	0.7663566973149973	1.410864106852309	-0.6445074095373116
CDC25B	-0.4574603612176711	0.6417820617926138	-1.0992424230102849
ISM1	0.8956255911715751	0.08256482646769214	0.813060764703883
RNF24	0.0316389540230384	-0.8899232000527952	0.9215621540758336
ARFRP1	0.05405308666370523	-0.397552652349324	0.45160573901302925
NDUFAF5	0.34023584642316784	0.002507512269905199	0.33772833415326264
SEL1L2	0.37488644889451406	2.290290705570679	-1.9154042566761647
TRIB3	1.4608068161815915	4.288388500972897	-2.8275816847913053
RASSF2	0.758473529860014	2.5386356107389405	-1.7801620808789265
CSNK2A1	0.0004413606749906762	-1.0835548693888146	1.0839962300638053
SLC52A3	-0.10160031050221718	4.251023716571683	-4.3526240270739
ANGPT4	-0.6316706736987121	1.2659432242026682	-1.8976138979013804
RSPO4	-1.6737715618001543	5.659684374579941	-7.333455936380094
CDS2	-0.07540812189188983	-0.6439559463480871	0.5685478244561972
PROKR2	-0.576833835263543	-0.929849986884889	0.3530161516213459
HM13	-0.28811184175728766	0.1864287716330848	-0.47454061339037246
SNPH	-0.5157495637356204	-0.873892957466496	0.35814339373087556
MYLK2	1.7513776498921905	2.0172409855740874	-0.26586333568189685
SIRPB1	-8.371550295858729	0.0	-8.371550295858729
SEC23B	0.06409910185276058	0.25024864561469773	-0.18614954376193715
FERMT1	0.8408303821951617	1.2696287331988427	-0.428798351003681
HAO1	0.0	-2.6088029357981712	2.6088029357981712
PDYN	-1.618538767209479	-1.8762497888669634	0.2577110216574843
CCM2L	0.7228211385019323	-0.06421899582093271	0.787040134322865
PLCB4	-0.6371351865318085	-0.9792248770752874	0.34208969054347893
MYL9	0.2755260370124022	1.006893865977788	-0.7313678289653858
HCK	-1.7767350558933899	0.8591053839017566	-2.6358404397951465
TM9SF4	-0.7577167006965508	-0.8357828705059989	0.07806616980944803
TLDC2	-2.430882926334209	0.0	-2.430882926334209
CRNKL1	0.5309484409016498	-0.4274015711729895	0.9583500120746393
POFUT1	-0.21673284661294678	-1.5723817102096755	1.3556488635967288
SAMHD1	0.8480776788504674	-0.33818321083245806	1.1862608896829254
PAK7	-0.75285793657123	-1.065235010057905	0.3123770734866751
KIF3B	-0.17925172828414837	-0.8555484633107868	0.6762967350266385
MROH8	-0.20649217801757525	0.18459231233281637	-0.3910844903503916
NOP56	-0.37266295614548817	-0.5848834924707784	0.21222053632529025
MANBAL	0.5618091559543483	1.0679020917793416	-0.5060929358249933
IDH3B	-0.2694168205755654	-0.17626446632289205	-0.09315235425267332
MAPRE1	0.27122500721549514	0.3632493889866648	-0.09202438177116967
JAG1	-0.3273681153447736	0.0395032701230873	-0.3668713854678609
CDK5RAP1	-1.0605273355733775	-1.0182537862578522	-0.042273549315525294
SNTA1	1.103370881756387	1.0638670600547009	0.03950382170168609
OXT	0.3839274328085988	1.1308113555733639	-0.746883922764765
TTI1	-0.08696762553390691	-0.14697071362611336	0.06000308809220645
E2F1	0.02688160193520517	1.1304721967994724	-1.1035905948642672
RPRD1B	-0.4357118773451978	-0.16750766468579847	-0.2682042126593993
PXMP4	-0.42695219460651934	-1.0337086983532142	0.6067565037466949
