	p_Hum-Chimp	p_Hum-Rhesus_Monkey	p_Rhesus_Monkey_Chimp
MINPP1	-0.20738735233704553	0.033298729006592254	-0.24068608134363778
ACTA2	1.759631916597871	1.7955911579640942	-0.03595924136622308
LIPA	0.03338675053765083	1.007145676249376	-0.9737589257117252
TLX1	0.0	0.0	0.0
C10orf2	-0.5825661947131664	-1.013245263569301	0.4306790688561346
LZTS2	-0.09285709187220625	-0.49051686218532353	0.3976597703131173
SFXN3	-0.6214485111621055	-0.054018280046777	-0.5674302311153285
KAZALD1	2.615992025064404	0.6492581742282484	1.9667338508361558
FBXW4	0.053984433985634794	0.459155707440817	-0.4051712734551822
FGF8	1.7393557538663806	7.097919049870081	-5.3585632960037
NPM3	-0.29012850169928317	0.14436187662494415	-0.4344903783242273
TNKS2	-0.216203159019134	0.4624104440778769	-0.6786136030970109
PITX3	0.0	-3.749505663766553	3.749505663766553
GBF1	-0.008999747651298406	0.27629329649976775	-0.28529304415106616
ARHGAP21	-0.4650361474754581	0.143867468398577	-0.6089036158740351
CPEB3	-0.19080072696316552	0.18086246635725622	-0.37166319332042175
FBXL15	0.13428794174874348	-0.0115902357930322	0.14587817754177568
CUEDC2	0.047864329311400056	-0.23724886564479952	0.2851131949561996
SUFU	-0.0859216284391362	-0.6043915468242145	0.5184699183850783
ANKRD26	0.14349328604718448	0.15260657817797352	-0.009113292130789041
ACBD5	-0.09897449746723908	0.2752034256937179	-0.374177923160957
LHPP	-0.5118436717822545	-0.07084257095892266	-0.4410011008233319
LARP4B	-0.38778262008209463	-0.06731456353828413	-0.3204680565438105
GTPBP4	0.16508675977218168	0.7751566108544319	-0.6100698510822502
EDRF1	-0.33961534710847463	0.4381104516602994	-0.777725798768774
BCCIP	0.02620898014404638	-0.9052396975646229	0.9314486777086692
MTPAP	0.30896592749520124	-1.0827567563176341	1.3917226838128354
NEURL1	0.225540168441011	-0.25778070308791	0.483320871528921
SH3PXD2A	-0.04928870586251488	-0.22981223896095493	0.18052353309844005
PITRM1	0.4712156673159855	1.5487011237326325	-1.077485456416647
OBFC1	0.21878923561078079	0.5382774680986238	-0.31948823248784297
MAP3K8	0.263303105864904	2.969759950466277	-2.706456844601373
DKK1	-0.09172299618551216	-0.07518679993806154	-0.01653619624745062
EBF3	1.6332913394893764	0.6669943816570058	0.9662969578323706
GLRX3	-0.04396488755972783	0.4135406395560022	-0.45750552711573
SORCS1	-0.779319306524977	-0.16083838085448043	-0.6184809256704966
FAM208B	-0.22165893381248836	-0.09843263357056031	-0.12322630024192804
XPNPEP1	-0.3855839309715057	-0.02408912789306683	-0.36149480307843884
SMC3	-0.27290816516349636	-0.276634426092901	0.0037262609294046456
SHOC2	-0.159812704721622	-0.21767730393573093	0.057864599214108914
TFAM	-0.09983711864985434	-0.3450949170548627	0.2452577984050084
CCDC6	-0.6247944170882525	0.004567247822446774	-0.6293616649106992
CUL2	-0.1383675880809454	0.5409313737764982	-0.6792989618574437
CCNY	0.1777105807320698	0.579719100652718	-0.40200851992064823
UBE2S	0.7959431216644548	-1.0176026480041527	1.8135457696686075
RPL28	2.256755428321533	1.0879067370332915	1.1688486912882414
ZMIZ1	-0.30372432863339327	-0.10701651860662498	-0.1967078100267683
DNAJC12	0.9229640633172078	4.5651914282326365	-3.6422273649154286
PPIF	0.07134982798053535	1.268804162474864	-1.1974543344943287
PBLD	-2.901867785653549	-1.8877144430117414	-1.0141533426418077
TSPAN14	0.5840582023034644	-0.08593676805068373	0.6699949703541481
LGI1	-0.19608653095327266	0.2857505488898484	-0.4818370798431211
TBC1D12	-0.018843064503247575	1.2771230092932502	-1.2959660737964978
KRT23	-0.8415657299419976	2.1648130898002513	-3.006378819742249
CRYBA1	0.0	-3.802722280467829	3.802722280467829
NUFIP2	-0.38151164568112517	-0.1654984878639869	-0.21601315781713826
GIT1	0.42467351783125196	0.46787383837720675	-0.043200320545954796
RPL19	-0.10586355512550938	7.943494131127355	-8.049357686252865
FBXL20	-0.44055014132269044	-0.12665409404184302	-0.3138960472808474
RUNDC3A	0.53825345761663	0.4169071016060073	0.12134635601062271
UBTF	-0.04444516451387592	-0.16011855300590216	0.11567338849202624
CSF3	4.156268265728681	7.020025046685473	-2.8637567809567916
PSMD3	-0.06427725841597365	0.18209515453895442	-0.24637241295492807
CASC3	-0.17852063888447312	0.4747237976427412	-0.6532444365272143
RAPGEFL1	0.3343583655517959	0.5004788538092715	-0.1661204882574756
RGS9	-0.24848316604266474	-0.5958035802075585	0.3473204141648938
RNF43	-0.2247676069625606	-0.04886865050690359	-0.175898956455657
WNT3	1.0942230607265828	0.9528353541244132	0.1413877066021696
ASPA	-0.6135922190788836	-0.47336795211975335	-0.14022426695913026
RAD51C	1.6482732135584186	1.440382023470221	0.20789119008819767
SEPT4	0.10544291816466611	0.671781633432186	-0.5663387152675199
MTMR4	-0.313206852194746	0.3274357371563541	-0.6406425893511001
TRIM37	-0.3781398753006471	0.46100657007411794	-0.839146445374765
P2RX1	-3.270420220371408	-1.0941216435710097	-2.1762985768003977
DHX40	-0.08309236800422326	0.03798672743169984	-0.1210790954359231
TUBD1	-0.6970717532602704	-1.041544262422991	0.34447250916272054
KPNB1	-0.24486800321119429	0.05778796053227442	-0.3026559637434687
GOSR2	0.10064886359604941	0.483555905429518	-0.3829070418334686
PNPO	0.05341887399793599	-0.6295746290264193	0.6829935030243552
RPS6KB1	-0.3447022960191184	-0.1466950750125937	-0.19800722100652468
CDK5RAP3	-0.04983385649610739	1.2620856234194022	-1.3119194799155096
CBX1	9.282590997442012	1.95825150144365	7.3243394959983625
RECQL5	-0.13915665109083442	-0.20403469414061615	0.06487804304978173
GALK1	-0.36018690383803076	0.1373258006802498	-0.49751270451828056
INTS2	-0.45886555890732694	-0.05033848269886043	-0.4085270762084665
CAMTA2	-0.2540725410018396	-0.43382646528217883	0.1797539242803392
MED13	-0.41761790077983996	0.0941325912142581	-0.5117504919940981
HOXB6	0.0	0.0	0.0
ENO3	0.02564223619704764	0.290898474763017	-0.26525623856596936
PFN1	-0.18809190287226585	0.34666559401178354	-0.5347574968840494
RNF167	0.39121332457161095	0.9112765939657264	-0.5200632693941154
SLC25A11	-0.0005492883081661404	0.1788755573759131	-0.17942484568407924
RASD1	-0.4118462820202886	-0.4274043871555637	0.015558105135275113
CHRNE	1.3066200600955873	-1.413633672329464	2.7202537324250513
RAI1	-0.06483472085652675	-0.15920705098130128	0.09437233012477453
NUP88	-0.10873435697060252	0.587631237784314	-0.6963655947549166
C1QBP	0.4444199632531145	0.5949654545516605	-0.150545491298546
SLC6A4	-1.991308080844673	-2.7678260330810085	0.7765179522363354
BLMH	-0.35931102111659996	-0.352675285352813	-0.006635735763786954
CPD	-0.31737443623745865	0.12052394404501499	-0.43789838028247363
GOSR1	-0.06336036767300879	0.20353294498828678	-0.26689331266129557
CCDC47	-0.5784602260929743	0.49495997868414143	-1.0734202047771157
MED31	0.001234831967311223	0.3056352169693035	-0.3044003850019923
DRG2	-0.4707225761800382	0.370471759185107	-0.8411943353651452
FTSJ3	-0.9772369677254096	-0.4390001063809734	-0.5382368613444362
AKAP10	-0.16247822125835487	0.5302318439695535	-0.6927100652279083
ALDH3A1	-2.2782639282298085	-0.7456021243735442	-1.5326618038562645
SMARCD2	-0.9198875891058647	-0.16372274251605923	-0.7561648465898054
ICAM2	0.21719731285460853	2.5248279416550914	-2.307630628800483
SYNGR2	1.4421238498809394	0.035225666309905534	1.406898183571034
B9D1	0.44085244379044575	1.2309849070317371	-0.7901324632412914
UTP6	0.4950404630960161	0.595469535139034	-0.10042907204301788
DDX5	-0.16578312350400992	0.2986972911503951	-0.46448041465440504
C17orf75	-0.6388314258107819	0.7590882760173772	-1.397919701828159
CYTH1	-0.3645922568926885	0.4541381763855705	-0.818730433278259
PSMD11	-0.2322923387169853	0.034866119689406894	-0.2671584584063922
LGALS3BP	0.7517704207788576	2.3170515087912333	-1.5652810880123758
ASIC2	-0.06271067488097248	0.0459459802936637	-0.10865665517463619
CCL7	0.0	0.0	0.0
CCL2	2.34525863874394	4.7094167599144505	-2.3641581211705103
CCL8	-1.3086127369780698	-0.773066416251297	-0.5355463207267728
CCL1	5.202744857312589	5.202744857312589	0.0
PEX12	-0.16788900819865926	-0.16733294392040765	-0.0005560642782516112
KRT32	0.0	-3.649159395724594	3.649159395724594
DHX58	-1.5558450075243782	-0.4301253451067062	-1.125719662417672
KAT2A	-0.3055721247672647	-0.3104733396139583	0.004901214846693591
RAB5C	0.072716723873409	0.11828362872756415	-0.045566904854155155
NAGLU	-0.7383187820122843	-0.7105778688031452	-0.027740913209139073
HSD17B1	-0.21543828992866398	0.9259823100502222	-1.1414205999788862
MLX	-0.017083884337282917	0.40453406096084876	-0.4216179452981317
CNTNAP1	-0.005798314977958796	0.18823740772739406	-0.19403572270535285
ABI3	-1.5702978037055924	-1.2282953603029547	-0.34200244340263763
EZH1	-0.2835022554835822	0.12304047692000264	-0.40654273240358485
DLX4	-1.3545765964827499	2.470749425156963	-3.825326021639713
COL1A1	0.0858008342672294	-0.5573364888661376	0.643137323133367
SGCA	-0.03884848375144667	0.5700721840157934	-0.6089206677672401
PTGES3L-AARSD1	0.7855549583523818	1.0096060634268387	-0.2240511050744569
MRPL27	0.369527457436182	-1.3539761254703455	1.7235035829065275
VAT1	0.13493914783811967	-0.5190200105139722	0.6539591583520918
LRRC59	-0.16787441579728402	-0.23770019446655066	0.06982577866926665
RND2	-0.8765118648172292	-1.0609071117684739	0.18439524695124465
ALOX12	0.11494496214311978	-0.9099553168161472	1.024900278959267
HDAC5	0.1344071637148092	-0.5067157582009738	0.641122921915783
ABCC3	-2.5829784094983146	-1.630633123654433	-0.9523452858438817
LUC7L3	-0.3458165940961049	0.22427071826963108	-0.570087312365736
PPY	0.0	-3.854557583509663	3.854557583509663
MPP2	0.5342723059545271	-0.315307034922891	0.8495793408774182
SMURF2	-0.10318213295743295	0.17596511880236054	-0.2791472517597935
DUSP3	0.27573696205548615	0.10874305106987237	0.16699391098561378
CACNG1	0.33924002548132015	0.31333370707154073	0.025906318409779416
EFTUD2	-0.25124958333168124	-0.339733120976879	0.08848353764519779
HLF	-0.3611280341476757	-0.22181717723261052	-0.13931085691506517
SLC16A6	0.34673256146681375	0.4307925680772504	-0.08406000661043667
PRKAR1A	-0.21178445445726268	-0.6167267036288564	0.4049422491715937
EFNB3	1.0276636776164132	0.08868459211541335	0.9389790855009998
FAM20A	-0.014311980278553404	-1.7761139400128783	1.7618019597343249
YWHAE	0.14972153806578703	1.1252023336251362	-0.9754807955593492
MMD	0.38806559228794857	-0.11104662864040016	0.4991122209283487
RANGRF	0.18562606956823213	0.354970398876576	-0.16934432930834387
DPH1	0.27059913514485334	-0.4215845257249331	0.6921836608697864
MAP2K6	-0.490911592534808	-1.5295288529451616	1.0386172604103536
DHRS7B	-0.0466237132321643	1.0869599679659787	-1.133583681198143
WSB1	-0.23715228213417205	0.30286731456635607	-0.5400195967005281
RCVRN	-1.5426121760343725	-3.2730177336822677	1.7304055576478952
MYH1	-1.022447900454417	-3.8582488149603202	2.8358009145059033
SLC9A3R1	-0.18822263320613342	-0.09575502310419282	-0.0924676101019406
MYH3	0.46002254933219144	3.4423986681825793	-2.9823761188503877
NAT9	-0.17530695289804932	-0.6262458566393025	0.4509389037412532
TMEM104	-0.6823973558661951	-0.5744512718083774	-0.10794608405781769
VTN	1.394319600973445	1.6845401431408824	-0.2902205421674373
TNFAIP1	0.215962225358326	-0.15433230574354262	0.3702945311018686
IFT20	0.397217519993843	0.6709849663745215	-0.2737674463806785
TMEM97	-1.0138796714124139	0.05404869021769265	-1.0679283616301065
CDR2L	-0.4597202468475894	-0.7911284924387632	0.33140824559117377
PMP22	-0.36042313920030633	0.26026958843010206	-0.6206927276304084
FOXN1	0.0	-0.8762726704530985	0.8762726704530985
UNC119	-0.1640526416519803	0.008441768518477666	-0.17249441017045797
ALDOC	0.069890487843006	-0.3507399491089753	0.4206304369519813
SUPT6H	-0.1785909949664557	-0.015613122518515432	-0.16297787244794026
RAB34	-0.385618217291094	-0.10446435357470563	-0.2811538637163884
PHF12	-0.40236414552545163	-0.13274748983801032	-0.2696166556874413
PHOX2B	0.0	0.0	0.0
TMEM33	0.033815600665495715	-0.08031289706489009	0.1141284977303858
GABRA4	-0.03597262959672065	0.07920282714264193	-0.11517545673936258
GNRHR	0.2705206675770284	4.439797646563747	-4.169276978986719
SLAIN2	-0.3242293477803262	-0.12064895681432031	-0.2035803909660059
OCIAD1	-0.017435951472217326	0.5063913131951399	-0.5238272646673572
CWH43	-2.3930591895046898	-0.8051589812158055	-1.5879002082888842
DCUN1D4	0.3458985039820419	0.6561651839938714	-0.31026668001182944
USP46	-0.19482792082806544	0.4306914132908446	-0.62551933411891
SULT1E1	-1.7290596430255596	-4.441882918719798	2.7128232756942383
ODAM	-0.44680795350004976	1.4625235396671956	-1.9093314931672454
CHIC2	-0.613206688317752	0.9928548942840822	-1.6060615826018343
NMU	0.0	0.0	0.0
KIAA1211	-0.2342121179046961	-0.5546696979766486	0.32045758007195246
LAMTOR3	0.5784780295609426	1.0824324195754436	-0.5039543900145009
PF4V1	-6.29364851662316	-4.966109719955591	-1.32753879666757
NFKB1	-0.495288074345261	0.05354528597255559	-0.5488333603178166
AREG	0.0	-5.128148337748316	5.128148337748316
MANBA	0.18065381217596066	0.26392943541018354	-0.08327562323422288
UBE2D3	2.222439667364715	0.13519441369767815	2.087245253667037
MAPK10	-0.34961451339440863	0.30182473876995	-0.6514392521643586
ELF2	0.03298446667345978	0.3233534198012098	-0.29036895312775
NDUFC1	0.0	0.0	0.0
UCP1	1.6985074328837197	-1.7779217820391626	3.476429214922882
TBC1D9	-0.09346916446482112	-0.39927693988179946	0.30580777541697834
ZNF330	0.28687377988177243	0.4087302716569736	-0.12185649177520119
INPP4B	0.3532990932056226	0.09545262531321441	0.25784646789240817
GAB1	-0.46390365765639086	-0.11884623492349355	-0.3450574227328973
KLHL2	-0.16318439179640976	-0.2255295328263518	0.06234514102994204
CPE	-0.24748430006208366	-0.3513537759323775	0.10386947587029383
RPL34	0.10816758344935451	13.647135905192288	-13.538968321742933
WFS1	-0.41537343461125165	-1.5734361362984188	1.1580627016871672
ANXA10	0.0	0.0	0.0
GRPEL1	-0.27491574826423015	-0.5817917060186106	0.3068759577543805
GAR1	0.8552945339948588	-0.9641163734618425	1.8194109074567013
CLCN3	-0.2298283732640236	0.4053065408575849	-0.6351349141216085
AADAT	-0.1268947699226759	0.25250454757853014	-0.37939931750120603
GALNT7	-0.15916573648039822	0.4951731258547487	-0.6543388623351469
DHX15	-0.09165637453383901	0.32971894107801347	-0.4213753156118525
SEPSECS	-0.05144839886222252	-0.5663495789764643	0.5149011801142418
TRIM2	-0.37255104718958343	0.22905686061699626	-0.6016079078065797
SLC2A9	0.06022417002985314	0.26169590668595444	-0.2014717366561013
FBXW7	0.215854609969087	0.33407617897658604	-0.11822156900749903
NEIL3	1.2800867634918296	1.2324676266691283	0.04761913682270125
TBC1D19	-0.5145505260150127	-0.1921471584067218	-0.3224033676082909
CLNK	0.0	0.0	0.0
WHSC1	-0.24061965224917348	0.4470035405454116	-0.6876231927945851
SH3D19	0.5464545489901642	-0.08103505698835711	0.6274896059785213
STIM2	0.07085206461186022	0.3280143052156115	-0.25716224060375126
NKX3-2	-2.6326055805364756	0.0	-2.6326055805364756
MFSD10	-0.30949767893550284	-0.07511623447890248	-0.23438144445660036
GLRB	-0.22741056524524872	0.827485322212949	-1.0548958874581977
BST1	-3.085203385312392	-3.355406131301324	0.2702027459889318
RAPGEF2	-0.1029275595874557	0.4286113801734386	-0.5315389397608943
HGFAC	0.3220159143005832	4.65090143817944	-4.328885523878856
SNX25	0.49219093994176966	0.7717096021011898	-0.2795186621594201
LRP2BP	3.211705497052111	2.6974084854887983	0.5142970115633125
UFSP2	0.41606552637549665	1.0531131229572859	-0.6370475965817892
KLF3	-0.2564595514344665	-0.055224623935873574	-0.20123492749859295
KLHL5	0.6446284579474106	0.5996387984479208	0.044989659499489854
FAM149A	0.23658393783676956	1.5508847833580868	-1.3143008455213172
NCAPG	-1.0086828580019054	0.07148229593729005	-1.0801651539391954
UGDH	-0.13677415756462086	0.13595462035103179	-0.27272877791565264
PPARGC1A	-0.38512472646728124	0.32730205771740284	-0.7124267841846841
DDX25	-0.13990505807345777	0.45554789118269756	-0.5954529492561553
CRYAB	-0.7782993084745762	-0.17325747223349275	-0.6050418362410834
DBX1	0.0	0.0	0.0
HTATIP2	-0.5663042546470427	-0.8163967973430664	0.25009254269602366
CTSC	-1.8703820036891878	-1.1305653801540254	-0.7398166235351624
CCDC34	0.6167368530024415	0.8646550134517037	-0.24791816044926218
ZBTB16	-0.625928036796072	-0.5538315001807987	-0.07209653661527327
ELP4	-0.241731361711512	0.15512791776443002	-0.396859279475942
ZPR1	-0.11051031033376635	-0.41248364997254594	0.3019733396387796
MTCH2	0.4276205408617617	0.900343666832474	-0.4727231259707123
FNBP4	-0.6204295179690789	0.073953621745801	-0.6943831397148799
TECTA	-0.02972442894350591	-0.1237238182305731	0.09399938928706719
SC5D	0.5384569416371798	0.7549998730646115	-0.21654293142743164
CRTAM	-0.9995958271325606	0.901456802445845	-1.9010526295784056
C11orf63	0.27016688979273074	2.779539793635602	-2.509372903842871
B3GAT1	0.21643305039270544	0.03478626492000991	0.18164678547269553
HSPA8	-0.016553595191679094	0.04640191752602796	-0.06295551271770705
VWA5A	0.3623260962940691	-0.10334499860844737	0.46567109490251646
DNAJC4	0.4010677660996613	-0.3666522075745906	0.7677199736742519
SIAE	0.1044758056864481	-0.013165771240085888	0.11764157692653399
SNX15	-0.29784016002196	0.049982546143703566	-0.3478227061656636
ATG2A	-0.31952347289040883	-0.5510540977131404	0.23153062482273157
EHD1	-0.095361026798364	-0.6908328709969691	0.5954718441986051
OSBP	-0.4641991678378634	-0.1680947070802592	-0.2961044607576042
UNC93B1	0.013478754675965376	1.642070535276845	-1.6285917806008796
PUS3	-0.11069761194165029	-0.7242041268758896	0.6135065149342394
DCPS	-0.2113037403606839	-0.5428673452598822	0.33156360489919834
SUV420H1	-0.18842945629105046	-0.18136937755338067	-0.007060078737669784
FOXRED1	-0.12288222382937786	-0.5601455900420635	0.4372633662126857
PPP6R3	-0.33757146350908673	0.3308022111043005	-0.6683736746133873
NRXN2	0.29283102018108487	0.0038652005211172735	0.2889658196599676
MS4A6A	-0.4859732944166062	5.122075475169907	-5.608048769586513
ST3GAL4	-0.3337628660187315	-0.22857626781557716	-0.10518659820315435
CPT1A	-0.32943687370600827	0.3877431657059738	-0.717180039411982
CCND1	0.547386351897722	-0.8812033286061798	1.4285896805039018
CCDC86	0.09077264868785484	1.4197212371180719	-1.328948588430217
PRPF19	0.1462310458380376	-0.05622219474037138	0.20245324057840897
TMEM109	0.11510441816150063	0.6426429182266729	-0.5275385000651722
CCKBR	-0.4921557850050817	0.28546023510771246	-0.7776160201127942
HPX	0.5327869288101527	0.9348380783509895	-0.40205114954083687
TRIM3	0.05968843472984453	-0.542414524569498	0.6021029592993425
CHORDC1	-0.23686993729519923	0.016156994213991638	-0.25302693150919087
FOLR1	-0.7400544519349632	0.33555407223077083	-1.075608524165734
ANAPC15	0.8259507059160223	1.4078426845557948	-0.5818919786397725
PANX1	0.04118019669272854	0.22882776282990402	-0.18764756613717548
ARHGEF17	0.08220619268290008	-0.15972654261528785	0.24193273529818793
APOA5	0.0	0.0	0.0
APOA4	0.0	0.0	0.0
APOC3	0.0	0.0	0.0
CEP164	-0.43599817369091554	0.5524097632978915	-0.988407936988807
RNF141	-0.28209569081169317	-0.3465996600957686	0.06450396928407542
KIAA1377	0.23081716612163916	0.14027321722831587	0.09054394889332329
EIF4G2	0.26512198503785633	0.24956497770623898	0.015557007331617356
IL10RA	-0.08097541043812795	-0.765290891532656	0.684315481094528
GALNT18	-0.025574779070961284	-0.9416103503480864	0.9160355712771251
BIRC2	0.12416915242845583	0.7770133144920282	-0.6528441620635723
UBE4A	-0.670713343766244	0.15326656629530877	-0.8239799100615528
DDX6	-0.6005868013034057	1.1505951881090306	-1.7511819894124363
UPK2	-3.0596062044269567	0.0	-3.0596062044269567
CBL	-0.11756400391487531	-0.20030468741296037	0.08274068349808505
PVRL1	0.48099848477764073	1.079942397240953	-0.5989439124633122
HIPK3	-0.3896174404990278	0.3433267088363001	-0.7329441493353279
KIAA1549L	-0.1142733148452253	0.002076845713165909	-0.1163501605583912
FBXO3	-0.1495673835683684	0.08408051878427791	-0.23364790235264632
PDHX	-0.05128034748263666	0.5096633785147153	-0.560943725997352
SLC1A2	-0.9759556149214319	-1.0568377113149072	0.08088209639347532
COMMD9	-0.09860292949860128	-0.13126881718976335	0.03266588769116208
SLC15A3	-0.4665707484473205	-0.05531822695235755	-0.41125252149496294
CD5	0.9385774421898709	-0.34523198536265004	1.283809427552521
ACCS	0.5460340804081927	0.10049519434323662	0.44553888606495606
MDK	0.539934781678677	0.27629482432731667	0.26363995735136037
AMBRA1	0.029471393158081227	-0.11593268291196068	0.1454040760700419
MADD	0.062250488067286724	0.3823888331497489	-0.3201383450824622
PTPMT1	0.03290422892718592	0.14698063183299226	-0.11407640290580634
NAA40	-0.2624788457087046	0.7605700756546954	-1.0230489213634
CARS	-0.11996992859594435	0.33301534973108726	-0.4529852783270316
SLC22A18	2.4716072987995763	1.0867318306472744	1.384875468152302
CD81	-0.17048605450859533	-0.31645951230302494	0.1459734577944296
SLC35F2	0.23195563341191017	1.0724326204682941	-0.840476987056384
ELMOD1	-0.31523160877142686	0.1944745663955736	-0.5097061751670005
CALCA	0.0	-5.161741256175945	5.161741256175945
SOX6	-0.4293056511665547	-0.1986627533730898	-0.23064289779346492
C11orf58	-0.13044478884486743	0.8072964670797038	-0.9377412559245712
PITPNM1	0.21116527402005225	-0.017470978214953803	0.22863625223500605
RPS13	-0.1001579614345065	1.7206020962971733	-1.8207600577316798
AIP	0.3746876981778895	-0.3009066026562355	0.675594300834125
NUP98	-0.25458088843506577	0.249300784989944	-0.5038816734250098
NDUFS8	0.5992278326067133	1.9869426263442325	-1.3877147937375192
TCIRG1	-0.21483220565529804	-1.0822494882488134	0.8674172825935154
CHKA	0.4510664343746722	0.4931137374710799	-0.042047303096407695
EXPH5	0.4743171596296989	-1.3782899301648892	1.852607089794588
HPS5	-0.6540055323279055	-0.4486792486317328	-0.20532628369617267
GTF2H1	-0.28101365700171055	0.5141889687189627	-0.7952026257206732
POU2AF1	-0.9482598669057988	-0.8744881205975661	-0.07377174630823269
PTPN5	-0.08272753883741224	-0.2322432629800204	0.14951572414260816
VWF	-0.7415592131523745	1.4462906349595457	-2.18784984811192
PSMD9	0.5769505856811197	-0.22263749595276927	0.799588081633889
P3H3	-0.4655319043095201	-1.433082165992543	0.9675502616830229
PPFIBP1	0.5355270887605403	0.7177310765733189	-0.18220398781277858
PRPF40B	0.4261282667651525	-0.3960898711040288	0.8222181378691813
CD69	5.087411921703252	5.087411921703252	0.0
PRDM4	-0.21793620944017	0.9813081142408144	-1.1992443236809844
COQ5	0.13966226505380241	0.802058357487291	-0.6623960924334886
CORO1C	-0.3350844899299954	0.2761621772349985	-0.6112466671649939
ASIC1	-0.06574215554294494	-0.07286235737591262	0.0071202018329676875
DAO	2.0503623840177614	-0.9086565583076247	2.959018942325386
CAPRIN2	0.10017875998861392	0.838930190215943	-0.738751430227329
KCTD10	0.49399187604548356	-0.11864448460609456	0.6126363606515781
SLC11A2	-0.5515435383326466	0.4235515369163494	-0.975095075248996
MLEC	-0.1529265929931949	-0.1526949149040444	-0.00023167808915047772
MVK	-0.5484722142916478	1.1114953263955663	-1.659967540687214
CSRNP2	-0.2166702042453892	-0.4181985730378468	0.2015283687924576
CAMKK2	-0.06348026779921945	0.0051711359371147125	-0.06865140373633416
BIN2	-1.8127293424945372	-0.6373176289440208	-1.1754117135505164
IL23A	-1.2837243919064805	-2.2488991413105053	0.9651747494040246
ATP5B	0.0741285392348896	2.4857439504419894	-2.4116154112070998
PTGES3	1.8042708802694323	0.0849403010124341	1.7193305792569982
SYT10	-0.09035617340309443	-0.28251193449847056	0.19215576109537613
BCL7A	-0.11120788035055806	-0.03452178412038176	-0.0766860962301763
RSRC2	-0.041851230048076005	4.27171707351868	-4.313568303566756
CYP27B1	-1.8213935659048799	-0.8009272995014909	-1.020466266403389
MYF6	-1.9591704529555085	-2.646562070139086	0.6873916171835772
MYF5	0.0	0.0	0.0
LIN7A	0.12654899217000182	0.09461900705029613	0.031929985119705684
KRT18	0.29164784528733967	0.5525901762987885	-0.2609423310114488
ACSS3	-0.6109656394044958	1.189378811989139	-1.8003444513936349
TNS2	-0.10238660354631701	-0.47513831418104235	0.37275171063472534
GLI1	-0.18302727978791267	-1.0778808466498426	0.89485356686193
PPM1H	-0.19535248528408822	-0.059450794741788826	-0.1359016905422994
METAP2	-0.44927051058420187	-0.005138088204426516	-0.44413242237977535
LTA4H	-0.31762672532869907	0.6624114425162073	-0.9800381678449064
ELK3	-0.2152285017193516	0.5151244197598648	-0.7303529214792164
SLC6A12	-0.08920098888480599	0.401689002657573	-0.490889991542379
WNT5B	-0.9813103615022376	1.4384923251012949	-2.4198026866035325
MAGOHB	-0.03872151252290257	0.48693155268023025	-0.5256530652031328
TRPV4	-0.19717732369461016	-1.8257903257697596	1.6286130020751495
ITFG2	-0.23068935787833933	-2.083845660310275	1.8531563024319357
FOXM1	-0.42776200475283344	-0.480918703727258	0.05315669897442454
PRR4	-7.6473864697955936	0.0	-7.6473864697955936
PRMT8	0.2204628871375549	1.0867803692647753	-0.8663174821272204
PARP11	-0.4417902974403014	0.6251088557318583	-1.0668991531721597
ARPC3	1.8677829693760746	-0.06382691764521198	1.9316098870212866
GPN3	-0.8924345188840972	-0.5959340442288692	-0.296500474655228
VPS29	-0.12350801241069576	0.3106970042660304	-0.4342050166767262
FGF6	-0.4594390905084871	-2.439493974810371	1.9800548843018837
MYL2	0.0	-3.84832080866213	3.84832080866213
RAD51AP1	2.472753163350815	0.7857539941223015	1.6869991692285136
CUX2	0.24694834489105766	-0.3649084157785474	0.611856760669605
SH2B3	0.011181296966783272	0.5402250778510043	-0.529043780884221
AKAP3	-2.893286760846129	-1.1786356941360503	-1.7146510667100787
MANSC1	0.19155682117093153	0.10886336638716099	0.08269345478377055
KCNA1	-0.42640035243111907	-0.15647357821534058	-0.2699267742157785
DUSP16	-0.41868905057846106	-0.5074557323465285	0.08876668176806746
CREBL2	-0.29330223299734204	0.16598949966832688	-0.4592917326656689
ACAD10	0.27458723508811733	1.410008003912774	-1.1354207688246567
ALDH2	0.5188153621337648	0.7555889220249608	-0.23677355989119597
CDKN1B	-0.16477380480884207	0.11556554965421206	-0.28033935446305414
GPRC5D	2.7471976059897503	-2.3010058779723375	5.048203483962088
NAA25	-1.2987706973220332	-0.10164025046499159	-1.1971304468570416
GSG1	0.4206354446245324	2.95850685060723	-2.5378714059826972
SCNN1A	-2.4369658057499253	-1.9285161586575685	-0.5084496470923567
LTBR	-0.819977269541798	-1.0939728457514026	0.2739955762096047
OGFOD2	-0.033088623303404674	-1.1722823856319113	1.1391937623285067
CDK2AP1	0.8389589336965848	0.9659029731252602	-0.12694403942867538
OAS3	-0.9826844732170943	-0.4821509911507653	-0.500533482066329
OAS2	-0.1700648039997481	2.2426696203331504	-2.412734424332899
ART4	0.0	-2.5095902853179464	2.5095902853179464
MGP	-0.2134236892956629	-0.8142998913226052	0.6008762020269423
RASAL1	0.42367009720738746	0.3111255004192284	0.11254459678815909
ARHGDIB	-0.44165439491833514	0.7218157156959917	-1.1634701106143268
GTF2H3	-1.0263270488575555	-0.02131548865374633	-1.0050115602038092
EIF2B1	-0.18194137587827797	0.23846196344771187	-0.42040333932598983
