	Human_Primary_Visual_Cortex_Average_RPKM	Chimp_Primary_Visual_Cortex_Average_RPKM	Rhesus_Monkey_Primary_Visual_Cortex_Average_RPKM	Mouse_Primary_Visual_Cortex_Average_RPKM
CLNS1A	242.87483333333333	119.32533333333333	247.95450000000002	315.8766666666666
PPP2R2C	499.15599999999995	487.2793333333334	810.6851666666666	1074.1433333333334
TEAD2	5.975626666666667	6.439905	4.725045000000001	6.382830333333334
EED	38.71481666666666	52.455016666666666	64.61343333333333	41.32875
CDHR2	2.1358645000000007	3.8793449999999994	0.5405531666666666	3.4022981666666667
SNCB	2126.608333333333	2177.18	2623.8216666666667	1754.3133333333335
TSG101	148.537	173.91233333333332	152.96749999999997	248.14299999999994
C17orf85	54.396283333333336	50.45475	42.52013333333334	44.311033333333334
ATP2A3	6.191211666666667	16.671135	11.141428333333332	15.324931666666666
CA12	2.1431606666666667	14.622446666666667	9.638036666666666	41.14558333333334
MGLL	267.55499999999995	178.76583333333335	143.06316666666666	371.0463333333333
NTN4	61.58358333333334	50.29241666666667	55.284	28.81865
BCS1L	75.5412	119.93628333333334	93.95976666666667	67.83229999999999
NUAK1	98.52548333333334	176.2981666666667	258.90950000000004	100.19315
DPP8	43.56876666666667	77.31705000000001	56.602816666666676	299.939
SLC24A1	7.808066666666666	8.228523333333333	3.373101666666667	0.78952
ZNF532	169.52133333333333	20.86765	199.57366666666667	76.98696666666667
SCARF1	9.469041666666667	8.350078333333332	5.9799283333333335	2.355
LMAN1	39.16041666666667	48.70473333333333	42.63636666666667	60.832383333333325
PTPLAD1	117.02093333333333	175.40300000000002	216.57083333333333	223.42100000000002
IPCEF1	50.82616666666667	79.7111	156.25766666666667	100.54646666666667
ZZEF1	25.81455	34.4452	51.44579999999999	50.23338333333333
NOX3	0.764195	1.8333025	12.482118333333334	0.4030293333333333
ENO1	1696.3949999999998	1683.7036666666665	1471.1566666666665	69.8497
SLC12A1	3.7789283333333334	0.9210928333333332	0.6706449999999999	11.124541666666666
MYDGF	74.7545	71.43520000000001	15.667729999999999	57.756049999999995
ANO8	86.27236666666666	65.16393333333333	146.3265	129.91066666666669
TUBE1	93.89846666666666	76.48276666666666	40.25391666666666	4.035103333333334
ARHGEF10L	66.7187	70.90075	77.4198	72.81446666666666
TXK	1.0762145	0.6177451666666666	0.0	0.10770633333333333
WSCD2	41.75572666666667	80.1284	91.02293333333334	86.80553333333332
KCNQ2	113.60861666666666	193.7218333333333	234.04283333333333	374.33933333333334
TACR2	1.842698333333333	8.816338333333334	4.1469906666666665	1.4765583333333332
ACTR6	74.2792	78.71225	83.10021666666667	38.03301666666666
TIPIN	11.747886666666666	15.350753333333332	12.232271666666668	63.543416666666666
SRI	487.2271666666666	281.3205	258.3093333333333	117.91363333333334
EIF4G3	162.1848	220.5525	201.90066666666664	320.3016666666666
NUP37	13.008075	9.104783333333334	9.011691666666666	14.386450000000002
SEMA3A	8.814936666666666	14.988260000000002	5.174858166666667	27.524999999999995
GTSE1	0.3615575	1.0503358333333335	0.3015695	0.8846513333333332
SEMA3C	20.17331666666667	18.603849999999998	47.09553333333333	49.066583333333334
TTC38	12.690244999999999	15.830688333333335	20.667283333333334	15.599658333333332
ACAT1	200.13483333333332	243.42033333333333	137.8153333333333	276.8766666666667
GRAMD4	82.73025	80.51675	79.28661666666666	67.3742
CELSR1	1.3453511666666669	0.4347083333333334	1.2298995	7.791796666666667
WNT8B	0.91845	1.6819416666666667	0.0	0.6976636666666667
ZNF638	104.85338333333334	132.86883333333333	127.15666666666668	122.72633333333333
SLC25A40	30.36221666666667	26.736683333333332	41.4472	31.0014
TIMM21	106.30608333333333	121.57421666666669	71.43353333333333	55.99093333333334
ADD2	58.80153333333334	98.48931666666665	270.3641666666667	346.173
RASAL2	29.8699	41.16876666666667	57.09771666666666	92.06408333333331
VPS9D1	113.3027	114.03893333333333	109.91126666666666	101.43901666666666
MARK3	173.60500000000002	184.3995	146.02333333333334	162.07366666666667
SLC25A3	1207.8680000000002	1248.9083333333335	1179.1850000000002	1598.7250000000001
FNDC3B	7.645221666666665	9.684441666666668	11.58222	20.4933
FOSL2	72.63926666666667	114.50420000000001	115.68491666666667	74.17626666666666
CACNG5	5.026155	8.356148333333332	19.865283333333334	53.160599999999995
CACNG4	41.098166666666664	22.716520000000003	72.48213333333335	69.10865
FRYL	41.22331666666667	45.95485	35.5829	57.67643333333333
TMEM131	48.850816666666674	63.06516666666667	66.68111666666667	113.38683333333334
FSCN1	482.87933333333325	757.7633333333332	627.4543333333335	595.9605
ACTB	6954.671666666666	7716.676666666667	0.8906736666666667	5786.991666666666
MOCOS	0.08628816666666667	0.918975	1.4693019999999999	7.796325
PLD1	19.441933333333335	17.858133333333335	12.329816666666666	12.631050000000002
ATP12A	2.1985836666666665	0.28103249999999996	0.0	0.15924416666666666
WDR62	1.987458666666667	2.404617333333333	4.395123333333334	2.1175211666666667
DLG1	122.03291666666667	147.32233333333335	122.6835	175.39733333333334
RAB7A	505.8183333333333	590.8808333333333	655.7845000000001	678.5273333333333
BCAP29	137.84288333333333	129.2445	123.01133333333333	108.70945
SEC31B	48.95365	116.11511666666668	70.07193333333333	0.593564
SART3	60.002183333333335	76.80271666666667	90.17623333333334	69.29506666666666
ARHGAP15	1.7005106666666665	1.6179495	1.3909193333333334	15.75596
PAX2	0.0	0.0	0.878175	1.0663786666666666
EXOSC7	53.78431666666666	56.09709999999999	45.710483333333336	71.79626666666667
KIFAP3	239.49548333333334	423.15599999999995	334.1671666666667	461.828
MKRN2	86.91213333333333	135.50816666666668	181.98666666666668	118.93416666666667
MCM6	27.673100000000005	28.112133333333333	23.69673333333333	9.777308333333334
REXO2	47.36766666666667	42.9313	26.832583333333332	88.45691666666666
RBM7	45.33811666666667	50.01383333333333	51.575050000000005	129.70433333333332
RBMS2	9.969716666666665	10.255630000000002	13.598666666666665	34.99055
BAZ2A	49.91798333333333	59.82096666666667	69.90169999999999	75.726
PTPN23	103.90795000000001	113.81981666666667	131.59166666666667	117.33983333333333
MLH1	31.724133333333338	17.904616666666666	11.018268333333333	14.20718
UNG	36.047650000000004	41.85658333333334	23.611859999999997	5.987018333333332
FMO4	3.98799	2.806906	1.45468	1.8547066666666667
KLHL20	26.457116666666664	26.69445	35.78371666666667	41.5979
RGS11	122.41686666666665	69.27434999999998	60.95965	44.97946666666667
SLC46A1	20.66184	11.858361666666667	9.037481666666666	26.332683333333335
PLXNA2	43.609566666666666	91.03035	96.76818333333331	130.89783333333335
SPAG5	25.536533333333335	78.49068333333334	50.09526666666665	21.416449999999998
ANKRD13A	36.21111666666667	41.80818333333333	34.048316666666665	92.18998333333333
TPD52	152.75513333333333	161.59349999999998	139.10999999999999	109.21125
ACACB	18.709316666666666	12.630503333333335	23.132266666666666	12.839053333333334
TRAF4	64.89566666666667	57.13218333333333	79.52371666666666	39.65285
PAG1	15.157710000000002	10.891013333333333	26.192316666666667	32.156216666666666
GPATCH1	21.328533333333333	35.6042	24.778966666666665	55.555483333333335
ICAM3	29.392666666666667	15.730233333333333	38.138299999999994	1.0539816666666668
NT5C2	84.89601666666667	76.33723333333334	107.35583333333334	129.889
MCAM	104.37060000000001	113.23396666666667	75.86003333333333	31.155533333333334
GPC4	12.53962	19.380644999999998	15.230166666666669	46.71863333333334
MBNL3	1.024065	0.3294668333333333	0.4493833333333333	0.0
CAMSAP3	81.98045	79.29036666666667	80.13504999999999	77.50788333333334
RAP1GAP	234.11249999999995	285.8333333333333	259.229	327.42783333333335
XAB2	103.89848333333333	117.57466666666666	82.23273333333333	89.64948333333332
STXBP2	6.55286	7.720078333333333	1.4260490000000001	83.73846666666667
MAP2K7	61.304750000000006	93.3679	78.41263333333333	144.27316666666667
NMRK2	2.962151666666667	0.0	4.055828333333333	1.9587433333333333
DGKD	27.337783333333334	30.763950000000005	54.9073	112.19933333333334
CTTNBP2	79.5108	83.49826666666667	91.54193333333332	186.74666666666667
ACTL6B	137.80328333333335	205.50249999999997	121.84066666666666	178.63016666666667
RARB	29.878183333333336	46.56615	51.074916666666674	23.119733333333333
TOP2B	213.9085	252.70733333333337	271.1541666666667	142.44633333333334
TM9SF3	103.45288333333332	130.44466666666668	163.74533333333332	301.24000000000007
NFKB2	10.399595	16.629396666666665	11.974993333333336	7.1396516666666665
UBE2T	55.09921666666667	32.93613333333334	23.965366666666664	6.229401666666665
PPP1R12B	22.876483333333336	26.062	32.491299999999995	68.96008333333333
DNAJC10	66.05736666666667	26.703666666666663	97.22291666666666	145.84766666666664
GTF3C1	76.4333	108.54766666666666	125.82883333333335	191.4905
IL4R	7.909075000000001	19.875606666666666	17.590923333333336	12.99694
USP33	110.95603333333332	132.93466666666666	127.01949999999998	237.629
PAK3	18.257326666666664	34.3444	51.10563333333332	80.26971666666667
CAPN6	0.0	0.21074833333333332	0.6476743333333334	6.637395000000001
DCX	3.790411666666666	5.35793	10.152355	15.872663333333334
SNRPA	153.21116666666668	146.72733333333335	117.41895	265.1431666666667
SPAG6	11.074555000000002	13.34301	40.82108333333334	9.947160000000002
EXOSC5	56.61281666666667	51.57425	64.2484	36.05551666666667
DYNC1I2	302.82966666666664	237.67183333333335	210.1686666666667	297.94683333333336
APBB1IP	8.266208333333333	17.5390485	23.913966666666667	13.68025
FAM76B	22.496716666666668	33.54493333333333	27.519449999999996	32.216166666666666
SIRT6	52.17776666666668	55.14666666666667	58.93886666666666	55.437000000000005
TYR	0.12516750000000001	0.0	0.36721000000000004	0.7177458333333333
POLD3	11.802811666666665	14.554046666666665	22.892016666666663	42.105
ACTN2	73.04974999999999	67.8419	23.668849999999996	27.661083333333334
CAPZB	252.48	228.83	227.20016666666666	321.5061666666667
GPR137B	105.47086666666667	117.01376666666665	101.5886	20.545366666666666
NAALAD2	27.125199999999996	34.77515	59.47006666666666	2.4596416666666667
JADE1	37.922999999999995	61.67580000000001	72.30305	68.21525000000001
SLC25A43	15.313881666666665	24.214483333333334	19.89145	1.9405083333333335
UBE2A	61.87193333333334	57.521166666666666	63.411466666666676	89.88799999999999
FGFR1	56.68743333333333	51.57503333333333	163.24383333333333	134.44016666666667
FKBP6	0.0	0.7714083333333334	0.0	1.2346566666666667
SMC1B	0.16122666666666666	0.22870066666666666	0.07284	0.08689799999999999
FBLN1	48.35396666666666	102.33793333333334	32.179050000000004	23.9303
ITGA8	2.623106833333333	5.391925	1.358727	6.037583333333333
CST7	6.836146666666667	6.9848783333333335	1.0455383333333332	0.0
MAP2	328.098	521.1278333333333	585.7166666666668	982.5980000000001
PIAS2	62.965650000000004	71.85530000000001	84.93221666666666	162.403
AMPH	99.4483	203.07883333333334	204.21416666666664	238.662
ARAF	49.692949999999996	43.25458333333333	56.9411	190.95166666666668
MCCC1	59.139716666666665	51.622733333333336	47.314166666666665	41.2843
LAMP3	0.0	1.1321083333333333	0.0	0.0
FAP	1.936057	7.917348333333333	4.657943333333334	3.145057166666667
NEBL	30.65455	24.770100000000003	37.46426666666667	28.884566666666668
ACER3	12.2876	13.502076666666666	12.696006666666667	14.812663333333333
UBE2K	115.716	152.18200000000002	164.281	254.99266666666668
PIK3C3	39.00516666666667	46.10444999999999	49.309650000000005	78.3818
N4BP2	3.228735	4.5147900000000005	9.508003333333333	10.133673333333334
C12orf5	35.33716666666667	34.060249999999996	31.716816666666663	65.31918333333333
TULP3	26.275166666666667	18.492964999999998	8.961599999999999	32.37068333333334
SYNJ2	124.82124999999998	83.21438333333333	52.665483333333334	128.70544999999998
ADCY2	142.8895	183.03816666666663	149.72266666666667	234.5055
PPP2R5C	101.70846666666667	125.84133333333331	92.59903333333334	282.8233333333333
RBFOX1	132.53236666666666	257.1453333333334	306.91333333333336	302.33483333333334
GNB1	865.9436666666667	1223.18	1390.2600000000002	1334.75
HOXA9	0.0	0.0	0.0	1.6505466666666664
EDN1	49.47566666666666	26.0267	22.589451666666672	21.137426666666666
MLLT10	36.55368333333333	60.79903333333334	79.62488333333333	67.13686666666666
ZCWPW1	13.23771	20.4567	14.056891666666667	15.816120000000003
ADCYAP1R1	34.58655	50.87180000000001	77.46598333333334	137.943
FGF20	0.8488166666666667	1.6782566666666667	0.23696000000000003	0.5778516666666667
ITM2A	404.80583333333334	417.27233333333334	223.95816666666667	141.96148333333335
NRD1	177.8125	186.38783333333333	131.7635	174.8765
VDAC3	402.47883333333334	522.8261666666666	435.887	172.542
PCM1	125.6221	105.04193333333335	119.54266666666666	129.8825
TNRC6C	55.551649999999995	72.30238333333334	88.52205	139.83466666666666
CBFA2T2	43.99998333333334	47.18748333333334	36.7442	57.70275
BRINP1	307.71166666666664	434.4841666666666	473.2905	634.2571666666666
ITCH	56.26605	62.09191666666667	58.0327	70.69206666666666
PKD2L2	0.088127	0.0	0.14314733333333332	0.9562863333333332
TP53INP2	362.3431666666667	129.24573333333333	150.37533333333332	353.017
SDF4	367.7543333333333	275.37916666666666	322.42199999999997	779.7571666666666
MYH7B	39.430949999999996	60.78661666666667	22.759533333333334	13.87495
BPIFB2	0.0	0.0	0.0	0.0
TP73	0.0	0.658835	10.183306666666667	2.32742
TOLLIP	482.2931666666666	525.2308333333334	696.1403333333333	345.7385
UBE2D4	49.431983333333335	70.77754999999999	72.39320000000001	18.22943666666667
CLUL1	21.636233333333333	0.0	0.0	0.0
RUNX1T1	18.80495	38.8748	55.515616666666666	39.44925
CDH17	0.3729131666666667	0.0	1.0540755	0.12978599999999998
THOC1	66.87226666666668	55.05153333333334	41.01826666666667	69.53776666666667
FKBP7	10.550410000000001	17.558000000000003	17.192125	12.693951666666665
OSBPL6	34.3449	52.120666666666665	82.69019999999999	71.42511666666667
SLC1A3	776.3441666666666	832.3477833333333	985.5258333333335	798.4143333333333
XRCC5	163.93116666666666	212.0095	148.84916666666666	30.307083333333335
LXN	16.075116666666666	19.447885000000003	14.509950000000002	94.10006666666668
SP140	0.4810216666666667	3.5454700000000003	0.3237566666666667	0.3919866666666667
MKNK1	50.575933333333325	48.25258333333333	14.250176666666666	49.121116666666666
TNS1	57.17116666666667	31.55706666666667	26.197750000000003	58.44903333333334
REXO1	124.56666666666666	114.24556666666666	131.31583333333333	85.1613
SAR1A	92.4747	143.52083333333331	129.33068333333333	253.8065
CDC14A	4.844576666666666	2.6878616666666666	2.5834533333333334	6.182893333333333
RAPGEF3	58.71726666666666	49.87078333333333	46.5713	45.756566666666664
CEACAM1	0.6068878333333333	1.9672808333333336	2.0396259999999997	0.0
SENP1	9.719545	14.036818333333335	11.986885000000001	22.57303333333333
DUSP13	0.0	0.0	0.5332399999999999	1.7817566666666667
CIC	216.43366666666668	258.82283333333334	321.49583333333334	316.9821666666666
LIPE	121.89398333333332	90.54766666666667	66.96156666666667	41.903866666666666
PAFAH1B3	111.12203333333332	195.11716666666666	103.51688333333334	46.188050000000004
OPHN1	10.608675	24.188016666666666	30.064783333333335	47.954299999999996
AFM	0.0	0.0	2.972602333333334	0.410725
KIF22	54.075066666666665	45.28355000000001	49.114666666666665	6.694986666666668
SCGN	0.21665	0.24414500000000003	0.49096	0.4824933333333334
LRRC16A	25.96083333333333	32.624849999999995	35.85475	25.47448333333333
PGM1	100.2829	90.91258333333332	132.22966666666665	171.68433333333334
DDX1	180.57583333333332	243.47116666666662	264.8413333333333	234.41700000000003
DNM2	119.20188333333334	119.06241666666669	87.50056666666667	101.26945
EPB41L2	150.3125	125.2808833333333	195.1645	97.58395
RIMS1	50.458283333333334	76.06116666666667	108.69810000000001	203.99316666666664
MOXD1	21.774795	15.947983333333333	36.16988333333333	19.887966666666667
STX7	77.60011666666666	84.3972	77.39985	184.88816666666665
RABL2B	23.276516666666666	12.22302	82.82803333333334	25.80338333333333
KEAP1	158.75983333333332	190.8925	167.89083333333335	173.01733333333334
DDX43	1.3240723333333333	0.09049066666666666	0.0	0.605506
PTPRH	8.368138333333334	5.296941666666666	0.9564298333333333	0.5197728333333334
DCT	4.877916666666667	21.630816666666664	2.9863133333333334	1.7176271666666665
SLC35C2	75.77193333333334	80.22956666666667	107.1583	102.7281
CRYBG3	19.267233333333333	11.616966666666665	9.305165	9.223108333333334
EPHA6	4.821971666666666	6.924058333333334	10.288336666666666	42.6963
SCTR	1.8986683333333332	0.39113983333333335	2.3634133333333334	1.2434319999999999
RFX3	8.049053333333333	12.369015	14.063696666666665	38.0312
RIF1	16.716393333333333	23.453283333333335	22.88381666666667	28.0801
RAB21	54.558233333333334	70.58866666666667	86.00703333333333	118.5915
SLC4A4	34.991616666666665	27.856976666666664	60.691750000000006	151.70000000000002
SMARCA2	179.82333333333335	216.0493333333333	282.77433333333335	295.1383333333334
RDH8	0.0	0.0	4.571458333333333	0.23260666666666666
SESN1	95.64866666666667	188.04833333333337	132.802	165.7775
MID2	14.460099999999999	23.159566666666663	30.027900000000002	42.55303333333333
PIH1D3	0.0	0.0	0.0	1.2397349999999998
COL5A3	43.05083333333334	19.539496666666665	22.739176666666665	2.020951666666667
SRCAP	58.03025	85.29203333333332	107.45173333333332	123.04033333333332
KIAA0020	18.585616666666667	12.925766666666668	21.0487	79.74871666666665
CHRNA3	2.5513475	5.209948333333333	11.906061666666668	4.7381
KCNN2	31.32613333333333	36.25693333333333	36.647549999999995	183.2731666666667
CNOT4	53.09915	59.46096666666667	55.9295	77.01715
PSEN1	97.92613333333334	84.55545000000001	82.33574999999999	132.24183333333332
CPOX	93.21188333333333	92.59786666666668	59.80726666666667	128.22316666666669
CLDND1	1635.394	1045.6119999999999	504.11416666666673	264.20116666666667
MOK	57.21171666666667	24.32443333333333	26.231616666666667	22.759766666666668
HSP90AA1	3265.1866666666665	4592.578333333334	3386.0733333333333	810.6556666666667
RBL1	5.010945	5.402961666666666	8.980356666666667	3.3985199999999995
DLGAP4	156.35933333333332	197.67099999999996	226.03583333333336	418.083
IGSF9B	9.679695	19.088061666666665	58.261983333333326	53.665699999999994
NDC80	0.30982466666666664	0.7137028333333334	0.4352408333333333	0.582999
AP4E1	8.298736666666665	11.721436666666667	13.383983333333333	23.277649999999998
RSBN1	17.789316666666668	29.022816666666667	36.73833333333334	53.18255
MAGI3	41.63816666666666	41.39125	84.27936666666666	79.74448333333332
AFP	1.9381011666666665	31.09606666666667	1.2850300000000001	0.1011685
COL4A4	2.015654	1.1108835	1.9756283333333335	3.4897416666666667
TCF7	3.4195949999999997	1.5629718333333333	1.8251533333333334	8.093828333333333
OSTM1	66.83463333333333	100.74721666666666	100.75593333333335	166.379
CDH7	9.639773333333334	15.470261666666666	17.420566666666666	32.676050000000004
IMPG2	0.07375083333333333	1.0867958333333334	0.16505316666666667	0.8950676666666667
PCNP	199.5103333333333	274.883	240.44283333333337	39.767583333333334
EXD2	79.51941666666666	52.652366666666666	99.28645	180.72483333333335
ARG2	73.84593333333333	130.172	137.07816666666665	17.97015
MEF2C	328.68	598.0476666666667	752.0673333333334	540.202
PTPRC	6.487628333333334	11.613180666666665	3.509283333333333	4.720645
CACNA1S	0.9461085000000001	0.08101666666666667	0.2344575	0.6358456666666666
PKP1	1.1552416666666667	10.999225000000001	1.3853049999999998	0.5687663333333334
UBA5	102.72795	156.63816666666665	87.46805	98.40758333333332
STK17B	10.624155	10.968186666666668	12.913026666666667	22.061883333333338
CDC14B	15.8105	14.116228333333334	9.577475	7.8786
LRP2	21.135229999999996	10.312646666666668	0.42669833333333335	13.766543500000003
JMJD4	53.78313333333333	72.97158333333333	75.63916666666667	90.66618333333334
DUSP12	48.697833333333335	83.14875	107.22925	52.69435000000001
AACS	54.28308333333334	81.34161666666667	120.25683333333332	64.05366666666667
KIAA0141	83.0997	72.23093333333334	131.37728333333334	94.58966666666667
SLC13A1	0.0	0.0	0.0	13.899078333333334
CADPS2	125.52171666666669	177.7118333333333	217.42316666666667	132.83416666666668
PCDHB4	21.280983333333335	14.714436666666666	32.959633333333336	25.933049999999998
PCDHA6	35.55336666666667	47.367999999999995	74.2518	59.751666666666665
PCDHGA2	88.62135	76.83081666666668	77.28493333333333	162.7163333333333
HSPB11	45.92891666666667	27.765316666666664	18.181505	23.07235
PHLPP1	123.51639999999999	110.78426666666667	97.1039	177.66549999999998
ATP8B1	10.798861666666667	14.160516666666668	10.792274999999998	3.635481666666667
IL12RB2	4.186483333333333	2.653486	6.139084999999999	1.0306428333333333
SMARCD3	234.36783333333332	202.61783333333332	185.58533333333335	181.13766666666666
WDR70	43.60398333333333	57.35033333333334	38.49936666666666	27.5397
FYB	3.3314866666666667	5.365803499999999	2.4955	7.290369999999999
MPP4	0.3899975	1.6160806666666667	5.4838916666666675	1.2194493333333334
STRADB	45.710249999999995	28.82508333333334	35.88125	77.33256666666666
BZW1	46.134499999999996	267.4876666666667	244.30916666666667	398.1093333333333
PGR	1.4208041666666666	1.1376389999999998	1.611245	45.922149999999995
C1QTNF3	18.838945000000002	16.882416666666668	17.20383	13.43736
ME2	84.90108333333333	81.15461666666667	35.52118333333333	37.02336666666667
C5orf22	34.24721666666667	37.6953	42.763216666666665	83.12585
CCNT2	36.35588333333333	49.91313333333333	51.73555000000001	70.69445
FAM135A	26.078383333333335	26.421850000000003	33.10805	36.1793
COL19A1	1.4936426666666665	2.685741666666667	6.403028333333332	11.709233333333335
EPB41L3	285.7880666666667	483.8325	391.5815	294.8246666666667
COBLL1	30.2037	22.06828333333333	13.176436666666667	18.871616666666664
DLG3	49.43926666666667	89.84103333333333	140.4368333333333	217.56499999999997
KCNK2	14.641026666666667	21.254199999999997	19.32766666666667	104.24185
SERTAD4	58.53948333333333	70.64104999999999	52.819266666666664	40.92553333333334
TRAF5	20.10571666666667	45.74648333333334	58.63183333333334	11.399646666666667
MRPL22	46.41778333333334	50.81663333333333	34.99218333333334	35.617549999999994
GEMIN5	17.356399999999997	18.85036666666667	22.060850000000002	31.396666666666665
OPRK1	3.654386666666667	16.585221666666666	5.5901033333333325	14.625413333333336
NFE2L1	425.1766666666667	504.42900000000003	585.8001666666667	679.1436666666667
SEMA5B	45.677816666666665	38.0339	5.595403333333333	27.326716666666666
GSK3B	61.76911666666667	105.92166666666667	122.39498333333331	275.7101666666666
ITGB5	51.005599999999994	33.826116666666664	48.19083333333333	84.44445
ERC1	24.34153333333333	29.05258333333333	37.243316666666665	52.389183333333335
XPO1	165.98273333333333	183.0735	153.9725	145.98916666666665
RNF13	261.85433333333333	238.93283333333332	142.5665	349.18083333333334
TRPM3	17.093966666666667	15.585433333333333	21.402966666666668	69.85541666666667
PALB2	21.011366666666664	18.770166666666668	12.140875000000001	2.2340099999999996
DOPEY1	61.331133333333334	85.60883333333334	90.95451666666666	74.09115
LYRM2	60.434183333333344	79.98786666666668	25.89955	93.65253333333332
BCKDHB	25.025166666666667	27.774783333333332	57.83441666666667	63.080533333333335
KAT6A	46.2229	58.11993333333333	80.28116666666666	96.50973333333336
ZCCHC6	18.231800000000003	23.116033333333334	29.14503333333333	76.09986666666667
ULK2	80.88438333333333	89.18311666666666	70.86401666666667	155.198
GRHL2	0.0	0.0	0.1834866666666667	0.11647483333333332
TNPO1	30.067183333333332	33.40136666666667	38.90995000000001	88.95646666666666
PLOD1	69.06245	63.68346666666667	30.49785	39.06715
P2RX5	20.924596666666663	13.953501666666668	40.307566666666666	4.778273333333333
ITGAE	8.482986666666667	4.396543333333334	10.534448333333332	0.6670484999999999
DIS3	39.25255	59.25823333333333	45.057483333333344	31.546899999999997
PIBF1	22.68413333333333	24.617833333333333	19.071966666666665	21.0583
TDRD3	47.7458	45.421150000000004	50.221683333333324	49.43326666666667
PDS5B	69.58415000000001	119.73801666666667	131.41383333333334	140.14383333333333
OXCT1	121.39921666666667	150.79816666666667	280.48400000000004	399.3575
RRAGB	50.947	57.6343	62.8596	154.4178333333333
EPYC	0.0	0.0	0.0	5.523878333333333
CYLD	49.62335000000001	79.03308333333334	68.10536666666665	158.09833333333333
SLC27A5	30.621	16.887583333333335	12.059376666666667	1.9842488333333337
ZNF324	23.0979	51.48183333333333	30.10446666666667	27.20155
ZNF446	28.546333333333337	46.845733333333335	25.78833333333333	13.199018333333335
ZNF264	668.7726666666666	1505.1173333333334	863.2810000000001	0.0
RPS5	1782.205	1722.01	1029.3303333333333	1098.0136666666667
FAT1	24.932433333333336	31.6272	31.272783333333333	46.760383333333344
YTHDC1	0.0	127.53700000000002	179.34016666666665	136.87566666666666
CHMP2B	112.95051666666666	65.99418333333332	128.8085	183.96283333333335
SMAP2	205.88203333333334	320.97816666666665	354.74350000000004	360.3575000000001
PPIE	91.92456666666665	99.91931666666666	59.5114	29.756533333333334
ZMPSTE24	58.01413333333333	65.13903333333333	65.82598333333333	66.50313333333334
STARD7	131.8748	177.34116666666668	187.53733333333335	173.04483333333334
NOA1	51.34948333333333	47.84338333333333	85.73811666666667	59.08628333333334
REST	8.803093333333333	6.022236666666667	4.42028	10.340620000000001
HAL	0.0	0.18124883333333333	0.13573066666666667	0.16363399999999997
SSH1	14.047555000000001	17.907966666666667	29.751950000000004	25.602933333333336
GSTP1	1056.4398333333334	934.5793333333332	851.5936666666666	348.93550000000005
APLP2	483.70783333333344	782.8941666666668	782.0408333333334	923.3651666666666
KIAA1467	77.28406666666667	161.2565	146.63649999999998	299.51050000000004
SLCO1A2	114.69061666666668	42.5812	37.41625	85.48388333333332
WBP11	180.05616666666666	230.86833333333334	219.7165	315.01516666666663
EIF3I	257.14366666666666	315.6148333333333	196.7181666666667	329.2788333333333
NKAIN1	17.313566666666667	7.532283333333333	14.861518333333336	126.49008333333332
COL16A1	41.48645	29.095416666666665	7.896818333333333	8.628135
TXLNA	41.361250000000005	58.762083333333344	65.41369999999999	86.43333333333334
APOB	0.0	0.15846833333333335	0.0	0.32046066666666667
NCOA1	116.9732	176.69000000000003	168.1155	192.86733333333333
AGBL5	52.120233333333324	39.773783333333334	31.529866666666667	32.40193333333334
EFR3B	34.34926666666667	40.84961666666667	94.18438333333334	192.41366666666667
KIF3C	267.79330000000004	462.3703333333333	405.55166666666673	434.8816666666667
RAB10	226.52566666666667	310.4818333333333	227.84966666666665	437.5305
GCKR	4.030911666666667	2.278026166666667	0.6164771666666666	0.5082776666666667
HADHA	211.457	188.04883333333336	121.89716666666668	117.33466666666665
MAPRE3	795.2596666666667	1041.7516666666668	880.2671666666666	878.5189999999999
CAD	28.139866666666666	38.09016666666667	35.6294	27.59005
CD59	157.59421666666668	155.1382166666667	229.53149999999997	28.451933333333333
CD82	60.22893333333334	25.079116666666668	30.266983333333332	52.77641666666667
BCORL1	13.258711666666665	15.720616666666666	16.455033333333333	41.06021666666667
ATRX	67.63526666666667	79.0925	107.80811666666666	150.2275
TAF9	280.06683333333336	344.68149999999997	259.26116666666667	180.5333333333333
FCN1	4.687656666666666	1.2832133333333333	0.6483869999999999	0.0
MYNN	38.61451666666667	51.5529	39.048116666666665	35.14795
MECOM	11.896278333333333	8.087503333333332	4.382383333333333	4.811984999999999
PREP	90.24151666666667	121.866	192.3465	61.11383333333333
HACE1	50.94163333333333	61.877333333333326	50.13016666666667	66.52286666666667
SEH1L	94.82201666666667	127.84526666666666	154.2585	124.62549999999999
WDR47	182.67831666666666	280.9156666666667	334.86099999999993	268.8541666666667
WDFY1	26.002866666666666	34.31013333333333	47.56896666666666	52.88758333333334
OVGP1	23.718799999999998	63.31496666666666	12.074635000000002	21.854133333333333
SLC25A24	14.432459999999999	8.85697	10.30708	5.124616666666666
MAP3K4	36.2169	42.96298333333334	56.578966666666666	72.70838333333332
PILRA	39.95181666666667	31.151966666666667	1.8594283333333335	0.33801166666666665
IGSF9	0.7176221666666667	0.3720031666666666	1.5209708333333332	8.343708333333334
ABCB1	51.783516666666664	39.99975	19.112133333333333	38.0344
ZNF213	44.50401666666667	40.57135	80.07408333333333	18.289716666666667
AKR1B1	200.8793333333333	215.69566666666665	124.09783333333336	6.55482
CPNE3	20.992333333333335	26.246133333333333	18.077333333333332	20.159583333333334
