	Human_Kidney_Average_RPKM	Chimp_Kidney_Average_RPKM	Rhesus_Monkey_Kidney_Average_RPKM	Mouse_Kidney_Average_RPKM
DEPDC7	48.04552999999999	74.162	56.054100000000005	133.79088333333334
CAT	587.1445	1027.445	1286.1583333333333	2522.6949999999997
ZMYM2	101.44466666666666	89.79543333333334	87.52421666666667	88.76316666666666
TBC1D15	146.44751666666667	129.04625000000001	85.10265000000001	105.50385
BAI2	14.015416666666667	1.7022796666666666	2.6708746666666667	1.3085668333333333
HCRTR1	1.1552583333333335	0.5028216666666666	0.5984123333333333	0.6768348333333334
ZCCHC17	81.69445	104.42463333333335	92.02056666666668	124.62024999999998
FABP3	2846.599733333333	9184.538333333332	1060.6499999999999	1522.0001666666667
KHDRBS1	190.10141666666667	188.67916666666667	187.9085	227.49749999999997
TMEM39B	46.85143333333334	54.002633333333335	53.067949999999996	42.26645
CCR2	4.3265183333333335	11.233931666666665	3.211491666666666	22.79371833333333
POLR3GL	57.54621666666666	45.8816	34.62911666666667	49.75588333333334
GHSR	0.0	0.1588865	0.0	0.0
TNFSF10	212.847005	323.12291666666664	596.4420000000001	51.278600000000004
ZNF639	118.99431666666665	124.20283333333333	0.18923333333333334	112.78515
SLITRK3	0.8638583333333334	0.0	0.0	0.0
PIK3CA	36.38999999999999	38.775983333333336	42.58495	158.18699999999998
PDS5A	59.05301666666666	91.517	55.711883333333326	97.79084999999999
TMEM156	2.942235	1.5886166666666668	0.9215766666666667	0.5294383333333333
LIAS	43.9032	44.23708333333334	47.533183333333334	138.5186666666667
CPXM2	181.77020166666668	52.81088333333333	84.77701666666667	8.083889999999998
TMEM54	109.07834999999999	103.07375000000002	47.1463	9.093705
ZSCAN20	3.371518333333333	7.564130000000001	6.181941666666667	7.80941
CSMD2	1.1637616666666666	0.18382400000000002	2.4099793333333337	0.0
HPCA	4.228883333333333	0.6724633333333334	1.1570566666666666	1.4343266666666665
LRIF1	52.91371666666666	76.44053333333333	64.91180000000001	88.78321666666666
ADORA3	7.328878166666667	9.53637	5.220236666666666	0.596606
CLCC1	49.66003333333334	79.06168333333333	52.75985000000001	113.26566666666666
GPSM2	17.045289999999998	10.709528333333333	27.928700000000003	13.595383333333332
GTDC1	21.217810000000004	36.65993333333333	29.632849999999994	22.442316666666667
CXCR4	46.36783333333333	62.58416666666667	32.876583333333336	20.889833333333332
ZRANB3	6.776268333333333	7.473615	9.174928333333334	6.295683333333333
ACVR2A	23.474666666666664	25.643883333333335	39.044716666666666	60.122866666666674
POLK	32.26263333333333	36.151716666666665	27.277916666666666	19.451833333333337
SV2C	0.08895516666666668	0.1557795	0.0	0.20546166666666668
FLT3	6.384083333333334	2.0005946666666667	11.6578425	2.4095955
RPL21	0.48299833333333336	0.9011100000000001	0.0	274.05816666666664
MTIF3	414.38966666666664	357.2681666666667	102.36798333333331	194.48999999999998
GTF3A	249.57450000000003	245.77233333333334	128.94683333333333	139.07883333333334
RASL11A	94.03195000000001	205.41843333333335	135.60116666666667	59.525216666666665
UBL3	178.27036666666666	248.74153333333334	192.70000000000002	496.06333333333333
MTERF4	85.03073333333333	80.68124999999999	94.34628333333335	88.17518333333334
XPNPEP2	172.9281195	142.32518333333334	880.5238333333335	19.584343333333333
SASH3	10.541915333333334	13.568008333333333	4.696885	6.547299333333332
OCRL	29.84855	39.170766666666665	35.74146666666667	35.311083333333336
MRPS2	251.8225	309.6466666666667	278.83433333333335	254.3185
TBX22	0.0	0.2697016666666667	0.0	0.0
FMOD	37.516545	48.67581166666667	20.270766666666667	28.52756666666667
MYOG	0.0	0.0	0.0	0.0
LAX1	0.0	159.20433333333335	0.0	0.0
PLG	438.6672178333334	880.5025	69.72255	1.4136183333333332
KIAA1191	632.0816666666666	880.9611666666666	736.535	3750.6266666666666
COPA	166.6535	201.9348333333334	196.03833333333333	463.7761666666666
CD244	0.7856183333333333	3.7883599999999995	53.85385	2.685881666666667
LY9	2.6172563333333336	6.202218333333334	1.9701328333333334	6.788021666666666
HS3ST2	2.3215506666666665	9.156255	0.7811586666666667	0.24567833333333333
RBBP6	92.0234	92.19279999999999	89.97445	101.04381666666666
ZC3H7A	88.7099	80.60405	73.9181	81.03165
SERAC1	10.118466666666668	17.800265	28.30355	14.228966666666667
ANXA11	401.05833333333334	650.1006666666667	565.9456666666666	300.3623333333333
LDB3	2.8972816666666668	3.8095506666666665	4.371891666666667	1.7072803333333335
OPN4	0.19468666666666667	0.0	0.0	0.0
FAM213A	476.74433333333326	604.7121666666668	592.8215	716.5155
ZNF205	50.74119999999999	55.8683	27.917933333333334	19.422226666666667
NAA60	201.31826666666666	187.94383333333334	361.4083333333333	251.07983333333334
RPL5	4759.7266666666665	2926.28	938.1479999999998	1.1210449999999998
ODF2L	29.449236666666664	32.513083333333334	30.503233333333327	41.02823333333334
PTGFR	5.6366249999999996	12.847540000000002	12.264964999999998	98.76015
TRMT13	41.1998	50.494416666666666	21.393133333333335	22.223283333333328
LRRC39	11.394865000000001	10.37973	4.822303333333334	1.4456816666666665
RWDD3	63.95965000000001	27.396266666666662	52.44238333333333	40.455483333333326
ZNF644	44.13434999999999	51.16571666666667	60.16976666666667	49.34538333333333
CCDC18	5.840926666666667	8.578761666666667	1.5854766666666666	0.8216939999999999
RPAP2	24.013883333333336	34.474	34.77268333333333	52.08598333333333
PQLC1	163.07061666666667	194.28921666666665	85.43295	134.51095
BBS9	27.20753333333333	26.701116666666667	20.347399999999997	27.767083333333332
PMS2	23.982400000000002	50.02125	28.230883333333335	10.364804999999999
ZMIZ2	212.30983333333336	164.2891666666667	151.04383333333334	263.47533333333337
SEPT7	292.71999999999997	361.7205000000001	150.53216666666665	185.25266666666667
EEPD1	36.88335166666667	20.288366666666665	13.453450000000002	16.196353333333334
KLHL7	42.550266666666666	41.5835	37.72325	84.19785
HERPUD2	82.901	104.28195	79.2115	180.799
CBX3	395.2056666666667	284.50149999999996	185.98366666666666	57.929016666666676
HNRNPA2B1	2011.6750000000002	2411.5383333333334	2032.4399999999998	2199.616666666667
WIPF3	10.555390000000001	3.1414241666666665	9.085695000000001	6.262308333333333
NXPH1	0.0	0.0	0.0	1.0296866666666666
NPY	75.82466666666667	0.8492099999999999	6.0277	17.381205
FAM126A	22.041449999999998	24.866333333333333	12.535103333333334	20.506083333333333
HOXA7	80.37989999999999	126.96095000000001	170.7415	232.82916666666665
INHBA	8.266591666666665	16.40341666666667	14.183288333333332	1.102234
FKBP9	166.00199999999998	190.41171666666665	109.82209999999999	277.1918333333333
NT5C3A	57.9441	90.41700000000002	57.193266666666666	165.21016666666665
ARL4A	36.34395	24.643083333333333	4.203636666666667	157.0935
POLM	48.57021666666666	40.9497	12.12850833333333	18.103679999999997
RAMP3	279.7928316666667	241.0108333333333	439.84483333333327	113.35708333333332
FTSJ2	90.34278333333333	103.08158333333334	112.82491666666668	65.86653333333334
TWIST1	7.433410000000001	1.5967266666666668	11.713395	5.269961666666666
SMU1	155.10455	129.09448333333333	126.06166666666667	202.3166666666667
GLIPR2	19.4951	47.509866666666674	21.73061833333333	5.603863333333333
SLC25A51	26.4639	28.838783333333335	74.56965	528.7429999999999
CLTA	680.2031666666668	834.1971666666667	1026.9178333333334	859.6378333333333
RECK	24.740746666666666	31.176250000000007	14.939849999999998	16.70484
SPINK4	0.0	0.0	0.0	9.607008333333335
ACO1	184.74614999999997	330.103	281.3740000000001	922.2631666666666
KIAA1045	0.25547000000000003	0.9296633333333334	1.8325133333333337	4.53473
DNAI1	2.652715	8.908925	6.133593333333334	0.0
DCAF10	43.8907	78.30355	70.66105	79.85721666666667
CNTFR	29.123744999999996	8.234166666666665	8.835621666666668	65.45095
KIAA1549	21.406265	46.96333333333333	41.547716666666666	80.05165
TRIM24	37.60375	37.97776666666667	37.0102	95.24173333333333
C7orf49	107.70631666666667	146.75603333333333	68.25224999999999	15.906
CALD1	249.99220000000005	322.1948333333333	172.03283333333334	84.19765
AKR1D1	0.0	0.0	0.0	67.7609
NUDT10	7.947371666666666	12.736393333333334	0.0	3.84202
SFTPA1	0.0	0.0	0.0	0.0
NEUROG3	0.0	0.0	0.0	0.0
PLAU	46.462266666666665	950.2056666666666	529.1956666666666	1849.6633333333332
SRGN	16361.549999999997	11616.303333333335	0.0	8958.298333333332
CHST3	50.517983333333326	56.28626666666667	31.976249999999997	22.2962
BICC1	53.91343333333334	168.25955	96.69253333333332	249.472
CISD1	480.9156666666666	88.67123333333332	763.7695	3228.52
EGR2	103.7470316666667	13.628761666666668	2.40363	2.7265566666666667
ECD	102.18458333333332	100.52538333333332	61.26500000000001	103.37695000000001
P4HA1	86.68105000000001	45.48861666666667	72.55931666666667	124.44728333333335
SLC25A16	45.19873333333334	14.626523333333333	23.301133333333336	354.9558333333334
ZWINT	25.45205	27.26223333333333	4.545551666666666	405.5206666666666
VPS26A	101.30026666666667	4.108225	144.6285	229.42666666666665
RBM19	51.71028333333334	24.897666666666666	30.5205	28.592399999999998
CIT	22.438468333333333	20.06855	1.1627941666666666	8.077926666666666
IFT81	42.3572	35.67551666666666	28.57626666666667	32.629416666666664
ACADS	176.55919666666668	163.03470000000002	397.40049999999997	649.8240000000001
HVCN1	46.662060000000004	25.82946666666666	24.90421666666667	15.796806666666667
DDX54	108.14896666666665	104.62851666666667	102.74311666666667	115.30700000000002
MED13L	58.130449999999996	62.38123333333332	53.10284999999999	47.857033333333334
CDKN2C	130.92773333333332	79.62818333333333	89.69591666666666	123.12675000000002
RNF11	376.27500000000003	555.1631666666666	445.81850000000003	747.5341666666667
RASSF8	49.41827166666667	14.342754999999999	117.66590000000001	116.27000000000002
BHLHE41	96.24392166666668	13.214461666666665	3.484875	7.444063333333333
SSPN	26.04860666666666	15.776044999999998	16.000066666666665	6.686028333333333
ITPR2	51.42587	33.50168333333334	36.172	76.16648333333333
CCDC91	49.810316666666665	43.963766666666665	44.09726666666666	120.37436666666667
NECAB1	9.227223333333333	1.8487533333333335	0.0	0.0
WWP1	144.94705000000002	167.1976666666667	195.87183333333334	379.4403333333334
ACOT9	40.47791666666667	77.48481666666667	42.30318333333334	282.77
PRDX4	225.42600000000002	217.39466666666667	133.56816666666666	115.15445
DDX39A	186.91200000000003	151.97216666666665	148.32616666666667	90.71828333333333
PKN1	208.88533333333336	133.15656666666666	161.89783333333335	132.29451666666668
C19orf43	594.5178333333333	588.6526666666666	598.6863333333333	536.7563333333334
CD97	78.61770500000002	113.24773333333333	54.915083333333335	66.83066666666666
WDR83	43.69511666666666	24.619783333333334	33.66385	53.89103333333333
GIPC1	232.0721666666667	240.34400000000002	183.46533333333332	221.3311666666667
ACTRT1	0.0	0.0	0.0	0.0
CCDC70	0.0	0.32265499999999997	0.155674	0.0
SPRYD7	70.92460000000001	96.09266666666667	71.47188333333334	179.547
EBPL	178.80583333333334	42.54575	115.408	84.00619999999999
ATP7B	16.858766666666668	15.44214833333333	9.400458333333333	12.646331666666667
NLN	20.485803333333333	51.04364999999999	31.58791666666666	80.40366666666667
CENPK	5.693286666666666	2.29466	0.7693574999999999	3.3181299999999996
OPTN	282.95341666666667	507.69499999999994	80.47931666666666	47.268
ITIH5	109.874355	77.09428333333332	51.648716666666665	49.900266666666674
ATF1	61.63623333333333	78.70076666666667	79.95015000000001	111.5147
TSFM	138.73551666666665	232.16583333333332	220.17316666666667	195.827
NEUROD4	0.0	0.0	0.0	0.1869333333333333
ARHGAP9	9.8213195	9.643646666666667	9.281523333333334	5.906126666666666
NCKAP1L	71.38118833333333	10.711383333333332	5.032841666666667	13.243901666666668
MMP19	9.54596	7.058268333333333	5.126633333333333	4.90792
PFDN5	1758.0766666666668	801.8525	802.9063333333332	490.35716666666667
SPATS2	66.2974	62.472566666666665	53.12611666666666	57.42520000000001
ORMDL2	423.98600000000005	432.6934999999999	316.29833333333335	476.77283333333327
NR4A1	1640.7141666666666	262.5660500000001	79.86181666666668	23.25753333333333
PDE1B	18.736421666666665	19.452516666666664	4.805878333333333	7.250715
HOXC13	1.711001666666667	0.0	0.0	0.0
CDK2	42.59481666666667	57.37241666666667	41.19818333333333	38.72291666666667
LRP1	61.81700000000001	61.58358333333334	50.20046666666667	56.291066666666666
HOXC11	23.133501666666664	0.6759403333333333	3.8185699999999994	1.8767233333333333
ATG101	377.44366666666673	372.24566666666664	253.1115	184.96933333333334
NFE2	4.3659783333333335	8.136732666666665	0.9258146666666667	0.9168015
HOXC12	7.616933333333333	0.0	0.0	0.0
IKZF4	21.697900000000004	16.965366666666664	19.272883333333336	14.088651666666669
SMUG1	123.05383333333334	85.62436666666667	82.45523333333334	49.34588333333334
TUBA1B	968.2105	853.4748333333333	403.83216666666664	69.92545
METTL21B	29.601333333333333	60.57215	80.11800000000001	34.170300000000005
KBTBD4	82.34513333333332	89.38523333333335	82.49736666666666	88.88100000000001
SARDH	47.656621666666666	61.59681666666666	141.55005	501.5901666666667
DBH	5.123836000000001	5.934681666666667	1.68157	0.0
ATPAF1	164.3962	227.5395	117.40496666666667	0.0
STIL	5.871862833333334	6.285748333333333	5.042323333333333	0.7143223333333334
HJURP	7.679291666666667	0.7418183333333334	1.09719	23.180266666666668
IL13RA2	13.165644999999998	9.629925	1.660458333333333	0.0
COL10A1	1.8613586666666668	2.0076366666666665	0.6830403333333334	0.16945483333333333
AMD1	122.65136666666668	207.25633333333334	1.5628675	0.0
NDUFAF4	189.59763333333333	235.82866666666666	208.15600000000003	276.3123333333333
USP45	12.819611666666665	22.75458333333333	20.8191	32.2034
PLP1	5.459814999999999	2.566903333333333	5.043915000000001	8.377235
SERPINA7	9.044666666666666	0.6663466666666666	0.0	2.8046016666666667
MORF4L2	801.5655	994.6873333333334	564.774	276.809
RAB9B	8.804615	3.058621666666667	1.5544633333333333	0.0
NRK	11.60474	16.943066666666667	20.887833333333333	0.0
FAM199X	63.81436666666667	72.91005	33.98591666666667	16.751383333333333
RAB9A	148.97236666666666	239.76699999999997	204.5995	349.70733333333334
METTL8	9.75585	12.844721666666667	2.387923333333333	21.025733333333335
TTC21B	28.746666666666666	38.66174999999999	12.698083333333331	22.88071666666666
NMI	76.15075	76.22158333333333	57.14326666666667	60.78111666666666
TNFAIP6	73.07205666666667	3.2469766666666664	0.3102525	0.0
ACVR1C	2.0078686666666665	11.093691666666665	28.682850000000002	0.8898066666666667
BAZ2B	28.095106666666666	51.0832	22.282083333333336	44.94115
SLC36A1	15.736991666666666	21.142033333333334	10.950351666666668	175.6141666666667
LPGAT1	31.94948333333333	58.805550000000004	29.983116666666664	191.30766666666668
BATF3	11.209633333333334	18.04043	5.631606666666666	4.421133333333334
KCNJ2	11.362498333333333	16.449756666666666	16.44525	90.88414999999999
RAP2C	136.24598333333333	119.01228333333331	82.09293333333333	159.30116666666666
EXOSC9	49.6291	36.478633333333335	22.359466666666666	50.7908
PLA2G12A	110.78408333333334	126.39933333333333	185.85333333333332	113.71466666666667
B9D2	48.00973333333334	22.24608333333333	118.02026666666666	83.36448333333333
ADCK4	77.26183333333333	82.57791666666667	92.88000000000001	75.81858333333334
PFKFB2	46.86249833333333	125.51326666666667	53.946400000000004	43.983066666666666
C4BPA	0.0	8.6908	0.0	1.1095266666666666
C4BPB	5.973426666666666	2.2911516666666665	0.25546833333333335	2.1443066666666666
RAB38	27.879749999999998	22.55066333333333	7.786731666666667	68.30906666666667
GPR83	1.2004683333333335	1.5602053333333332	1.0393976666666667	0.0
AGO2	17.451716666666666	16.585003333333333	17.276416666666666	87.78445
MXD4	211.86125	204.91899999999998	203.74683333333334	263.2625
CKS2	323.45873333333327	267.29449999999997	76.01629999999999	1.1510733333333332
DAW1	12.22257	0.4774928333333334	0.7617106666666666	0.538975
ACSL3	82.68488333333333	147.79216666666667	171.50666666666666	72.07703333333333
CHPF	235.72015000000002	139.50083333333333	184.14766666666662	88.95368333333333
DNPEP	140.2219	193.84933333333333	165.41416666666666	151.197
INHA	24.257130000000004	8.294889999999999	15.130173333333333	9.717396666666668
MOGAT1	12.066413333333335	5.994266666666667	17.118291666666664	516.4308666666667
OBSL1	136.81616666666667	36.68553333333333	30.12328333333333	6.309354999999999
FAM124B	3.426643333333334	3.477658333333333	0.0	0.43115499999999995
SLC12A4	89.12335	89.74219999999998	146.65966666666665	48.81263333333334
ENKD1	108.65936666666668	105.33601666666668	89.50021666666669	26.819433333333333
MC3R	0.78477	0.0	0.0	0.0
GCNT7	0.0	0.0	0.0	0.734395
CTCFL	2.784641666666667	0.0	0.13275783333333332	4.750323333333333
FAM210B	121.06101666666667	107.21069999999999	171.1455	94.72056666666667
FAM209A	1.1201366666666666	4.484416666666667	16.911733333333334	2.1884100000000006
SNX21	94.08940000000001	68.77251666666668	131.17066666666668	104.06603333333332
SLPI	29.36208333333333	27.304885	61.390833333333326	225.93318333333332
WFDC3	3.706983333333333	3.44579	0.6758716666666666	0.2700516666666667
TTPAL	17.60343	23.36988	37.48791666666667	43.45609999999999
PREX1	39.77359	28.551283333333327	17.915816666666665	16.98625
KCNS1	0.0	0.48502666666666666	0.613725	6.599568333333333
SLC12A5	2.6033969999999997	0.05737899999999999	0.4406506666666667	3.1399516666666667
ARHGAP40	7.857182666666667	2.1019783333333333	0.20001133333333332	0.5951976666666666
SDC4	947.8307	1283.7551666666666	999.3615	1553.6283333333333
NCOA3	43.666149999999995	49.870383333333336	40.7505	147.3898333333333
PIGT	337.11600000000004	380.6333333333334	326.4026666666667	380.66366666666664
MATN4	0.44066333333333335	2.86318	3.4017	7.764746666666667
NCOA5	87.90038333333335	95.2165	102.25580000000001	105.95139999999999
VAPB	103.99973333333334	183.44950000000003	220.68733333333333	370.83616666666666
PARD6B	108.37698333333333	87.77708333333334	183.9126666666667	215.79933333333335
ATP5E	5911.87	6282.291666666667	6330.36	5348.643333333333
CHD6	47.083866666666665	39.08188333333333	58.29521666666667	47.66395
PLCG1	125.39928333333332	93.29251666666666	66.40605	98.08531666666666
TOX2	64.13755333333333	8.7915	13.212330000000001	1.110707
SRSF6	1008.3263333333334	275.5888333333333	795.9128333333334	456.0248333333334
GDAP1L1	8.27351	0.5291716666666667	0.3658748333333333	0.5427913333333333
GTSF1L	0.0	0.0	0.0	0.0
ARFGEF2	61.02748333333335	58.253133333333345	62.92245	105.71741666666667
ZNFX1	71.65661666666666	112.48938333333332	54.16356666666667	155.67533333333333
ZNF831	0.8443233333333334	0.0	0.0	2.059835
EDN3	0.0	2.01003	0.5307066666666667	26.6844
CSE1L	100.90851666666667	103.51563333333333	115.50200000000001	93.88963333333334
TMEM189-UBE2V1	162.6075	107.00928333333331	100.57978333333334	769.1556666666667
RAB22A	40.89785	62.9715	31.630599999999998	87.0157
PTGIS	6.8777384999999995	40.63333	18.717983333333333	34.894866666666665
STAU1	266.8826666666667	351.68	245.756	172.4368333333333
CDH26	1.9300233333333334	6.795751666666665	17.68025	0.0
SNAI1	20.99316	23.283428333333333	18.36296666666667	22.01381666666667
MOCS3	23.518136666666667	21.438436666666664	46.59943333333334	63.95203333333333
STX16	200.319	162.47383333333335	109.27356666666667	122.07899999999997
PPP4R1L	16.739858333333334	48.437099999999994	56.327549999999995	19.407641666666667
PMEPA1	238.74575166666668	103.79468333333334	135.54771666666667	375.35099999999994
RNF114	221.81349999999998	220.60816666666668	179.60850000000002	213.02233333333334
DDX27	87.91185	83.53323333333333	64.87429999999999	66.76265
RBPJL	0.28124166666666667	1.4442766666666669	0.11503000000000001	0.2058116666666667
SEMG1	167.89333333333335	0.0	0.0	0.0
C20orf85	0.0	0.0	0.0	0.0
BCAS4	5216.306666666667	534.196	2764.9266666666667	0.0
KCNK15	30.700321666666657	33.51403333333333	0.7331616666666666	0.0
TP53TG5	0.0	0.6939616666666666	1.036615	0.6315233333333333
PCK1	1160.4229416666667	2730.55	2408.8216666666667	17104.866666666665
ZBP1	3.1287900000000004	15.803758333333334	2.7777616666666667	8.637495
NEURL2	36.98005	32.967666666666666	48.54963333333333	38.26735
MTRR	55.760383333333344	150.38766666666666	109.52123333333334	37.687933333333326
FASTKD3	31.449849999999998	35.202783333333336	27.563883333333333	45.72756666666667
PEPD	578.2973666666667	943.2928333333333	646.1005	663.6640000000001
CHST8	0.0	0.0	0.0	10.197066666666666
IQSEC2	23.150838333333336	17.232583333333334	22.8967	71.47271666666667
STAMBP	84.34903333333334	172.388	89.36191666666667	60.52486666666667
NAGK	87.29039999999999	159.09815	118.127	108.3019
MCEE	111.90066666666667	97.25565	263.28450000000004	385.3651666666667
PAIP2B	51.50904666666667	68.92248333333332	76.11035	71.68315
SNRNP27	93.35043333333334	125.34724999999999	86.35244999999999	125.43718333333334
MPHOSPH10	81.85428333333334	98.38378333333333	76.21033333333334	57.102866666666664
IL17C	0.37469	0.669075	0.0	1.7814716666666666
ATP8A1	14.971241666666664	9.445598333333331	8.034738333333332	13.329413333333335
USP22	167.58891666666668	185.14016666666666	163.01149999999998	95.18668333333333
POF1B	3.0046215000000003	1.6923111666666666	0.13872583333333333	1.1296711666666668
HIF3A	11.766841666666664	18.24517833333333	1.5908490000000002	7.598886666666668
ZNF576	2487.17	4067.2549999999997	3699.6066666666666	0.0
ZNF45	291.0806666666666	273.84083333333336	327.86533333333335	0.0
NDP	1.349725	8.744333333333334	1.306955	0.0
USP9X	112.7615	98.88398333333333	96.93734999999998	230.45016666666666
CRISP2	2.853816666666667	1.8849366666666665	0.0	0.0
F13A1	27.788455	25.05197166666667	13.320658333333332	6.854171666666667
GRM4	1.6025383333333334	0.146538	0.8279121666666667	0.8465225000000002
TRERF1	15.170577666666667	11.22986	7.901926666666667	13.112266666666665
PACSIN1	4.61574	0.8660783333333333	22.470333333333333	2.745813333333334
BTN2A2	41.96726666666667	34.26038333333333	66.40151666666667	0.0
SIRT5	70.41275	113.83819999999999	95.33478333333333	41.01323333333333
MRS2	69.8307	86.26344999999999	40.07606666666667	134.4942
WRNIP1	170.74433333333332	186.30683333333332	168.76283333333333	120.02618333333334
RRP36	105.83278333333332	110.1791	96.65741666666668	61.36528333333333
BTN1A1	0.11337416666666666	0.11173816666666665	0.0	0.0
SNRPC	517.1183333333333	522.9316666666666	78.93603333333334	150.35684999999998
SLC17A3	234.67648683333334	2278.442666666667	1451.8533333333332	1979.6046666666668
SLC17A1	160.63952	564.0515000000001	428.62283333333335	2700.5249999999996
SERPINB6	462.8168166666667	102.0355	296.67150000000004	158.88566666666668
XPO5	30.161033333333332	31.392083333333336	35.649950000000004	67.41756666666667
ABCC10	31.1281	48.956700000000005	132.89399999999998	40.51955
HIST1H1D	5.69944	1.5602400000000003	0.0	1.2150283333333334
PEX6	53.89833333333333	48.90365	153.6675	188.87050000000002
NQO2	616.2841666666667	2184.090166666667	275.92566666666664	129.65600000000003
PRICKLE4	66.44363333333335	22.747831666666666	46.59656666666667	14.261075
OARD1	67.76350000000001	123.94098333333334	107.07258333333334	144.69516666666667
UNC5CL	52.39075333333333	133.6155	31.95705	0.6910470000000001
AARS2	31.656516666666672	21.735533333333336	46.66355000000001	38.682566666666666
HIST1H1A	0.7217866666666666	0.0	0.0	0.7662749999999999
RPS10	1365.8755	1061.7545000000002	1719.2883333333332	0.9194999999999999
MOCS1	79.08225	149.76486666666668	227.7746666666667	169.62016666666665
HIST1H2BJ	10.306088333333333	66.11751666666667	29.121150000000004	0.0
MED20	35.8358	35.93508333333334	67.81696666666666	72.22888333333333
SPDEF	0.7470716666666667	1.74659	5.120575	0.0
TCP11	3.1327191666666665	1.0717774999999998	0.8251949999999999	2.3812349999999998
MAD2L1BP	83.61163333333333	77.80235	113.41093333333333	62.57151666666667
APOBEC2	2.431048333333333	0.0	0.7859583333333333	23.613366666666664
KLHDC3	166.17485000000002	212.63716666666667	222.256	168.4215
GNMT	5.611478333333334	14.976583333333332	36.52813333333334	287.7685000000001
DNAH8	0.23515748333333333	0.350576	0.03148636666666666	0.3741756666666667
TREM1	8.392208333333334	42.99701666666667	2.2521066666666667	0.0
MEA1	323.2341666666667	312.4481666666666	391.06750000000005	276.86266666666666
KLHL31	5.307613333333333	6.691161666666667	2.7586794999999995	0.645285
CDKN1A	12289.033333333333	9234.564166666665	1987.0266666666666	3551.5946666666664
GLO1	192.60758333333334	234.5375	243.9825	190.35500000000002
CPNE5	8.0243185	4.632718000000001	4.218805000000001	0.7929726666666667
KCNK17	2.4404166666666667	2.1789	7.690016666666668	0.0
RREB1	58.49431666666667	49.00976666666667	67.96926666666666	101.01593333333334
SSR1	97.00595	210.02183333333335	177.94733333333338	284.31683333333336
RIOK1	27.80456666666667	50.408683333333336	30.686216666666667	23.326516666666663
NRN1	427.4882783333333	4.781705	4.573041666666668	0.5064216666666667
SLC35B3	77.5689	62.28643333333334	93.86219999999999	49.71005
RPP40	21.241235	29.224366666666665	62.482916666666675	88.0244
ATXN1	21.70241	42.84853333333333	38.84095	32.68881666666667
NUP153	64.9463	78.12315000000001	55.32325	100.72748333333332
DEK	126.81973333333333	182.35283333333334	48.73983333333334	187.79166666666666
EEF1E1	117.92978333333333	246.65383333333332	166.46599999999998	74.35248333333334
CRISP1	0.0	1.2770783333333338	0.0	0.0
RUNX2	5.433856666666667	4.516151333333332	3.1716316666666664	4.157443333333333
OPN5	0.0	0.15548916666666668	0.0	0.0
GCM2	0.23631499999999997	0.25327483333333334	0.0	0.0
LRRFIP1	77.19868333333334	82.96198333333335	34.46543333333333	29.7586
RAB17	204.09123666666665	210.56508333333338	178.60783333333333	170.3895
CXCL6	11.692433333333334	11.597973333333334	0.0	0.0
EREG	0.0	0.0	0.5430483333333334	0.0
MYRF	13.405775	28.410583333333335	13.354031666666666	24.044883333333335
AHNAK	107.55103333333334	89.25001666666667	111.4116	48.59671666666667
EMC3	165.45183333333333	131.8606	147.0395	202.15016666666668
SSUH2	2.223212	0.5670016666666666	1.2149801666666666	1.426152
WNT1	1.5275866666666669	0.1633095	0.0	0.0
SH3TC1	163.70344000000003	169.55063333333334	131.3767	218.23166666666668
CNOT1	127.57090000000001	141.61700000000005	136.95383333333334	161.54033333333334
LRRC29	21.247546666666665	35.86765	53.99981666666667	17.170913333333335
BBS2	121.46101666666668	102.05628333333334	136.509	50.85006666666666
MT2A	802.05435	6649.651666666668	1235.6778333333334	2595.7846666666665
C16orf70	19.250066666666665	18.586133333333333	22.439400000000003	32.89415
GOT2	487.635	374.31733333333335	476.53700000000003	897.7384999999999
DOK4	129.25093333333334	151.05966666666666	271.8851666666667	51.989133333333335
PIWIL1	0.5173716666666667	1.5569034999999998	3.4376830000000003	0.0
GPR18	4.40009	5.811793333333333	2.4021503333333336	6.813925
CLYBL	130.46365	194.38750000000002	74.30206666666668	397.25033333333334
TMTC4	41.16403333333333	33.043083333333335	74.34546666666667	48.08796666666667
RAP2A	52.13295	53.0531	50.34555	31.90755
SLC10A2	12.190518333333335	11.231951666666667	42.38345	187.71223333333333
ABCC4	27.033283333333333	28.699699999999996	115.40750000000001	69.0263
EFNB2	90.02520833333334	61.91303333333334	43.1732	42.828383333333335
TM9SF2	365.9621666666667	403.7683333333334	366.1499999999999	890.7931666666667
C17orf53	4.0738866666666675	0.5738516666666666	0.0	1.3151033333333333
KIF25	1.9934666666666667	0.5592183333333333	15.855726666666667	0.0
IRF1	71.57979999999999	177.52714999999998	42.23836666666667	61.77893333333333
UPF3B	55.944950000000006	51.67011666666667	52.432433333333336	58.99100000000001
RNF113A	104.51675	88.30353333333333	88.54984999999999	21.91725
SEPT6	91.78306666666667	86.80579999999999	27.524066666666666	27.638049999999996
TMEM255A	6.644009999999999	3.98324	3.2423816666666663	0.0
NDUFA1	3431.5533333333333	2638.8399999999997	423.0933483333333	2805.3033333333333
ATP5S	75.43175000000001	89.63646666666666	56.82493333333334	75.37843333333332
BMP4	27.855941666666666	77.31061666666666	57.97808333333333	363.8786666666667
PTGER2	4.3836	20.027815	7.454656666666668	0.0
