	Human_Prefrontal_Cortex_Average_RPKM	Chimp_Prefrontal_Cortex_Average_RPKM	Rhesus_Monkey_Prefrontal_Cortex_Average_RPKM	Mouse_Prefrontal_Cortex_Average_RPKM
HPS5	11.579994999999998	18.27883333333333	15.840743333333336	25.46986666666667
GTF2H1	86.82613333333332	105.51944999999999	60.76449999999999	82.23215
POU2AF1	0.23358833333333331	0.5436733333333333	0.5115866666666666	0.2767883333333333
PTPN5	280.70266666666663	297.2751666666667	329.7476666666667	503.29150000000004
VWF	48.39391666666666	80.98094999999999	17.695508333333333	34.06843333333334
PSMD9	70.80138333333333	47.430816666666665	82.63233333333334	54.46891666666667
P3H3	32.13035	44.404516666666666	86.92935	44.31758333333334
PPFIBP1	86.6667	59.760916666666674	52.65875	47.160716666666666
PRPF40B	61.55616666666666	45.788000000000004	81.0356	98.48813333333334
CD69	3.29988	0.0	0.0	0.0
PRDM4	86.49544999999999	100.61645	43.76235	74.7331
COQ5	72.85313333333333	66.12186666666668	41.740833333333335	141.82216666666667
CORO1C	119.91203333333333	151.28933333333336	99.00411666666666	162.39833333333334
ASIC1	103.77745	108.62055000000002	109.15845	174.4525
DAO	0.31421	0.0	0.6775950000000001	1.2439383333333334
CAPRIN2	146.52766666666665	136.6915	81.87336666666666	18.240283333333334
KCTD10	53.10661666666667	37.67976666666667	57.667183333333334	103.44028333333334
SLC11A2	47.64768333333333	69.88153333333334	35.50004833333334	61.463699999999996
MLEC	83.17268333333334	92.48445	92.46958333333332	141.53833333333333
MVK	38.8081	56.8045	17.907216666666667	48.431450000000005
CSRNP2	116.99451666666666	135.9695	156.36848333333333	66.43926666666667
CAMKK2	344.4183333333333	359.916	343.1856666666667	392.7728333333334
BIN2	6.388365	22.694033333333334	9.992226666666665	7.060938333333333
IL23A	0.43787166666666666	1.2095383333333334	2.456611666666667	0.8182900000000001
ATP5B	2434.963333333333	2313.0049999999997	434.6371666666667	4118.388333333333
PTGES3	500.138	143.131	471.5361666666667	0.0
SYT10	6.463418333333333	6.8876316666666675	7.883156666666668	33.36103333333333
BCL7A	89.65690000000001	96.84931666666665	91.83056666666666	159.619
RSRC2	287.046	295.4978333333333	14.765783333333331	267.68850000000003
CYP27B1	0.8028209999999999	3.090771833333333	1.4729133333333333	1.8018339999999997
MYF6	0.0	0.2888383333333333	0.5261733333333334	41.0385
MYF5	0.0	0.0	0.0	0.0
LIN7A	46.36285	42.4609	43.41336666666667	81.77093333333333
KRT18	2.6264233333333338	2.1274016666666666	1.7588616666666665	4.729241666666667
ACSS3	17.356118333333335	26.560399999999998	7.554361666666669	4.2455099999999995
TNS2	65.13818333333334	69.93631666666667	90.58443333333334	35.945150000000005
GLI1	2.7709799999999998	3.1593190000000004	5.960446666666666	10.69375
PPM1H	60.36056666666667	69.12758333333333	62.904081666666656	74.72496666666667
METAP2	144.94733333333335	197.94033333333334	145.46483333333333	294.24233333333336
LTA4H	72.40261666666666	90.25846666666666	45.7087	70.30668333333334
ELK3	12.000391666666667	13.947196666666665	8.367038333333333	24.594250000000002
SLC6A12	60.48008333333333	64.34393333333334	45.7574	5.992197333333333
WNT5B	14.572771666666666	28.867833333333326	5.313558333333333	7.7352316666666665
MAGOHB	13.864505000000001	14.244383333333332	9.864248333333334	19.804
TRPV4	0.54676	0.64148	2.192771666666667	7.01146
ITFG2	31.037583333333334	36.4367	131.90335	48.086099999999995
FOXM1	3.7507599999999996	5.079831666666666	5.274244333333333	2.7928465
PRR4	0.0	19.949	0.0	0.0
PRMT8	122.44346666666667	105.07783333333333	57.59480000000001	259.04466666666667
PARP11	14.390413333333333	19.58216666666667	9.295161666666665	29.0403
ARPC3	328.7036666666667	89.99028333333335	343.57699999999994	403.5011666666666
GPN3	38.4125	71.39098333333332	58.10975	51.459916666666665
VPS29	445.5711666666668	485.4055	359.22333333333336	459.62300000000005
FGF6	0.19255	0.30225833333333335	1.4869416666666666	0.7045516666666667
MYL2	0.0	0.0	1.3403233333333333	7.950341666666667
RAD51AP1	4.03317	0.6445783333333334	2.29744	5.1751016666666665
CUX2	63.26793333333334	53.298700000000004	81.50521666666667	120.9287
SH2B3	27.260666666666665	27.04943333333333	18.714935	58.56666666666666
AKAP3	1.6982916666666668	13.260608333333332	3.97066	0.6555283333333334
MANSC1	124.14321666666667	108.69485000000002	115.11301666666668	44.70163333333333
KCNA1	68.39798333333333	91.95281666666666	76.245075	288.69050000000004
DUSP16	33.744416666666666	45.14025	48.011226666666666	16.524466666666665
CREBL2	255.05133333333333	312.5731666666666	227.3207166666667	147.547
ACAD10	21.318450000000002	17.60635	7.959968333333333	6.651788333333333
ALDH2	581.6075	405.8996666666667	344.44800000000004	269.56233333333336
CDKN1B	269.41883333333334	302.02799999999996	248.6713833333333	137.79483333333334
GPRC5D	0.5714116666666667	0.0	3.208725	0.0
NAA25	27.135900000000003	66.90553333333332	29.123921666666664	64.54831666666666
GSG1	4.612496666666667	3.420685	0.50625	2.1136033333333333
SCNN1A	0.5008793333333333	3.153771666666667	2.1873281666666666	16.919216666666667
LTBR	10.644283333333332	18.867723333333334	22.834859999999995	22.26365
OGFOD2	26.69345	27.315066666666667	60.283849999999994	88.89111666666666
CDK2AP1	594.1260000000001	332.1001666666666	304.1186833333333	0.0
OAS3	7.98085	15.868883333333335	11.187531	0.13692766666666667
OAS2	9.95531	11.213320000000001	2.0246365	1.7067693333333331
ART4	0.0	0.0	0.4694583333333333	0.20575833333333335
MGP	57.24723333333333	66.39047	100.74193333333335	135.48905
RASAL1	63.04703333333333	46.97773333333333	50.797311666666666	112.43283333333333
ARHGDIB	42.183883333333334	57.32831666666667	25.538149999999998	39.7811
GTF2H3	41.691916666666664	85.02311666666667	42.313966666666666	43.55501666666667
EIF2B1	90.53776666666666	102.72033333333333	76.72896666666666	80.93645
DDX55	43.076249999999995	25.483166666666666	29.384583333333335	48.86973333333333
SLC38A1	62.94263333333333	75.51988333333334	67.03134333333334	138.60766666666666
RERGL	34.74576666666667	10.51655	50.737500000000004	0.388535
ENDOU	5.111958333333333	7.73883	15.281710000000002	8.19623
C12orf49	74.34891666666665	154.18660000000003	101.28546666666666	55.89801666666667
VDR	0.58705	0.31267333333333336	2.771516666666667	1.4260833333333334
FZD10	2.1307353333333334	1.2060816666666667	4.150413333333334	4.726141666666667
RFC5	16.57065	26.273349999999997	11.447269999999998	33.39313333333333
STX2	16.853236666666668	28.969183333333334	5.327693333333333	17.874616666666668
GPR133	3.2985566666666664	6.947988333333332	5.88036	2.593928333333334
COPZ1	17.945266666666665	9.327463333333334	11.662130000000003	32.93356666666667
TBC1D30	37.066833333333335	60.34966666666668	36.023381666666666	116.48424999999999
CAND1	207.16616666666673	248.042	206.46181666666666	226.07950000000002
IFNG	0.0	0.0	0.0	0.0
RAB5B	353.4986666666666	374.642	174.5835833333333	226.39183333333332
MDM1	17.671033333333334	22.38885	18.98411	12.248566666666667
NUP107	18.346999999999998	26.65745	18.801461666666665	21.43173333333333
CNOT2	76.61566666666668	79.49823333333335	56.44383333333332	93.2964
TIMELESS	6.112511666666666	5.490998333333334	2.806576833333333	4.81646
CPSF6	118.74240000000002	157.5591666666667	134.49321666666665	157.82383333333334
KRR1	54.00426666666667	59.46313333333333	59.35958333333334	54.962916666666665
MRPL51	500.8306666666667	482.92350000000005	385.46399999999994	306.8195
GAPDH	11660.116666666667	11023.983333333332	13120.116666666667	0.4074883333333333
NOP2	56.315349999999995	70.00516666666667	58.84721666666667	54.08066666666667
CHD4	138.546	174.712	167.83649999999997	268.59099999999995
ACRBP	1.3876018333333333	11.926056666666668	0.3004695	20.191783333333333
UHRF1BP1L	89.93233333333335	102.69665000000002	66.53509833333332	137.6505
COPS7A	385.895	350.2501666666667	346.70433333333335	417.6323333333333
ING4	130.06718333333333	133.47400000000002	100.70296666666667	98.57599999999998
GNB3	19.411649999999998	12.429974999999999	66.85950000000001	0.0
CDCA3	5.40438	3.3995533333333334	0.6413933333333333	2.6285833333333333
CHPT1	190.56466666666665	93.99118333333332	188.255	117.76373333333333
USP5	267.06916666666666	267.44766666666663	273.30866666666674	300.8376666666666
TPI1	2182.391666666667	1480.375	2009.6883333333333	2125.995
GNPTAB	123.88599999999998	97.90686666666666	37.765746666666665	89.13531666666667
SPSB2	17.789711666666665	23.026400000000006	23.381199999999996	18.238133333333334
ENO2	1510.6871666666666	840.1076666666667	1501.1593333333333	1983.1833333333334
ATN1	940.131	855.8760000000001	1002.5671666666667	464.07216666666665
C12orf57	862.1985	1077.2535	2005.3649999999998	1117.6281666666666
PTPN6	6.530561666666667	10.624654999999999	24.100816666666663	9.371193333333332
LPCAT3	31.56101666666667	43.17946666666666	25.972083333333334	46.071416666666664
NT5DC3	25.882800000000003	44.76773333333333	27.482771666666665	132.33499999999998
SLCO1B3	0.0	0.0	0.0	0.5389925
APOBEC1	0.0	0.0	0.0	5.159491666666667
NANOG	0.0	0.0	0.6597416666666667	0.0
SUDS3	53.9081	50.45431666666667	96.71086666666667	149.73333333333332
GOLT1B	82.71691666666668	51.30863333333334	45.18939666666666	72.69091666666667
GYS2	0.6554713333333333	0.0	0.0	0.3712326666666667
LDHB	3230.9383333333335	2986.4266666666663	105.43903333333334	2300.8250000000003
PRKAB1	49.17933333333334	57.908883333333335	33.969699999999996	32.729350000000004
CMAS	464.4071666666667	372.86483333333337	405.55266666666665	263.6511666666667
HCFC2	33.18078333333333	34.86886666666667	36.761858333333336	44.91578333333334
ST8SIA1	49.768683333333335	35.76506666666666	38.37210999999999	51.474916666666665
CLEC4A	5.982563333333334	4.600971666666667	1.2236066666666667	2.1924249999999996
C2CD5	88.92973333333333	101.04386666666669	57.91519333333333	81.76418333333334
AICDA	0.0	0.0	0.0	0.0
RAB35	121.95024999999998	106.10700000000001	126.27724999999998	180.06199999999998
PHC1	15.433883333333334	116.88064999999999	58.098283333333335	92.74961666666667
COX6A1	7592.04	13033.283333333333	11305.681666666665	18272.866666666665
AL021546.6	1474.9099999999999	2554.4549999999995	2144.6116666666667	3511.813333333334
RFX4	21.70647166666667	25.60675	16.324326666666668	19.206933333333332
RIC8B	42.62123333333333	45.467233333333326	38.04412666666667	128.9055
SRSF9	512.6846666666667	520.6179999999999	369.59633333333335	239.9195
FGFR1OP2	276.63483333333335	281.3201666666667	131.50375	259.9621666666667
KLRB1	0.42361	0.0	0.0	0.0
COL12A1	10.827261666666667	6.010446666666667	10.480296666666666	6.202123333333333
BTN3A3	18.66683	25.427159999999997	53.26873333333333	0.0
TDP2	138.4385	161.0425	121.94125000000003	51.93338333333333
FRK	0.8613548333333334	0.19140166666666666	1.863447833333333	0.9114999999999999
DSE	17.595283333333334	14.070469999999998	7.774798333333333	16.473533333333332
RWDD1	231.7935	202.78099999999998	209.98233333333334	137.25833333333335
RSPH4A	3.331428333333333	4.786551666666667	2.5693366666666666	8.311613333333334
MAK	1.7779578333333335	1.0729185	1.1119143333333334	7.8390933333333335
PAK1IP1	58.41721666666668	46.5874	51.137966666666664	92.25223333333334
GCNT2	1.5718086666666666	2.129723333333333	6.775908333333333	47.808216666666674
SMIM8	102.04201666666665	146.76033333333334	57.94091666666667	118.87053333333331
NEDD9	43.10978333333333	37.99406666666666	27.01891666666667	26.911983333333335
CEP85L	12.579841666666667	11.490415	9.956521666666667	28.872133333333334
ADTRP	20.862750000000002	6.54842	7.900563333333333	2.7757133333333335
ASF1A	73.49073333333334	80.13948333333333	61.6196	66.34375
MCM9	4.39562	6.603651666666667	6.404116666666667	7.763551666666667
FAM184A	45.398833333333336	30.820866666666664	17.027383333333333	42.551849999999995
RNGTT	24.239216666666664	20.088350000000002	19.46056	35.10263333333333
MAN1A1	45.625233333333334	44.24373333333333	41.707555	54.490766666666666
GABRR2	0.5867615	0.17295333333333332	0.0	7.205775
SERINC1	1999.3933333333332	1982.635	1264.4591666666665	2018.1383333333333
HDDC2	384.19249999999994	273.2373333333333	131.99383333333333	57.3319
TPD52L1	132.36553333333333	229.0485	112.34306666666667	102.41183333333333
HINT3	118.01976666666667	112.54344999999999	123.44075	62.474700000000006
NCOA7	190.45566666666664	228.5705	194.79938333333337	111.98213333333335
FAM65B	36.962700000000005	28.36385	24.418492333333337	66.94091666666667
SASH1	56.48265000000001	77.27126666666668	42.65828	63.15924999999999
UST	39.65045	46.38406666666666	56.86362833333333	42.81718333333334
FBXO5	9.775913333333335	8.181128333333335	8.821658333333334	6.1748666666666665
MTRF1L	58.353566666666666	111.867	106.55534999999999	24.6568
PPARD	123.615	119.61326666666668	119.8478	80.77793333333334
OPRM1	6.091286666666666	4.194521666666667	3.79586	13.650158333333332
FANCE	6.904573333333333	5.727351666666666	14.742130000000001	24.3773
TULP1	0.0	0.0	0.0	1.1310366666666667
SLC26A8	12.634071666666665	11.286431666666667	2.8300188333333334	19.594833333333334
MAPK14	46.62125	46.78626666666668	58.75816666666666	101.83186666666667
RHAG	0.0	0.0	0.7191451666666667	0.19999166666666668
KCTD20	63.97641666666667	61.18858333333333	44.46725000000001	129.92711666666665
STK38	14.577516666666668	13.423214999999999	12.684328333333333	36.8214
SRSF3	441.25633333333343	503.6438333333333	309.74100000000004	45.818983333333335
SOD2	2757.6300000000006	3408.191666666666	1139.3888333333332	3724.236666666667
MRPL18	403.1463333333333	336.9153333333333	340.19666666666666	364.99183333333343
IL17A	0.0	0.0	0.0	0.0
IL17F	0.0	0.0	0.5373166666666667	0.4905216666666667
MCM3	32.75748333333333	23.6516	2.19077	5.698398333333333
RNF8	120.41161666666666	144.36216666666667	151.4665	137.46216666666666
PHACTR1	171.01333333333332	222.0871666666667	229.0070666666667	697.8206666666669
MDGA1	17.324175	10.630558333333333	31.17827166666667	38.73205
ICK	21.65941666666667	41.26691666666667	20.57289066666667	30.622583333333335
FBXO9	320.2511666666667	244.84499999999994	237.70534999999995	159.56300000000002
CD83	106.36226666666668	26.936916666666665	44.801950000000005	35.46255
MDN1	27.397116666666665	31.12516666666666	30.57845	23.46365
GLP1R	0.7085899999999999	0.5692449999999999	0.9583341666666666	3.8972883333333326
SAYSD1	30.268816666666666	63.47755	93.23688333333335	46.3862
BMP5	1.3914301666666666	1.5008333333333332	6.376913333333333	8.852121666666667
BACH2	8.039575000000001	9.501368333333334	7.109896666666667	14.097531666666667
RBM24	27.255925	20.528200000000002	36.95212833333333	77.57495000000002
CAP2	668.2808333333334	425.2761666666666	440.30819999999994	445.02700000000004
TREML2	0.36765999999999993	0.0	0.0	1.756265
ZNF451	36.114983333333335	43.31045	21.391189999999998	46.306983333333335
BAG2	31.85886666666667	31.78005	37.59666666666667	18.549286666666667
RAB23	39.36513333333333	53.72606666666667	35.679085	43.84185
TSPO2	0.3791583333333333	0.0	0.36193499999999995	0.0
FHL5	17.05202333333333	6.7870816666666665	6.3784600000000005	1.2151150000000002
FBXL4	26.82531666666667	41.92328333333334	19.044063333333334	61.26688333333333
CCNC	41.03188333333333	29.593766666666664	24.328365000000005	35.321400000000004
E2F3	37.257666666666665	44.50386666666666	25.994911666666667	52.532599999999995
SIM1	0.0	0.0	0.07154766666666666	0.8997533333333334
ASCC3	15.15275	26.7212	11.35029	26.074683333333336
BVES	6.429304999999999	3.4150150000000004	6.728995	13.701723333333334
COL9A1	4.742736666666667	1.337676	12.585731666666666	0.21216083333333335
MED23	41.20785	55.208216666666665	54.03387166666666	53.192299999999996
WASF1	825.7981666666666	693.4884999999999	377.2939833333333	688.4645
GPLD1	15.133249999999999	16.42835	5.5488816666666665	60.631116666666664
ALDH5A1	120.59566666666667	131.92364999999998	82.50473333333333	120.55616666666667
AIM1	3.55766	2.3728175	1.7253406666666669	1.297362
VNN1	0.8947716666666666	0.4725633333333333	1.6901599999999999	2.897171666666667
ACOT13	201.87233333333333	241.03233333333333	145.5295	387.50933333333336
SMAP1	113.97378333333334	154.66133333333332	90.10085166666666	193.3365
RPS12	2450.6316666666667	2701.978333333333	89.89148333333333	0.0
C6orf62	294.3133333333334	334.23116666666664	261.3445166666667	548.1055
B3GAT2	30.409633333333336	29.29071666666667	19.619705	22.966516666666664
GMNN	17.065313333333332	29.5899	30.10183333333333	17.45388
EYA4	1.5223933333333335	2.660759833333333	3.1500116666666664	5.224593333333334
SOBP	153.879	140.04999999999998	176.65138333333334	139.83433333333332
NR2E1	31.93075	37.29836666666667	29.018663333333336	23.603983333333332
SNX3	907.3961666666665	718.3485000000001	708.7255	462.6691666666666
SLC17A2	0.0	0.0	0.38621	0.20609
HBS1L	130.78038333333333	146.8775	113.58409999999999	74.04436666666665
TRIM38	7.396755	9.625846666666668	7.832556666666666	0.4328093333333333
PEX7	22.541633333333333	20.757216666666665	18.616093333333335	49.968316666666674
ZBTB24	23.4368	40.38453333333333	20.27800166666667	31.637616666666663
FIG4	105.21836666666667	107.51525	58.12576666666667	64.657
PERP	25.95523333333333	4.277441666666666	33.62685	32.73583333333334
KIAA1244	33.99965	50.17921666666666	38.98471166666667	66.41571666666665
SLC16A10	3.283161666666667	4.006853333333333	3.7964783333333334	7.187706666666667
HECA	43.61006666666666	49.85738333333333	53.02733	60.407016666666664
GPR126	2.203334	1.7536885	6.223419333333335	4.489795
PHACTR2	9.422358333333333	10.395380000000001	13.006	30.238566666666667
EPM2A	32.9463	23.760183333333334	21.382924999999997	100.95678333333335
SLC39A7	0.0	109.9843	149.609	216.37533333333332
UNC93A	0.0	0.0	0.0	0.0
SLC22A2	0.39375333333333334	3.375633333333333	3.472913333333333	3.0624966666666666
PHF1	0.0	188.50500000000002	224.55650000000003	88.37765
CUTA	0.0	453.4413333333334	373.8711666666666	155.14183333333332
PACRG	34.863283333333335	27.716083333333334	41.72951666666666	34.497816666666665
QKI	391.39633333333336	568.0615	368.1743333333334	495.57149999999996
C6orf118	1.3373350000000002	0.34398666666666666	0.0	3.2510216666666665
PDE10A	8.42836	7.584825000000001	9.899742333333332	359.32033333333334
MDFI	7.438858333333333	0.85032	29.4192	0.6203666666666666
TFEB	36.23815	52.66365	44.07255000000001	46.59913333333333
SMOC2	31.366516666666666	9.685273333333335	11.903844999999999	54.17885000000001
CCND3	205.12516666666662	173.01533333333336	142.55168333333333	99.21385
BYSL	33.52236666666666	31.4695	40.0855	78.48046666666666
FAM120B	112.2973	117.18266666666666	114.36636666666668	153.0495
TBP	45.478366666666666	67.31916666666667	29.980316666666667	52.95695
GUCA1B	6.838923333333333	7.410571666666666	1.3000933333333335	0.0
PRPH2	12.203583333333333	2.689063333333334	0.5975083333333333	0.20997000000000002
GLTSCR1L	53.722366666666666	74.64813333333333	51.48592666666667	117.104
PPP2R5D	202.55266666666668	204.47333333333336	177.89518333333334	218.1438333333333
MRPL2	137.39016666666666	151.245	205.1	169.5645
PTK7	13.772629999999998	20.7016	8.255481666666666	17.931715
SRF	150.81016666666667	164.01950000000002	116.16698333333335	232.59533333333334
CUL9	48.560900000000004	62.516633333333324	42.14528333333333	91.82923333333333
DNPH1	142.0955	187.99816666666663	46.536633333333334	8.091513333333333
DUSP22	65.65406666666668	72.85438333333333	72.73671666666668	45.902366666666666
EXOC2	35.053666666666665	45.47043333333334	106.38139999999999	48.74843333333333
COX7A2	1115.0685	880.1506666666668	7.019761666666667	1832.4683333333332
TMEM30A	456.9206666666667	429.4926666666667	399.3141666666667	862.7421666666668
GMDS	37.304383333333334	23.510066666666663	22.09058333333334	11.796483333333333
SENP6	126.28516666666667	135.58733333333336	79.6881	111.359
IMPG1	1.1362173333333334	2.010462	0.171295	0.3962951666666667
VEGFA	75.25708333333334	65.35805	64.1988	106.51316666666666
PRPF4B	95.48094999999999	123.98266666666667	91.14236666666666	196.20866666666666
TTK	0.7640235	2.4524733333333333	0.24756	0.25960666666666665
SLC29A1	110.68381666666669	149.20533333333333	92.50935	64.08303333333333
WISP3	1.89114	1.2402015000000002	2.0355898333333333	2.1200683333333337
LAMA4	17.19765	14.505766666666666	15.520118333333334	8.609036666666666
FAM46A	6.193698333333333	6.023381666666666	9.467338333333334	15.499550000000001
CLIC5	6.986510000000002	6.505533333333333	0.9331999999999999	18.922923333333333
FBRSL1	72.5571	72.31416666666667	91.2337	73.36438333333332
ENPP5	150.98941666666667	221.08083333333332	162.32196666666667	906.6129999999999
LY86	5.76715	14.801948333333334	10.026571666666667	31.9188
PRSS16	4.87527	3.3896333333333337	8.719185000000001	0.9049681666666668
MEP1A	0.0	0.0	0.0	4.210041666666667
TBX18	11.914781666666668	2.7484448333333336	3.4072666666666667	5.41591
ERBB2IP	41.8944	76.16091666666667	33.08108000000001	91.41935000000001
PCDHB2	13.717415	4.750341666666667	14.98901666666667	17.636166666666668
HARS2	52.3374	54.96286666666666	76.25895	50.24283333333333
NUDT12	37.24138333333333	45.1295	31.792033333333336	18.3463
CEP72	13.465393333333331	7.948809999999999	6.656156666666667	3.884591666666667
MAN2A1	34.65076666666667	51.75214999999999	25.59186666666667	32.52296666666666
SEMA5A	14.449771666666665	11.179785	26.922434999999997	30.225850000000005
C7	4.833245000000001	5.631225	17.436116666666667	2.035118833333333
PAPD7	60.200250000000004	70.75785	63.397633333333324	78.27303333333333
GHR	7.115106666666667	7.351495	5.494712833333334	41.731300000000005
DAP	46.49065000000001	79.5074	43.99141666666666	17.92548
NME5	135.89225	32.32572	16.990536666666667	66.38633333333333
BRD8	86.6293	124.86200000000001	122.93373333333334	61.25863333333333
KIF20A	0.17416333333333334	0.16982316666666666	0.2413721666666667	6.019201666666667
NNT	195.7075	188.4725	115.61416666666666	73.31295
MRPS30	140.36283333333333	129.48833333333332	187.72333333333333	121.62201666666668
HSPA9	564.8133333333334	499.02299999999997	386.7055	537.7308333333334
MRPS27	110.14635	154.946	69.36851666666668	45.78483333333333
PFDN1	102.3568	104.64514999999999	207.4428	300.43666666666667
HBEGF	23.443605	15.985901666666665	17.948563333333336	40.7167
SLC4A9	1.7099706666666667	1.223687	0.6347013333333332	0.7142641666666667
LOX	3.750246666666667	4.49779	4.819458333333333	5.549309999999999
GZMK	0.830275	0.0	1.6116566666666667	5.519588333333334
CDH9	52.666599999999995	43.729816666666665	41.59216833333333	58.80009999999999
APBB3	107.87533333333333	125.43966666666665	120.04899999999999	87.76198333333333
TMCO6	15.335916666666668	23.74275	36.00836666666667	21.41085
SPARC	491.11483333333337	408.9453333333333	707.4876666666664	631.8138333333335
IK	277.1005	553.7486666666667	300.43216666666666	348.85966666666667
HMGCR	176.1230833333333	139.992	95.13041166666666	151.00466666666668
COL4A3BP	71.92346666666667	90.10173333333334	71.69985	115.36183333333332
FAF2	48.564816666666665	68.19785	59.032016666666664	81.51648333333333
HAND1	0.422575	0.0	0.0	0.0
PCDHB3	6.807291666666667	9.919426666666668	7.585663333333333	42.07405
PCDHB5	21.071416666666668	17.007933333333334	10.062911666666668	15.710746666666665
PCDHB6	17.588066666666666	34.7665	18.164585	24.02985
PCDHB7	7.070823333333333	4.303693333333333	3.4048629999999993	13.072993333333335
PDE8B	136.72400000000002	121.52050000000001	91.98414166666667	129.31481666666664
CLK4	94.46336666666666	81.07201666666667	80.93695000000001	161.3021666666667
PCDHB15	14.862343333333333	18.62535	11.354055	27.32565
HAVCR1	0.0	0.6016166666666667	0.0	0.0
GRM6	0.8967300000000001	0.6244585	1.3711636666666667	0.0
ITK	0.45433149999999994	0.32834483333333336	0.6448661666666666	1.2612146666666668
RNF130	183.14716666666666	275.4053333333333	259.2046666666667	202.92216666666664
THG1L	9.802806666666667	14.071278333333332	8.985083333333334	24.60336666666667
ARSB	23.501916666666663	18.698883333333335	28.13098333333333	187.58450000000002
CLINT1	116.41665000000002	120.55550000000001	116.30356666666664	142.138
THBS4	38.496249999999996	9.574365000000002	1.2822818333333335	28.476766666666666
CNOT6	31.49008333333333	27.29191666666667	30.91205666666666	90.73791666666666
IL12B	0.0	0.0	0.0	0.0
BTNL8	1.2663699999999998	1.1624633333333334	2.7166116666666666	0.0
TTC1	335.62833333333333	309.0273333333334	282.8568333333333	134.4991666666667
MSH3	25.277333333333335	21.752916666666664	25.493651666666665	36.11633333333334
RASGRF2	121.47973333333333	122.60216666666668	106.87048166666666	121.60903333333333
GABRG2	446.9538333333333	529.5390000000001	337.3603333333333	437.43933333333325
CCNG1	69.17131666666667	78.36548333333333	106.56575	350.24016666666665
POLR3G	20.345948333333332	11.819861666666666	46.90788333333334	11.960623333333332
DROSHA	77.24943333333333	87.55596666666668	70.48271666666668	155.6738333333333
CDH6	26.128	21.405033333333336	19.772875	30.918233333333333
LMNB1	10.854721666666668	15.97525	15.540686666666668	24.301399999999997
ARRDC3	41.199733333333334	88.66951666666667	37.780120000000004	124.08871666666666
GOLPH3	212.64000000000001	264.31466666666665	185.3303166666667	376.2196666666666
SUB1	743.7674999999999	424.6075	620.6746666666668	665.5088333333334
NPR3	1.4521783333333333	0.8838431666666667	2.628448	9.045811666666665
FAM172A	35.559799999999996	33.72741666666667	39.01237166666667	57.37896666666666
SLC27A6	1.5466933333333335	1.3213545	1.5446663333333335	0.3657916666666667
TARS	87.32416666666666	101.18703333333333	109.8025	68.79603333333333
IRX4	0.0	0.0	0.0	0.0
LNPEP	15.6231	34.912483333333334	21.06597883333333	81.15990000000001
PDE4D	24.86621666666667	29.802583333333335	24.571371666666664	71.94024999999999
RAD1	79.37946666666666	86.26425	39.38034999999999	36.58518333333333
BRIX1	74.52068333333334	79.22153333333333	65.36976666666668	56.55286666666667
AGXT2	0.0	0.0	0.3108733333333334	0.25762
PRLR	0.2625765	0.3872633333333333	0.348503	8.648658333333334
SLC12A7	22.788633333333333	18.239483333333336	6.905241666666666	5.847599999999999
IL4	0.0	0.0	0.0	0.9703233333333335
RAD50	70.08606666666667	77.65091666666667	35.392583333333334	21.596
IL5	0.0	0.0	11.118143333333334	0.0
ST8SIA4	10.879565000000001	7.860296666666668	6.627018333333333	17.76465
GNPDA1	96.39663333333333	86.36663333333333	60.27054999999999	47.06331666666667
PCDH12	5.028593333333332	7.599313333333334	2.045579	0.30344866666666664
SKP1	2124.0166666666664	1814.0716666666665	390.95216666666664	1319.1433333333334
NUP155	16.55453333333333	24.300666666666668	33.470850000000006	26.10093333333333
PPP2CA	765.0535	0.0	597.6650000000001	861.781
FGF1	171.1842833333333	83.50836666666667	131.1373166666667	82.00098333333334
NR3C1	68.93273333333333	86.16673333333334	69.88786333333333	109.11578333333334
C5orf15	79.08598333333333	80.41346666666668	76.59282666666667	151.7295
PPWD1	83.94593333333334	62.99415	31.254050000000003	31.17721666666667
LIFR	31.088216666666664	57.39810000000001	29.23124833333333	35.74693333333334
TRIM23	149.11024999999998	191.90750000000003	138.26665166666666	156.29999999999998
TRAPPC13	63.85971666666668	93.64211666666667	59.019533333333335	103.36246666666666
C9	0.0	0.0	0.0	0.0
SEC24A	17.021616666666663	21.098766666666666	19.388268333333333	30.445399999999996
TXNDC15	182.10133333333332	173.40566666666666	189.97116666666668	243.19683333333333
TTC33	116.60008333333333	137.09616666666668	107.71033333333332	198.11166666666665
RARS	93.78148333333333	79.46459999999999	102.86435	107.46671666666667
WWC1	96.69143333333334	70.96156666666667	81.76953333333333	167.908
H2AFY	238.2495	251.52516666666668	233.46933333333334	180.80349999999999
TCERG1	121.428	132.97133333333332	102.16641666666668	102.76100000000001
DPYSL3	105.20150000000001	97.94116666666667	82.8283	46.214483333333334
SMAD5	28.304233333333332	48.64831666666666	31.364173333333326	46.04613333333334
CSNK1A1	279.99150000000003	326.2998333333333	252.63808333333338	368.5126666666666
HMGXB3	54.902950000000004	54.477799999999995	56.702	74.35878333333334
ERGIC1	80.9695	84.32675	79.32415	188.98816666666664
PDGFRB	63.99549999999999	65.18333333333334	37.419666666666664	35.20186666666667
CDX1	1.0840416666666666	0.0	0.0	0.0
ATP6V0E1	70.0554	112.47484999999999	45.22501666666667	68.41781666666667
BNIP1	40.11698333333334	43.195233333333334	36.0644	73.80288333333333
