	Human_Muscle_Average_RPKM	Chimp_Muscle_Average_RPKM	Rhesus_Monkey_Muscle_Average_RPKM	Mouse_Muscle_Average_RPKM
MTMR4	14.198218333333335	14.411833333333334	12.242368333333333	36.10165
TRIM37	21.329783333333335	28.445683333333335	21.536516666666667	18.248050000000003
P2RX1	6.650828333333334	1.9198086666666667	1.1374723333333334	2.172246833333333
DHX40	34.4449	34.16193333333333	69.97961666666667	66.30488333333334
TUBD1	14.258708333333333	27.441683333333334	44.04646666666667	37.576100000000004
KPNB1	214.54000000000005	411.6456666666667	285.4828333333333	180.07716666666667
GOSR2	99.12161666666668	174.1716666666667	110.53196666666668	113.28896666666667
PNPO	32.52701666666666	58.94980000000001	56.03071666666667	15.950916666666666
RPS6KB1	42.0415	87.87143333333331	86.58843333333334	54.29510000000001
CDK5RAP3	177.4496833333333	156.76716666666667	76.2859	60.57619999999999
CBX1	177.51731666666663	0.0	80.4047	287.55833333333334
RECQL5	15.46705	15.453999999999999	24.63938333333333	19.4909
GALK1	26.95595	25.29831666666667	19.8475	17.86876666666667
INTS2	4.365172	12.114223333333333	12.434916666666666	5.399775000000001
CAMTA2	101.2403	155.32516666666666	165.0755	147.46983333333333
MED13	31.733549999999997	70.80536666666666	35.76006666666667	59.79131666666667
HOXB6	9.380093333333333	7.4407233333333345	5.964181666666668	8.459100000000001
ENO3	13234.341666666667	7747.125	24926.91666666667	15873.404999999999
PFN1	1665.975666666667	1678.1416666666667	1164.98	1995.165
RNF167	248.87599999999998	180.3985	150.43533333333335	151.69516666666667
SLC25A11	599.4313333333333	583.5369999999999	533.0581666666666	950.0808333333334
RASD1	1177.4303499999999	210.84709999999998	6.444886666666666	15.670706666666666
CHRNE	3.9705033333333337	1.6466500000000002	0.8097116666666665	56.208133333333336
RAI1	12.600528333333335	11.748650000000003	9.823988333333332	25.696133333333332
NUP88	72.11563333333335	152.06485	88.46673333333332	105.41676666666666
C1QBP	504.85650000000004	548.5163333333334	533.5411666666668	507.54133333333334
SLC6A4	0.22640533333333335	0.366741	22.315431000000004	2.3143935
BLMH	34.450183333333335	80.47103333333332	110.21464999999999	83.38335000000001
CPD	17.366066666666665	49.06298333333333	40.32751666666667	112.78283333333333
GOSR1	32.108466666666665	32.49043333333333	44.417566666666666	42.99755
CCDC47	209.20083333333335	471.1643333333334	256.95883333333336	411.7526666666667
MED31	36.52523333333333	89.32956666666666	113.39006666666667	59.90200000000001
DRG2	42.20778333333333	82.33125	86.17186666666667	123.67166666666667
FTSJ3	49.07041666666667	90.51236666666667	45.512683333333335	94.23378333333334
AKAP10	14.642943333333335	24.5089	17.82012	22.005366666666664
ALDH3A1	2.615962	1.0377328333333333	57.509645000000006	5.297625166666665
SMARCD2	57.78601666666666	51.28088333333334	55.73096666666667	43.99821666666667
ICAM2	177.45146666666665	126.03546666666666	54.64236666666667	28.789199999999997
SYNGR2	1076.4501666666667	619.8593333333333	1231.7533333333333	1807.4700000000003
B9D1	7.364725	4.939080000000001	16.279333333333334	5.2522150000000005
UTP6	46.74801666666667	29.49266666666667	27.01	53.73628333333334
DDX5	821.4825	813.8431666666667	528.5198333333334	1214.1215
C17orf75	29.682133333333336	29.447883333333333	17.435316666666665	89.88825000000001
CYTH1	41.64638333333334	60.475500000000004	23.720483333333334	54.752900000000004
PSMD11	185.22583333333333	407.22416666666663	365.63016666666664	462.4506666666666
LGALS3BP	145.96011666666666	47.97358333333333	26.139816666666665	43.3433
ASIC2	0.0	0.0	0.0	0.8321883333333334
CCL7	0.0	0.0	0.0	3.5881899999999995
CCL2	450.73659999999995	60.67675	22.56195	5.951065
CCL8	22.103966666666665	0.0	0.0	0.73174
CCL1	0.0	0.0	0.0	0.0
PEX12	37.991616666666665	41.828450000000004	38.926050000000004	76.9303
KRT32	0.25355666666666665	0.0	0.24561833333333336	0.0
DHX58	12.760301666666665	19.80666666666666	11.208694999999999	2.5594180000000004
KAT2A	173.89491666666666	128.6235333333333	105.7731	45.39691666666667
RAB5C	166.12368333333333	221.6208333333333	193.184	184.912
NAGLU	27.6949	16.377741666666665	13.364946666666668	23.887966666666667
HSD17B1	17.615485000000003	9.672946666666668	4.046779999999999	0.7186533333333333
MLX	223.61883333333336	252.38883333333334	201.52800000000002	47.48069999999999
CNTNAP1	13.561208333333331	20.64416	5.893363333333333	4.165969
ABI3	11.341178333333332	6.40234	7.885806666666667	15.177733333333334
EZH1	71.29518333333333	112.16108333333334	100.60579999999999	77.67228333333333
DLX4	0.7244716666666667	0.17558333333333334	0.20822666666666667	0.0
COL1A1	78.03109833333335	36.45925333333333	135.26393333333334	116.61153333333333
SGCA	1685.9263333333336	1355.9116666666666	693.3313333333334	932.7028333333333
PTGES3L-AARSD1	114.64741666666667	107.97791666666667	70.48016666666668	118.69190000000002
MRPL27	280.52450000000005	269.27549999999997	333.74399999999997	143.24433333333334
VAT1	120.92916666666666	55.817283333333336	103.48644999999999	66.75336666666668
LRRC59	61.76496666666665	133.44741666666667	63.10691666666667	135.95783333333335
RND2	2.257665	3.0093650000000003	8.432791666666668	10.066325
ALOX12	1.3834633333333333	1.4206583333333336	2.448123333333333	3.444079
HDAC5	207.66625	244.53883333333337	195.74799999999996	187.28366666666668
ABCC3	0.4648016666666667	3.5938386666666666	7.088016666666667	2.475801
LUC7L3	232.52223333333336	358.1138333333334	217.81566666666666	180.28100000000003
PPY	0.0	0.0	5.938785	0.0
MPP2	0.0	0.0	4.775933333333334	3.645901666666667
SMURF2	19.281966666666666	21.475416666666664	29.300833333333333	48.193099999999994
DUSP3	797.0348333333333	1376.1013333333333	651.3745	402.7163333333333
CACNG1	952.3245000000001	830.0156666666667	679.6553333333333	1897.2250000000001
EFTUD2	90.00031666666666	143.74418333333332	96.75205	56.28621666666667
HLF	17.362193333333334	13.909561666666669	21.40693333333333	25.45578333333333
SLC16A6	3.71074	28.109399999999997	18.159705	21.130799999999997
PRKAR1A	391.1416666666667	714.5603333333333	539.2088333333334	308.36083333333335
EFNB3	0.0	0.0	0.0	13.207566666666667
FAM20A	6.930506666666667	1.8828303333333336	5.999321666666666	24.62595333333333
YWHAE	2847.3349999999996	3947.285	2277.903333333333	2584.4333333333334
MMD	27.161266666666663	30.510166666666663	15.58851	68.26531666666666
RANGRF	54.633183333333335	87.89280000000001	56.10978333333333	72.65863333333333
DPH1	104.54854999999999	61.06888333333333	50.34263333333333	18.891450000000003
MAP2K6	74.87836666666666	183.58186666666666	32.36648333333334	89.64046666666667
DHRS7B	147.57500000000002	146.02563333333333	52.50965	134.50358333333332
WSB1	204.27021666666667	238.511	109.95815	46.52628333333334
RCVRN	0.0	1.381335	6.941081666666666	0.0
MYH1	8104.658666666666	23546.27366666667	38370.36666666667	6626.305
SLC9A3R1	20.088373333333333	11.606144999999998	11.309258333333334	22.879189999999998
MYH3	57.00251666666666	90.48813166666667	40.29771166666667	6.106933666666667
NAT9	17.54359	30.154133333333334	32.66363333333333	54.0825
TMEM104	8.728251666666665	10.474593333333333	15.626943333333335	17.59469
VTN	0.560755	0.5923433333333333	0.43638000000000005	1.2639399999999998
TNFAIP1	54.77695000000001	63.50514999999999	85.2414	176.157
IFT20	27.640948333333338	20.996316666666665	23.595105	83.8463
TMEM97	40.22195	46.50716666666668	31.06181666666666	8.321516666666666
CDR2L	10.115255	7.589998333333334	22.251333333333335	9.368975
PMP22	914.5210000000001	145.87331666666668	168.87316666666666	114.58271666666667
FOXN1	0.0	0.0	0.0	0.0
UNC119	24.03152333333333	47.59935000000001	37.16195	58.16676666666667
ALDOC	23.881678333333337	14.276048333333334	30.071749999999998	32.28149
SUPT6H	123.96368333333334	167.97771666666668	140.34816666666666	146.4245
RAB34	6.527285	7.020133333333334	7.443196666666665	7.029348333333332
PHF12	43.678599999999996	69.44513333333333	38.730266666666665	57.958116666666676
PHOX2B	0.0	0.0	0.0	0.0
TMEM33	25.802471666666666	28.977683333333328	55.89315	99.57891666666667
GABRA4	0.0	1.4322096666666664	0.20787999999999998	0.45341666666666663
GNRHR	0.3848766666666666	0.186285	0.0	0.0
SLAIN2	180.44533333333337	464.95016666666675	398.0498333333333	380.62283333333335
OCIAD1	331.9481666666667	436.5265	343.23066666666665	607.7043333333332
CWH43	1.5341316666666664	0.0	0.14352616666666665	0.3038366666666667
DCUN1D4	26.861073333333337	18.376233333333335	12.924311666666666	12.943589999999999
USP46	20.049173333333332	39.62498333333334	25.00353166666667	22.478951666666664
SULT1E1	0.0	0.0	0.0	1.9100166666666667
ODAM	0.29513833333333334	0.0	0.0	0.0
CHIC2	18.532843333333332	18.276211666666665	9.151463333333334	28.130126666666666
NMU	0.0	0.0	0.0	0.0
KIAA1211	0.3235766666666667	0.16233683333333332	1.6467301666666667	1.2017649999999998
LAMTOR3	46.39908333333333	56.96436666666667	42.38341666666667	152.33266666666665
PF4V1	0.0	0.0	1.2403866666666665	136.21033333333335
NFKB1	37.841413333333335	61.11248333333333	29.628133333333334	48.278549999999996
AREG	0.0	5.632936666666666	0.43684666666666666	0.0
MANBA	16.83785	8.56217	6.490031666666667	6.717413333333333
UBE2D3	139.36364999999998	152.26878333333332	221.00783333333334	570.6663333333333
MAPK10	7.942071666666667	5.653225	1.636330166666667	1.3609116666666665
ELF2	108.70696666666667	108.18795	112.74070000000002	164.20833333333334
NDUFC1	0.0	0.0	0.0	5551.39
UCP1	0.0	0.0	0.0	0.20622666666666667
TBC1D9	12.608698333333331	8.157918333333333	10.434763333333333	2.314928333333333
ZNF330	121.74451666666668	64.43698333333334	67.6939	114.86491666666666
INPP4B	18.399065	68.28103333333334	21.10225	7.522436666666667
GAB1	27.063596666666665	32.628033333333335	20.66493333333333	97.88848333333334
KLHL2	10.86848	16.751716666666667	13.529781666666667	20.1635
CPE	193.21181666666666	166.91825000000003	107.47738333333332	1018.065
RPL34	2441.9466666666667	1848.9516666666668	0.0	0.0
WFS1	58.307566666666666	49.442766666666664	148.6543333333333	233.97300000000004
ANXA10	0.0	0.0	2.4746653333333333	0.0
GRPEL1	194.28566666666669	238.92	223.842	545.7481666666666
GAR1	61.91618333333333	59.16211666666666	50.57143333333334	57.25390000000001
CLCN3	42.7566	73.80866666666667	93.70356666666665	84.14555
AADAT	7.8786983333333325	6.851781666666667	4.75566	15.267696666666666
GALNT7	3.527267333333333	5.620418333333333	3.230048333333333	7.996369999999999
DHX15	110.56183333333331	153.82216666666667	124.6793	191.84433333333334
SEPSECS	7.34663	9.096145	10.891799999999998	11.843233333333332
TRIM2	7.763128333333334	10.003	5.968578333333333	3.230036
SLC2A9	1.6232333333333333	2.1766590000000003	0.0	1.1180016666666666
FBXW7	60.79531666666667	63.37075000000001	59.94186666666667	33.53113333333333
NEIL3	0.10700383333333334	0.0	0.0	0.0
TBC1D19	4.10404	6.077535	2.8298816666666666	37.251283333333326
CLNK	2.3557833333333336	0.0	0.305165	0.0
WHSC1	26.023799999999998	39.71313333333333	30.73098333333333	12.319155
SH3D19	48.620450000000005	68.08616666666667	52.27648333333334	20.724018333333333
STIM2	20.1996	27.992233333333335	14.551070000000001	132.40495
NKX3-2	0.0	0.0	0.0	0.7983566666666667
MFSD10	48.97193333333333	74.94326666666667	76.56161666666667	20.752806666666668
GLRB	10.072645	11.077358333333335	5.465661666666666	3.5194883333333338
BST1	5.625396666666667	8.030671666666665	6.952191666666668	0.21293166666666666
RAPGEF2	32.181933333333326	52.4515	44.83193333333333	27.810999999999996
HGFAC	0.9714349999999999	0.3839085	0.0	0.9039741666666665
SNX25	23.7483	40.1247	14.48885	17.00251666666667
LRP2BP	13.387464999999999	3.8032116666666664	20.459549999999997	52.6576
UFSP2	174.62683333333337	114.29171666666667	94.88018333333332	125.81099999999999
KLF3	44.704766666666664	71.14451666666668	43.87545	51.30965
KLHL5	26.613	34.4229	8.981536666666667	12.716563333333333
FAM149A	16.582803333333334	43.322733333333325	22.126358333333332	6.58643
NCAPG	0.6316593333333334	6.634283333333333	1.0564308333333334	0.09547366666666668
UGDH	22.630704999999995	19.751695	24.15291666666667	24.45872
PPARGC1A	160.31754999999998	86.12868333333334	34.013133333333336	143.70946666666666
DDX25	0.26129166666666664	6.617913333333333	0.8625393333333333	0.5244028333333334
CRYAB	18028.333333333332	16554.755	6068.255	8789.636666666667
DBX1	0.0	0.0	1.3107449999999998	0.0
HTATIP2	69.36086666666667	120.19085	92.62196666666667	51.92681666666667
CTSC	67.57276666666667	56.673266666666656	102.26221666666667	128.43691666666666
CCDC34	14.567253333333332	17.225483333333333	35.623133333333335	29.987816666666664
ZBTB16	255.32966666666667	340.817	206.75266666666667	370.97299999999996
ELP4	31.666166666666665	46.29568333333333	29.557150000000004	16.098200000000002
ZPR1	57.91426666666667	64.74383333333333	92.98003333333332	71.93441666666666
MTCH2	51.48265	54.40501666666666	42.14843333333334	398.8711666666666
FNBP4	89.31478333333332	114.2314	65.29091666666666	43.22735
TECTA	1.2192595	1.0250626666666667	1.2883229999999999	0.21414066666666665
SC5D	47.52328333333333	72.1195	76.05183333333333	74.45231666666668
CRTAM	0.41570999999999997	0.29488766666666666	0.6074981666666667	0.5898500000000001
C11orf63	2.726922833333333	1.8210914999999999	1.5972788333333332	0.09390966666666667
B3GAT1	1.2948633333333335	2.6930416666666663	1.7256561666666668	1.5209443333333337
HSPA8	4459.865	5686.611666666668	6284.62	813.4203333333335
VWA5A	10.518423333333333	13.153410000000001	27.305674999999997	1.978242
DNAJC4	174.95266666666666	246.90516666666667	59.229650000000014	163.34283333333335
SIAE	73.8424	74.27665	54.671699999999994	11.692331666666666
SNX15	48.897349999999996	73.09666666666666	22.40726666666667	40.294783333333335
ATG2A	37.34456666666667	88.34776666666666	57.86856666666667	51.89671666666666
EHD1	130.25118333333333	220.80100000000002	303.4918333333333	165.5725
OSBP	96.28903333333334	158.49533333333332	126.28028333333333	157.13216666666668
UNC93B1	12.974821666666669	8.094936666666666	7.235144999999999	22.640983333333335
PUS3	34.3586	49.8999	52.931533333333334	62.77601666666667
DCPS	89.48993333333333	35.605133333333335	53.23383333333334	79.14366666666666
SUV420H1	30.59783333333333	66.56926666666668	65.39805	50.73081666666667
FOXRED1	44.62981666666667	44.713233333333335	70.46636666666667	53.45806666666667
PPP6R3	70.12945	170.1245	101.61955	156.27538333333334
NRXN2	2.481200166666667	3.6104828333333336	3.226340833333333	3.6535033333333344
MS4A6A	18.268866666666668	22.6785	0.24699666666666664	6.996438333333334
ST3GAL4	21.943316666666664	12.146935	29.082849999999997	17.219885
CPT1A	31.317205	21.629563333333333	16.43368	29.39621666666667
CCND1	26.582503333333335	14.069395	14.68955333333333	12.052238333333333
CCDC86	68.31521666666666	124.02931666666666	39.445	83.86843333333333
PRPF19	98.16176666666667	174.20933333333335	119.83395	645.565
TMEM109	326.52183333333335	696.1903333333333	395.086	1167.709833333333
CCKBR	0.3240263333333333	0.5006666666666666	0.32188733333333336	0.18261533333333335
HPX	0.16066133333333335	2.894406	0.11688466666666668	15.673205833333334
TRIM3	34.979733333333336	65.99665	56.423	53.655049999999996
CHORDC1	53.10726666666667	90.72576666666667	89.66618333333334	122.51099999999997
FOLR1	0.0	0.0	0.8514383333333334	115.34762333333333
ANAPC15	193.1526666666667	372.49033333333335	114.80363333333332	145.61946666666668
PANX1	45.03639999999999	96.26616666666666	32.94556	29.997043333333338
ARHGEF17	38.7887	145.48521666666667	68.94481666666665	83.37515
APOA5	0.6214000000000001	0.0	0.0	8.17855
APOA4	0.0	0.0	0.0	1.5098733333333332
APOC3	5.313218333333333	3.4885450000000002	0.0	6.848956666666666
CEP164	7.152006833333334	9.828501666666666	3.401358333333333	4.601954999999999
RNF141	90.62286666666667	142.06333333333336	131.882	36.02851666666667
KIAA1377	2.8321400000000003	2.0577651666666665	0.7667099999999999	2.001398333333333
EIF4G2	916.188	1560.155	1744.1149999999998	1446.1566666666668
IL10RA	8.683110000000001	7.376521666666666	10.90965	2.84718
GALNT18	17.451911666666664	16.44416666666667	46.00743333333333	17.347268333333336
BIRC2	94.29583333333335	137.26083333333332	103.78039999999999	52.07516666666667
UBE4A	42.0456	245.83381666666665	56.41524999999999	204.67683333333335
DDX6	95.48451666666665	290.2095	80.31508333333333	176.3033333333333
UPK2	0.0	0.0	0.0	4.112375
CBL	3.587135	5.550481666666667	3.595615	10.511163333333334
PVRL1	3.8447400000000003	2.9978199999999995	1.2300066666666667	3.748416666666666
HIPK3	149.15436666666665	413.8243333333333	231.9381666666667	662.7991666666667
KIAA1549L	0.280138	0.5052533333333334	1.043353	5.415826666666667
FBXO3	136.68871666666664	107.41986666666666	138.49016666666668	240.10583333333338
PDHX	181.55166666666665	237.93066666666664	193.84933333333333	276.5903333333333
SLC1A2	0.40609483333333335	0.0720905	0.3055921666666667	1.6131731666666667
COMMD9	148.13496666666666	116.11748333333334	106.62938333333334	162.93566666666666
SLC15A3	31.612283333333334	25.7739	28.295683333333333	1.8516895
CD5	0.5379383333333333	1.7089245	1.7015915	0.0
ACCS	13.404381666666666	8.302443333333333	6.719638333333333	6.331056666666666
MDK	142.49553333333336	32.05641666666667	79.95639999999999	31.969600000000003
AMBRA1	29.905400000000004	37.188449999999996	28.943016666666665	62.36531666666667
MADD	38.93071666666667	53.67778333333334	40.57148333333333	5.497583333333334
PTPMT1	79.53281666666668	80.11403333333334	68.61258333333333	159.2765
NAA40	19.982633333333332	15.739831666666667	9.426969999999999	36.17761666666667
CARS	52.81508333333334	51.35993333333332	100.27355	84.01934999999999
SLC22A18	7.7753000000000005	1.1721216666666665	14.869023333333333	10.240256666666667
CD81	412.6176666666667	324.0186666666667	274.67316666666665	421.50683333333336
SLC35F2	2.3530583333333337	1.4585731666666666	3.478963333333334	0.15668783333333333
ELMOD1	2.5535666666666668	16.913371666666666	7.376693333333333	1.0445178333333334
CALCA	1.85745	0.0	0.0	0.0
SOX6	20.640416666666667	47.586233333333325	29.572066666666668	128.68366666666668
C11orf58	506.20883333333336	846.7208333333334	365.6601666666666	214.1531666666667
PITPNM1	13.501135	32.42135	77.10688333333333	11.704825
RPS13	2855.8199999999997	1901.6899999999998	339.22383333333335	0.9130383333333333
AIP	166.195	140.26583333333335	241.28733333333332	298.0515
NUP98	75.74228333333333	111.88681666666666	48.845666666666666	50.22718333333333
NDUFS8	1427.2751666666666	979.9158333333334	163.83983333333333	766.8175
TCIRG1	44.94638166666667	18.18505	18.189515	21.602999999999998
CHKA	22.244491666666665	11.736258333333334	22.961766666666666	15.763044999999998
EXPH5	0.5889983333333334	0.0	0.7261994999999999	1.9888528333333333
HPS5	15.336903333333332	19.456883333333334	13.877233333333335	34.538850000000004
GTF2H1	40.78676666666667	64.59181666666667	45.24505	49.70615
POU2AF1	0.8993816666666667	0.17834166666666665	0.8411416666666667	0.17300666666666667
PTPN5	3.3545761666666674	1.6210046666666669	0.569602	0.2530115
VWF	159.14880000000002	252.44316666666668	122.92846666666667	38.72658333333333
PSMD9	98.4714	53.24191666666667	68.72671666666668	58.87346666666667
P3H3	7.948238333333333	5.585381666666667	12.640756666666666	13.380159999999998
PPFIBP1	23.408683333333332	80.65298333333334	41.71088333333333	76.27641666666666
PRPF40B	46.39855	37.48726666666666	54.886516666666665	42.096583333333335
CD69	8.490783333333333	0.8253583333333333	0.24976	0.371315
PRDM4	32.354816666666665	59.84286666666667	21.4687	68.33180000000002
COQ5	233.6505	229.31799999999998	127.95948333333332	438.58216666666664
CORO1C	57.88231666666667	71.37715000000001	32.2969	28.09686666666666
ASIC1	2.4773799999999997	2.535891833333333	4.488368	1.0736299999999999
DAO	0.0	0.0	0.24141833333333332	1.6208966666666669
CAPRIN2	16.486496666666664	49.35825	44.290549999999996	8.032186666666666
KCTD10	31.01223166666667	22.522883333333336	21.274933333333333	47.156666666666666
SLC11A2	33.72525000000001	49.712399999999995	16.59546333333333	55.8509
MLEC	91.78263333333332	186.3898333333333	163.2435	348.95700000000005
MVK	22.170766666666665	28.75985	18.900166666666667	29.694116666666662
CSRNP2	52.15518333333333	88.00285000000001	38.880516666666665	9.637946666666666
CAMKK2	14.863498333333334	13.660558333333332	22.354983333333337	8.525425
BIN2	11.746476666666666	8.119658333333334	3.239715	0.8497233333333334
IL23A	1.4510800000000001	0.88179	0.6460466666666667	0.7845766666666667
ATP5B	4688.283333333333	4805.3983333333335	931.5281666666668	10929.463333333333
PTGES3	432.77	153.12083333333334	491.81500000000005	0.0
SYT10	0.15913866666666668	0.0	0.0	0.2513643333333333
BCL7A	20.67249166666667	28.273516666666666	48.83568333333334	33.52323333333333
RSRC2	185.11321666666666	274.8093333333333	11.164519999999998	231.94299999999998
CYP27B1	0.95734	0.7827358333333333	1.2886836666666666	1.559585
MYF6	1039.8153333333332	2228.225	644.9871666666667	1034.9631666666667
MYF5	13.496988333333334	11.105173333333333	9.774676666666666	6.166399999999999
LIN7A	6.928878333333333	3.3233133333333336	0.8181888333333333	5.808363333333333
KRT18	26.862563333333338	4.248026666666667	1.004122	23.150758333333332
ACSS3	21.211666666666666	61.57228333333333	27.146449999999998	20.234986666666668
TNS2	155.56288333333336	150.63288333333335	78.29616666666666	84.89594999999998
GLI1	4.01114	1.6081351666666668	1.6106486666666668	6.419953333333335
PPM1H	1.1339048333333333	2.077106666666667	3.671161666666667	2.1228866666666666
METAP2	183.33416666666668	319.23866666666663	197.08166666666668	643.3193333333335
LTA4H	83.22625	119.94538333333333	65.60311666666666	61.654300000000006
ELK3	40.598949999999995	37.70753333333333	39.75735	59.81913333333333
SLC6A12	1.1008176666666667	0.5366151666666666	2.3048231666666665	0.9735075000000001
WNT5B	9.001328333333333	3.536776666666667	8.009825	11.250913333333335
MAGOHB	10.294671666666668	10.398766666666665	5.271956666666667	12.198075000000001
TRPV4	2.571166666666667	0.0	0.789818	8.879013333333335
ITFG2	29.47685	24.505933333333335	67.78186666666666	40.40311666666666
FOXM1	3.004245000000001	1.8019609999999995	0.42839133333333335	1.0368428333333333
PRR4	0.0	0.0	0.0	0.0
PRMT8	0.0	1.5305116666666665	0.5727401666666667	0.9290891666666669
PARP11	3.0634049999999995	8.634506666666667	3.533561666666667	6.121433333333333
ARPC3	86.1832	50.97623333333333	92.5489	188.80183333333332
GPN3	102.10425000000002	100.32848333333334	66.38233333333334	74.83255
VPS29	414.07650000000007	752.9718333333332	335.88016666666664	126.51331666666668
FGF6	53.465915	43.678795	9.963095000000001	6.426075
MYL2	35849.43833333333	14454.418333333333	16130.878333333334	328.71385000000004
RAD51AP1	0.880525	1.3843666666666667	1.5799336666666663	1.1522141666666668
CUX2	0.635493	0.5658946666666668	5.97937	2.753023333333333
SH2B3	37.87961333333333	29.73835	48.10026666666667	75.66393333333333
AKAP3	2.129926666666667	4.792506666666666	1.2540850000000001	0.0
MANSC1	18.908	17.503015	21.98918333333333	3.210811666666667
KCNA1	0.0	0.5240966666666667	4.095094333333333	6.421125
DUSP16	31.8197	63.41943333333334	37.709133333333334	56.62158333333334
CREBL2	67.53806666666667	63.37538333333333	101.38068333333332	68.05503333333333
ACAD10	29.904749999999996	21.155583333333336	17.587753333333335	15.13573
ALDH2	614.4433333333333	1576.4581666666666	1104.7686666666666	669.8660000000001
CDKN1B	266.0681666666667	259.65766666666667	182.11699999999996	230.3225
GPRC5D	0.4209	0.2988383333333333	1.9917150000000001	0.0
NAA25	19.764901666666667	79.05583333333333	47.850683333333336	110.85719999999999
GSG1	0.0	0.0	0.16105333333333335	0.0
SCNN1A	50.043093333333324	6.142471666666665	8.793635	2.4802400000000002
LTBR	56.42079999999999	62.679083333333324	66.8845	82.17886666666666
OGFOD2	23.429333333333332	14.076833333333333	26.5188	45.30963333333333
CDK2AP1	268.82099999999997	208.88924999999998	515.207	0.0
OAS3	10.025266666666665	16.667631666666665	9.239006666666667	0.18357216666666668
OAS2	14.68612766666667	17.385353333333335	5.922791666666666	4.455525000000001
ART4	1.22957	0.2008633333333333	0.6257026666666666	0.6214316666666667
MGP	475.30316666666664	200.83443333333335	325.76666666666665	181.39181666666664
RASAL1	0.09584133333333333	0.06804716666666667	0.14390983333333332	0.7480111666666667
ARHGDIB	65.34514999999999	50.39751666666667	44.61211666666667	25.69883833333333
GTF2H3	48.42993333333334	62.83358333333334	37.40663333333333	63.74648333333334
EIF2B1	80.43270000000001	45.10576666666666	65.40235	146.87949999999998
DDX55	19.016835	11.383596666666667	10.02027	18.20515
SLC38A1	83.47532833333334	116.97044999999999	22.016166666666663	1.6707795
RERGL	30.111953333333332	11.333635000000001	34.16981666666666	2.956086666666667
ENDOU	3.8444983333333327	0.0	1.064799	2.8611383333333333
C12orf49	16.900623333333332	34.64703333333333	48.93505	27.305516666666666
VDR	2.3021016666666667	12.113241666666667	2.060061666666667	13.618915000000001
FZD10	3.1030916666666672	21.24548833333333	57.7463	3.901871666666667
RFC5	6.287098333333333	8.993966666666667	3.623706666666667	4.5766366666666665
STX2	10.677858333333333	31.284133333333333	14.691171666666667	9.401738333333332
GPR133	4.726109999999999	6.236243333333334	6.346305	11.151871666666667
COPZ1	15.622153333333335	9.438281666666667	10.834971666666666	16.279943333333332
TBC1D30	0.49851666666666666	1.6144843333333334	0.4815615	0.6810085
CAND1	35.21156666666667	68.92878333333334	72.93083333333333	38.15773333333333
IFNG	1.34215	0.0	0.0	0.0
RAB5B	220.60233333333335	434.2668333333333	232.49866666666665	278.09549999999996
MDM1	4.724266666666666	5.879665	2.7963375	5.290518333333334
NUP107	29.31186666666667	34.50666666666667	19.652733333333334	12.266476666666668
CNOT2	68.90814999999999	90.95788333333333	71.28098333333332	66.45478333333334
TIMELESS	3.2906175	5.5672749999999995	1.9368613333333335	3.0405933333333333
CPSF6	57.803200000000004	92.84105000000001	74.33818333333333	49.768750000000004
KRR1	54.44148333333334	95.99571666666667	88.27316666666667	84.23263333333334
MRPL51	860.7429999999999	857.9955	647.1511666666667	1332.6666666666667
GAPDH	74369.9	60981.950000000004	84592.15000000001	0.0
NOP2	72.13816666666668	105.37075	103.33785	77.55053333333335
CHD4	95.97548333333334	179.35383333333334	129.1965	181.8205
ACRBP	0.4047273333333334	10.234231666666668	0.09326316666666667	12.209943333333333
UHRF1BP1L	23.373816666666666	80.95358333333333	18.300783333333335	56.911
COPS7A	245.856	301.5978333333333	359.9508333333333	551.8425
ING4	46.670966666666665	52.8479	27.46735	81.03258333333333
GNB3	1.6915249999999997	1.0955748333333333	6.1656249999999995	0.7235650000000001
CDCA3	1.1509150000000001	0.6371183333333333	0.0	3.0869649999999997
CHPT1	113.91758333333335	196.26913333333331	102.8652	475.4475
USP5	108.60011666666668	182.7275	181.74983333333333	126.47879999999999
TPI1	3407.69	3341.0883333333336	9608.428333333333	8386.306666666665
GNPTAB	23.04131666666667	61.72153333333333	22.918931666666666	32.0909
SPSB2	24.243801666666666	11.379541666666668	16.616449999999997	37.92261666666667
ENO2	6.809276666666666	23.430968333333336	13.176586666666667	14.502436666666668
ATN1	355.4576666666666	572.8698333333333	450.00333333333333	205.83800000000005
C12orf57	740.706	854.8453333333333	676.3939999999999	597.0288333333334
PTPN6	15.8269	6.027181666666666	9.267571666666667	3.7615848333333335
LPCAT3	87.11961666666667	186.11183333333335	71.97809999999998	79.7586
NT5DC3	6.933043333333333	75.96288333333332	9.721046666666666	308.03166666666664
SLCO1B3	0.0	3.506027166666667	0.0	0.9070550000000001
APOBEC1	0.0	0.0	0.0	11.397443333333333
NANOG	0.0	0.0	0.0	0.0
SUDS3	24.949249999999996	29.567666666666668	85.00666666666667	137.2515
GOLT1B	26.509333333333334	48.741166666666665	29.35891333333333	44.744466666666675
GYS2	0.8488666666666668	0.17860833333333334	0.0	1.450995
LDHB	1445.0491666666667	808.2616666666667	54.32181666666667	561.4693333333333
PRKAB1	24.918833333333335	41.195249999999994	13.593966666666667	28.23268333333333
CMAS	84.50845	125.84166666666665	206.28516666666667	93.73001666666666
