	Human_Cerebellar_Cortex_Average_RPKM	Chimp_Cerebellar_Cortex_Average_RPKM	Rhesus_Monkey_Cerebellar_Cortex_Average_RPKM	Mouse_Cerebellar_Cortex_Average_RPKM
UHRF1BP1	18.83281666666667	32.5113	26.259391666666662	30.81865
GNAI3	76.39376666666666	73.09405	88.7488	74.83928333333334
IPO5	133.46583333333334	0.03594166666666667	133.99465	217.30800000000002
OAT	248.80416666666665	287.1158333333334	262.07183333333336	266.41616666666664
WDR3	22.533966666666668	38.869400000000006	47.64768333333333	35.333800000000004
PKN2	28.79235	37.80031666666667	26.282510000000002	49.946333333333335
WDR18	156.20133333333337	103.83268333333332	66.24825	143.49450000000004
TRAM2	5.7022499999999985	6.872419999999999	4.216475	2.009745
NTN1	8.60033	8.805431666666665	18.002976666666665	113.88346666666666
GLP2R	0.0	0.0	0.4431943333333333	0.1971506666666667
MCM10	0.0	0.2789723333333334	0.08465349999999999	2.2827409999999997
DGKA	37.536033333333336	45.55831666666666	4.9115883333333334	26.681766666666665
ERBB3	9.081116666666665	23.19386833333333	18.941196666666666	20.229266666666664
ROPN1	0.0	0.0	0.0	2.1385916666666667
ANKRD44	7.821021666666667	10.607536666666666	10.819908333333332	11.939303333333333
KARS	161.19000000000003	180.59883333333332	167.18050000000002	186.99750000000003
ADAT1	12.964866666666666	12.837468333333334	4.891359333333333	16.3309
PDIA5	1.6148501666666666	2.3959833333333336	4.0398483333333335	3.009441666666666
TBC1D22B	32.283	40.38666666666666	31.895433333333333	77.43266666666666
NDUFB4	1399.1366666666665	1089.6356666666668	1217.9453333333333	12.375698333333332
SPEN	73.08691666666667	105.1392	88.93633333333334	72.15685
MYLK	5.120196666666666	6.9547799999999995	8.940911666666667	8.606128333333332
ZC3H15	172.8758333333333	108.43140000000001	157.73283333333333	239.854
MAP2K4	76.23846666666667	95.91284999999999	105.55331666666666	183.08333333333334
TMEM206	27.48613333333333	18.104335000000003	28.13896666666666	35.578583333333334
SNAP91	376.9883333333334	390.06316666666675	353.38366666666667	451.142
SLK	73.26025	90.52923333333332	64.04928333333332	122.0065
CYB5R4	31.605050000000002	35.71788333333334	32.741733333333336	63.202666666666666
COL17A1	0.0	0.0	0.15773916666666668	0.949681
GSTO2	6.716236666666666	7.881074999999999	8.183565	6.057571666666667
SEC61A2	76.49810000000001	71.28708333333333	177.36783333333332	100.95628333333333
PRKCQ	2.2042356666666665	3.882591666666667	3.975101666666666	17.645599999999998
TLE2	666.7356666666667	421.536	299.4963333333333	213.2193333333333
ASB1	27.925549999999998	51.6103	82.30728333333333	49.78743333333333
FAM107B	66.27768333333334	72.30741666666667	104.50031666666666	105.73873333333331
ME1	24.32408333333333	32.80585	12.505586666666668	112.34201666666667
TBC1D1	43.24386666666666	31.499233333333333	64.94444999999999	53.57876666666667
CDK13	112.29366666666665	127.65483333333334	85.25021666666667	126.59583333333335
MTHFD2	17.444483333333338	25.95691666666666	16.987033333333333	37.326166666666666
SLC9A7	21.005233333333333	17.07483333333333	31.386323333333333	82.49448333333332
FOXJ2	75.92845	102.63096666666667	112.82473333333333	104.71815
YBX1	455.95	34.354016666666666	394.224	289.33250000000004
PDE4A	69.97056666666667	43.22299999999999	114.44158333333333	151.8415
PPP2R5A	28.118633333333335	46.3372	41.24515	49.87453333333334
CTNNA2	47.501216666666664	62.5708	50.933600000000006	130.59350000000003
ELAVL1	92.04808333333334	111.24616666666667	97.97155	137.258
TIE1	10.034161666666668	16.0583	5.7478750000000005	15.091783333333334
DIP2B	86.21296666666666	110.87136666666667	0.47796183333333336	81.08521666666665
SMARCD1	79.16166666666666	71.96745000000001	68.23615	160.7295
KDM4A	71.49341666666666	105.83541666666667	110.61644999999999	109.01116666666667
NFYC	171.16333333333333	201.38933333333333	179.3323333333333	158.504
ZMYND12	5.335231666666668	4.300808333333333	14.499406666666665	1.1802805
SLC9A3	23.167138333333337	25.75305	17.37845	10.575313333333334
NGEF	5.0660516666666675	20.010766666666665	11.333748333333332	48.65219999999999
ASPM	0.04117783333333334	0.15182983333333333	0.1540516666666667	0.4450901666666666
CD84	0.18787	3.0638493333333336	0.8204016666666666	4.954018333333333
ELOVL1	93.91023333333332	123.5542166666667	162.54016666666666	84.56949999999999
SPI1	10.337688333333332	21.32498166666667	14.854096666666669	9.871576666666668
ZNRD1	0.0	33.94553333333333	62.465666666666664	107.65808333333332
MPPED2	22.56944	34.88225	30.464483333333334	42.78040000000001
CLDN18	1.2640816666666665	2.69618	0.0	0.0
ZBTB11	80.58493333333332	102.73455000000001	80.11380000000001	129.67266666666666
ATXN3	18.967000000000002	22.97105	44.968183333333336	25.101950000000002
GOLGA5	57.18965	79.16353333333333	53.628433333333334	75.56346666666667
FGFR2	85.10668333333332	117.05566666666668	83.01493333333333	70.93415
LRRC40	42.76881666666667	57.67680000000001	29.627933333333335	46.27868333333333
ISOC1	11.04325	9.909608333333333	22.721466666666668	64.80876666666667
EML1	4.80851	15.229316666666668	22.293366666666667	82.89333333333333
TRMT11	77.2854	70.89290000000001	20.80291666666667	24.292866666666665
THUMPD1	81.67313333333333	102.46705000000001	87.08343333333333	88.34723333333334
MSANTD3	89.68631666666668	82.77749999999999	77.14851666666667	44.39856666666666
KIF26A	0.7392498333333334	1.3475941666666664	1.3483266666666667	5.204983333333334
ATG2B	41.07021666666666	68.37483333333334	41.888533333333335	81.05998333333332
ARFGEF1	39.60153333333333	65.40953333333333	50.928850000000004	133.982
ZFAT	8.394486666666667	11.921466666666667	11.256105	9.941608333333333
MTFR1	14.676366666666667	33.62565	20.101166666666668	67.77505
STAG3	22.524716666666666	8.534528333333334	10.132128333333334	1.7707661666666665
FECH	32.37070000000001	35.047	33.73993333333333	139.37199999999999
MYO9A	23.5127	40.13146666666666	35.413473333333336	56.85363333333333
PFKP	210.05733333333333	359.6698333333334	404.11733333333336	324.57883333333336
IDI1	230.64250000000004	99.32343333333334	95.28868333333332	1.5217883333333333
SP100	1.9675653333333332	5.511781666666667	4.941185	3.5244766666666667
KLF6	67.63248333333333	52.12980000000001	36.88549166666666	44.688649999999996
PPAP2A	80.8864	60.589	71.04535	56.213816666666666
NEO1	52.004616666666664	75.42411666666668	62.134816666666666	123.67616666666667
TRAM1	43.38145	67.02003333333333	57.231283333333344	72.73475
PHKA1	7.834149999999998	13.015433333333334	24.43133333333333	68.8448
TNFRSF1A	22.080433333333332	35.10165	38.48966666666667	25.571233333333335
CACNB1	62.82463333333334	64.68421666666667	34.84775	65.99634999999999
EVI5	12.12243	24.42963333333333	37.02323333333333	75.34263333333332
STOML1	43.033516666666664	48.63191666666666	45.60885	115.43016666666665
PKM	1987.5033333333333	2005.296666666667	727.3995	3824.3866666666668
DHX29	67.6138	86.28828333333333	63.58578333333333	35.497949999999996
DNTTIP2	144.16666666666666	144.945	133.1291666666667	95.39986666666668
METTL22	35.93456666666667	24.575599999999998	27.664283333333334	41.237500000000004
TP53BP1	85.57901666666667	106.80331666666666	163.26200000000003	109.7354166666667
TRO	35.02798333333333	45.73478333333333	16.483516666666667	72.30406666666666
RRP15	35.9051	57.05781666666667	62.87198333333333	61.30318333333333
RHOA	798.1546666666668	885.8629999999999	622.4271666666666	742.3996666666667
DHX8	43.57533333333333	55.3031	49.11781666666667	70.92578333333333
PRKCZ	570.5881666666668	288.30316666666664	397.2311666666667	304.082
IARS2	75.99098333333333	87.16001666666665	55.434266666666666	81.12816666666667
SYT1	690.3425000000001	834.9215	928.0468333333332	736.3470000000001
NAV3	23.744649999999996	34.866400000000006	35.58715	17.34105
IDH3G	202.13	152.14200000000002	209.30650000000003	492.8591666666666
ROGDI	323.78916666666674	278.93783333333334	383.56333333333333	257.0596666666667
PDZD4	1102.2990000000002	588.7231666666668	670.2433333333333	251.85333333333335
ATP2B3	91.20063333333333	128.39533333333333	192.48699999999997	510.032
ROCK1	40.2938	45.846133333333334	38.465066666666665	55.23243333333334
CBFB	39.69165	14.700249999999997	20.57928833333333	72.60213333333333
PDK3	5.4443616666666665	10.005213333333334	12.455246666666666	69.74696666666667
HYAL2	46.83975	56.379416666666664	31.295199999999998	42.51411666666667
HDAC4	15.079411666666665	21.931133333333335	34.96626666666666	45.00243333333333
RASSF1	71.40608333333333	61.86463333333334	87.28116666666666	39.43578333333333
FGFR3	64.10358333333333	228.3476666666667	213.08533333333332	260.5853333333333
IFI35	11.507571666666665	14.903035000000001	18.229833333333335	9.01724
COASY	106.41365	81.51883333333333	84.44135	72.48266666666665
PLEKHH3	54.89528333333333	49.565799999999996	83.62259999999999	107.25658333333332
MEF2A	89.92965	111.97166666666668	118.65541666666667	232.77166666666668
OTUD5	185.88033333333337	197.10716666666667	227.5451666666667	162.34650000000002
TFE3	135.40733333333336	138.2065	142.787	110.15483333333333
TBC1D25	103.77454999999999	98.97978333333333	106.30491666666667	65.80103333333334
ACSL4	55.828616666666655	73.41825	58.01305	76.11275
INPP5A	122.52839999999998	196.8941666666667	183.9416666666667	362.63966666666664
GPKOW	131.93384999999998	106.18513333333333	170.6326	123.98808333333334
GRIPAP1	274.53399999999993	164.14350000000002	373.5998333333334	163.65483333333336
FTSJ1	69.00015	87.12463333333334	99.47878333333334	41.85475
PRR11	1.5629	1.1739086666666667	1.012815	1.9575716666666665
REEP1	32.02381666666667	48.28436666666666	82.97558333333332	212.98833333333334
ATP11A	10.807935	25.030383333333337	20.696856666666665	97.46303333333333
POLR1A	19.605050000000002	29.301216666666665	51.9581	33.88196666666667
LAPTM4A	208.35433333333336	358.657	442.8551666666667	833.6754999999999
TTC7A	24.141216666666665	15.7372	5.889906666666666	5.3105
IP6K2	410.7224999999999	535.7386666666666	315.2786666666666	260.21433333333334
STON1-GTF2A1L	6.489121666666667	12.037463333333333	11.208316666666667	4.951985
SRBD1	9.70711	10.721196666666666	9.122998333333332	22.02241666666666
KIF2A	49.92905	62.553566666666676	79.4196	96.76191666666666
RASGRP2	47.5024	15.174836666666666	40.6307	58.313183333333335
PSME4	20.48645	31.436649999999997	31.865116666666665	74.97878333333334
IFT80	51.78183333333333	26.25566666666667	30.168295	68.45908333333334
SIRT2	87.3641	100.82496666666667	94.17906666666666	134.20706666666666
ERLEC1	77.28363333333333	108.49414999999999	122.92111666666665	107.53653333333334
PPP2R5B	427.8751666666667	355.1396666666667	318.70050000000003	347.0328333333334
PYGM	33.549566666666664	56.554249999999996	141.51216666666664	253.5066666666667
PITX1	0.0	0.0	0.0	0.6875874999999999
TRPC7	0.17930499999999996	0.343175	1.5042688333333334	12.258446666666666
MAST4	3.363565	8.159251666666668	8.080638333333335	36.8687
GPR116	16.381468333333334	22.214566666666666	12.317181666666665	59.5984
SDK2	0.503722	0.5882916666666667	3.9051983333333333	11.946866666666667
ADAM7	0.0	0.0	0.0	0.0
NUP133	63.49176666666667	63.996316666666665	57.33086666666667	56.47396666666666
NUCKS1	626.4181666666667	627.5271666666667	609.6038333333332	171.60299999999998
VPS35	184.79399999999998	200.49683333333334	150.88006666666666	296.22366666666665
DNAJA2	213.90599999999995	234.14666666666668	200.35233333333335	498.6231666666667
BCL3	7.109235000000001	10.155195	4.594871666666666	3.0311483333333338
KCNAB2	36.265499999999996	57.51378333333334	99.27528333333333	163.0365
ABCC9	1.2734821666666665	2.55633	1.9009963333333335	11.821959999999999
GAL	1.5445533333333332	2.178873333333333	17.875623333333337	28.06102
FUNDC1	132.7098333333333	149.90150000000003	57.94135	157.77933333333334
MAOB	28.712333333333333	48.07463333333333	82.06240000000001	46.45526666666666
RORA	28.32835	74.87615000000001	54.51043833333333	163.10866666666666
DRD4	98.93261666666668	20.25548333333333	22.569716666666665	30.635983333333332
TGFBR3	2.5205221666666673	7.613551666666667	11.120249999999999	37.644800000000004
KIAA1107	50.939116666666656	51.097049999999996	43.04078333333333	50.00136666666666
PLA2G10	1.5516033333333334	0.39292333333333335	2.791105	0.43707333333333337
HES2	0.0	0.0	2.0549066666666667	0.0
ATP1B3	242.8565	157.53716666666665	213.46033333333332	520.756
NEDD4	1.4733980000000002	2.6950866666666666	2.3303411666666665	298.3785
PIGB	18.011566666666667	24.601316666666673	28.815466666666662	37.069966666666666
MAPK6	280.2165	228.69516666666667	18.7459	273.34200000000004
GNB5	220.14649999999997	258.6273333333333	112.99753333333332	263.5215
RAB27A	18.270233333333334	27.265633333333337	24.758749999999996	33.70419999999999
CECR5	73.66080000000001	52.190716666666674	58.161233333333335	85.86585000000001
UFD1L	72.16466666666666	55.76963333333333	89.56491666666666	100.91731666666668
LRP6	22.880983333333333	44.78691666666666	26.692556666666665	60.850249999999996
GUCY2C	0.1468665	0.24881583333333332	1.2307398333333333	0.1829978333333333
PHRF1	80.16128333333334	80.86223333333334	119.67633333333333	80.61115
IKBKAP	114.368	217.665	111.26895	72.70880000000001
NUCB2	93.90315	104.16403333333335	79.90731666666666	34.694700000000005
PFN2	500.66366666666664	500.70983333333334	515.2625	723.6879999999998
PTPN3	11.478326666666668	42.04358333333334	27.0707	33.457750000000004
SPTB	150.36016666666666	173.63933333333333	347.85116666666664	411.9331666666667
DAPP1	0.0	0.20738333333333334	0.6938416666666667	0.928835
FGF10	0.3524433333333333	0.7987399999999999	1.995425	18.160136666666666
SLC44A1	81.49745	117.64408333333334	205.54229999999998	242.60383333333334
TMEM260	20.873516666666667	31.14925	28.73575	18.945433333333334
SMG6	62.58768333333333	82.13671666666666	78.74718333333333	67.26555
EXOC5	55.03326666666667	88.35548333333334	65.99494999999999	78.81645
FGF22	11.138018333333333	12.294513333333335	19.535633333333333	25.18455833333333
FSTL3	15.864958333333334	9.484128333333333	24.739950000000004	3.5350083333333338
DGCR2	136.0295	213.07066666666665	283.7875	335.10266666666666
RNF126	166.138	68.75196666666666	109.80720000000001	179.1103333333333
MNT	26.188666666666663	44.06885	21.00836666666667	85.69485000000002
ZXDC	50.13756666666666	75.65276666666666	57.395466666666664	76.79533333333332
JMJD6	86.81536666666666	101.92795	109.52321666666666	108.5815
POLB	291.5935	177.52216666666664	48.296533333333336	92.88416666666667
ST6GALNAC1	5.764178333333333	10.29724	0.7766981666666667	0.18131333333333333
WIPI1	53.51681666666667	39.37756666666667	11.670688333333333	62.63166666666667
FRMPD1	2.3928918333333336	2.8358183333333336	0.28939583333333335	25.93316666666667
GBA2	319.77066666666667	245.12716666666665	202.90783333333334	146.84083333333334
NDST1	38.22293333333334	68.43108333333335	74.60758333333332	125.81016666666666
ASNS	303.6431666666667	234.33866666666665	107.57991666666665	235.86233333333334
AP3M2	92.77321666666667	220.0203333333333	164.20675	249.52533333333335
CNGB1	0.12490166666666665	0.12525666666666666	1.7392688333333337	0.7966938333333333
ST6GALNAC2	0.21020000000000003	1.7250866666666669	2.5937116666666666	19.2822
PABPC1	736.9468333333333	625.1083333333333	142.77033333333333	449.67616666666663
TESK2	20.98125	27.880200000000002	39.21276666666666	32.094550000000005
CFAP20	129.66328333333334	148.275	87.24858333333334	138.09633333333332
CSNK2A2	47.192066666666676	58.43905	38.36260000000001	74.87608333333333
PTPN21	17.721066666666665	24.02445	22.24598333333333	38.209133333333334
EIF2B3	70.79976666666667	81.64926666666666	77.59181666666667	54.45341666666667
CAMK2A	9.021883333333333	14.36960333333333	18.248749999999998	112.3677
TCOF1	59.38685	41.97793333333333	48.249066666666664	42.894083333333334
CDC42	447.11000000000007	10.244023333333333	99.40438333333333	1070.8796666666665
OSBPL3	1.5425306666666667	4.635355	3.7591083333333337	24.812866666666668
EPHA8	3.7013633333333336	5.823349999999999	59.384883333333335	65.145
SLC12A3	0.06178583333333334	0.1525038333333333	2.028145	0.7974600000000001
RAD18	3.829188333333333	7.004548333333335	5.617910000000001	7.278441666666667
ATP2B1	211.61233333333334	295.1148333333333	372.9463333333333	284.33233333333334
TRPM5	0.13877083333333332	0.22565233333333332	0.1655728333333333	0.09908
NCK2	204.86616666666666	137.5523333333333	112.67868333333332	62.83308333333334
MAP4K4	102.53916666666667	138.38216666666668	91.56495000000001	151.94416666666666
MGAT4A	40.60908333333333	53.56295	20.837524999999996	26.98421666666667
RPL31	1754.25	5.330536666666667	1.06124	7.997211666666666
WDR1	83.206	129.93933333333334	134.97383333333332	323.28416666666664
SNX13	31.35426666666667	51.180800000000005	47.69839999999999	112.49351666666666
MS4A12	0.0	0.0	0.0	0.0
ARHGAP10	2.379949333333333	5.228746666666667	1.8876516666666665	26.675033333333335
RPS6KA2	37.23155	37.09108333333334	29.3584	37.37351666666667
ING3	49.323816666666666	39.19031666666667	45.02001666666666	48.749599999999994
VASH1	46.29306666666667	82.94415	110.73305	88.4117
LMCD1	30.68991666666666	69.24788333333333	21.73776666666667	10.184273333333335
WBSCR22	34.04578333333334	37.655033333333336	29.0146	26.328533333333336
SEL1L	34.79663333333333	87.9749	62.46525	164.79516666666666
TRIP13	0.9307606666666667	0.5846346666666666	4.838468333333332	2.1017173333333337
ATP6AP1	663.1536666666666	799.3566666666666	810.0765	929.4940000000001
TCF3	21.479733333333332	21.861883333333335	45.61543333333333	60.767583333333334
TRIB2	121.50341666666668	130.31289999999998	104.40916666666668	82.00895000000001
DAZAP1	158.9561666666667	154.21516666666665	155.89083333333332	161.19683333333333
MBD3	179.15883333333332	199.28099999999998	216.34766666666664	354.25333333333333
HLTF	72.26346666666666	100.22710000000001	68.03744999999999	50.53209999999999
FAM50A	175.6821666666667	149.8525	127.75718333333332	58.64943333333333
FAM3A	73.27515	73.10593333333334	60.27791666666667	34.17868333333333
CPSF1	162.251	121.60983333333333	300.8946666666667	97.99556666666666
MYO3B	0.05133533333333334	0.1163515	0.11638350000000001	0.25682350000000004
CYBRD1	21.779061666666664	86.91661666666666	37.0001	3.352043333333333
CDH19	0.9145886666666666	7.074863333333333	5.621088333333333	29.85591666666667
PDCD2	80.40156666666667	39.37903333333333	99.71621666666665	73.21066666666667
SLC6A15	69.3139	93.02208333333334	67.07515000000001	153.07816666666668
RDH11	148.97350000000003	159.15983333333335	109.34009999999999	66.12858333333334
PRKACA	303.368	312.3483333333333	259.13966666666664	705.7376666666669
LPHN1	248.82233333333332	211.13066666666666	374.84633333333335	522.0281666666666
SPP2	0.0	0.0	0.0	3.5909566666666666
ACTN1	38.5039	66.30893333333334	116.23866666666667	61.6407
ZFYVE26	26.578649999999996	24.857850000000003	34.923033333333336	48.834450000000004
RPS6KA6	11.742035	13.287713333333334	15.78533166666667	8.703031666666666
EPN2	121.50851666666665	144.47466666666665	132.68475	221.84933333333333
PTPN18	29.05546666666667	10.307571666666666	9.962105	1.6867501666666664
LIMS2	12.214876666666667	9.836504999999999	14.937905	18.818583333333336
ASIC4	20.284333333333333	10.456196666666667	2.6461683333333332	19.496336666666668
SPEG	55.07005	48.35276666666667	86.38889999999999	109.63766666666668
LNX1	26.992900000000002	24.446416666666668	48.092600000000004	92.28930000000001
ALDH3A2	90.72039999999998	77.3078	60.46945	119.69063333333334
TFRC	71.6864	78.13245	52.00423333333334	152.18735
SREBF1	68.48738333333333	70.37693333333333	92.50293333333333	152.35916666666665
TRPC5	2.7371951666666665	4.6154269999999995	7.139485	22.707683333333335
AFF4	63.62583333333334	141.40183333333334	80.08401666666667	184.07150000000001
UBE2D1	36.05631666666667	53.8511	36.585683333333336	94.16603333333332
MPP5	23.1494	42.59083333333333	28.270253333333333	69.38641666666666
RHOBTB1	2.91282	4.158848333333333	9.610393333333333	5.675809999999999
SMC1A	68.294	111.56350000000002	143.13035	225.64883333333333
HSD17B10	114.30881666666664	106.65131666666667	184.75616666666667	124.11949999999997
MARK2	81.45621666666666	78.483	78.91983333333333	81.08096666666667
HMMR	0.25495450000000003	0.7362575000000001	2.149554333333333	0.0734945
CHFR	42.62586666666667	57.251216666666664	52.28468333333334	107.39316666666667
TRHDE	32.1022	45.04886666666667	42.400400000000005	44.62653333333333
P4HA2	9.887468333333333	14.50332	8.531331666666667	20.286033333333336
FCGR2B	0.35111333333333333	1.4852099999999997	4.442324999999999	5.784766666666667
NFATC3	48.29175000000001	59.515350000000005	26.50311666666667	46.93574999999999
TRNT1	42.71016666666667	54.06338333333333	31.524983333333328	154.72233333333332
ACADVL	462.263	185.9333333333333	184.03783333333334	109.12883333333333
STK10	102.368	51.79358333333334	56.97875	59.00266666666667
FBXW11	170.21450000000002	265.33416666666665	172.4528333333333	268.6705
ACAP1	3.303995	1.4428368333333335	0.3142143333333334	0.4241533333333334
CRMP1	306.49533333333335	273.5126666666667	404.1468333333333	314.35533333333336
EVC	1.1112818333333334	2.026602	4.6455655	10.033593333333334
DERL2	34.256016666666675	35.264050000000005	29.16995	29.732866666666666
SIDT1	24.11135	53.461666666666666	46.40076666666667	48.68178333333333
NDE1	5.898568333333334	14.405168333333334	14.676613333333334	83.72078333333333
MRVI1	6.2464249999999995	11.890925000000001	5.2573	2.602451666666667
TMEM38A	72.00133333333333	61.546633333333325	88.02915	260.5835
AP1M1	128.64383333333333	106.7768	114.63973333333333	178.84166666666667
PVR	60.21385	77.92636666666667	56.91668333333333	23.697538333333338
XRCC1	86.04221666666668	68.92636666666667	148.44533333333334	69.1448
SCARB1	49.15561666666667	43.84715	74.22148333333332	25.06265
CYP2W1	0.5074696666666666	0.23105216666666664	0.0	0.0
MCM2	23.60043333333333	27.513083333333338	45.48748333333333	19.116716666666665
MOV10L1	2.831913333333333	1.8747343333333333	6.056445	0.279914
PANX2	202.79933333333335	120.67899999999999	233.57083333333335	633.0718333333333
SELO	206.0875	126.67738333333334	248.43116666666666	126.11650000000002
TP63	0.08857233333333332	0.06577716666666666	0.6546888333333334	3.437095
ALPK1	2.342265333333333	3.009606666666667	1.2615693333333333	4.1159281666666665
LLGL2	22.48998333333333	2.9251733333333334	10.317871666666667	4.277593333333333
PDE8A	14.338593333333334	24.788200000000003	17.992723333333334	30.7002
CLCN4	103.08359999999999	130.18616666666665	168.96605	255.86666666666665
NLE1	20.20755	42.92611666666667	32.9629	35.95518333333333
SDHA	324.1081666666667	333.615	232.55733333333333	1118.1200000000001
SMARCE1	160.942	125.85166666666669	142.32383333333334	43.258500000000005
FNDC8	8.228168333333334	0.34597300000000003	0.0	9.99742
GSDMB	133.27275	43.4451	0.0	0.0
KDM5A	25.244799999999998	35.20361666666666	27.034999999999997	58.582683333333335
ADAM11	187.30016666666666	188.782	175.79399999999998	327.04650000000004
PPP2R3A	5.098616666666667	14.176235	9.479521666666669	62.91911666666666
FERMT2	51.74099999999999	113.55501666666667	85.56771666666667	146.7206666666667
ABCB11	0.04040683333333333	0.0	0.09074483333333333	0.0
DHRS9	1.198795	4.647723333333333	1.9665351666666666	0.19147000000000003
CD5L	0.0	12.438593333333332	5.995071666666667	0.0
PTGS2	2.9620641666666665	1.1422243333333333	1.4763216666666665	3.2832683333333335
IGF2BP2	19.565883333333332	45.69156666666667	11.849411666666667	0.18951966666666667
MAP3K13	12.403431666666668	15.257466666666668	24.211583333333333	39.62076666666667
ST6GAL1	9.21916	10.919393333333334	73.14808333333333	36.532716666666666
TBX21	0.17194333333333334	0.3105566666666667	0.153268	0.0
FRY	72.96898333333333	118.78783333333332	105.26410000000003	158.6076666666667
PICALM	110.26136666666667	173.48933333333335	147.17763333333332	248.3021666666667
NSF	136.96483333333333	444.1415	467.5726666666667	1067.4489999999998
GLI2	1.9658591666666665	2.1308943333333334	4.05605	12.437066666666666
CLASP1	70.29398333333333	103.54975000000002	52.244249999999994	102.19515000000001
MRPS34	248.53383333333332	336.2138333333333	379.0525	221.9
NOTCH3	15.045783333333333	14.024966666666666	18.0605	30.377650000000003
CLNS1A	200.00249999999997	103.75466666666667	273.221	295.2565
PPP2R2C	222.00233333333335	151.4075	380.00483333333335	746.9171666666666
TEAD2	3.666111666666666	5.346453333333334	4.945343333333334	5.073006666666667
EED	44.25975	56.503066666666676	61.8553	51.821949999999994
CDHR2	1.3297965	0.6376398333333334	0.31333116666666666	0.8852258333333333
SNCB	1605.245	1186.0330000000001	2006.1000000000001	1803.8366666666664
TSG101	161.74666666666664	161.64950000000002	137.84099999999998	264.4866666666666
C17orf85	46.36675	61.077616666666664	52.98883333333333	47.71019999999999
ATP2A3	53.87785	78.85161666666666	116.32215000000001	258.3363333333333
CA12	3.9958066666666667	4.59828	14.268698	20.40426666666667
MGLL	256.11833333333334	220.6586666666667	134.58546666666666	158.7155
NTN4	4.82976	13.607525	6.223201666666667	87.41908333333333
BCS1L	70.71113333333334	100.08954999999999	97.1327	47.59446666666667
NUAK1	54.95288333333334	56.132149999999996	59.57241666666667	98.9737
DPP8	39.38851666666667	82.58518333333333	39.50663333333333	295.8385
SLC24A1	8.937043333333333	7.598215000000001	3.8786155000000004	0.8833733333333335
ZNF532	371.79050000000007	38.307633333333335	282.01533333333333	68.25988333333333
SCARF1	13.188039999999999	8.650188333333332	12.8046	4.291718333333333
LMAN1	54.89451666666667	94.44965	58.417833333333334	64.60876666666668
PTPLAD1	100.30995000000001	171.492	194.77554999999998	232.77016666666665
IPCEF1	56.48811666666666	90.4259	64.40116666666667	81.17465
ZZEF1	38.43185	53.569283333333324	53.87173333333333	56.21565000000001
NOX3	0.1120445	0.1884775	1.3453384999999998	0.1094285
ENO1	1262.7173333333333	1457.7866666666666	1473.2600000000002	63.38425
SLC12A1	3.9347318333333328	0.22872233333333333	0.9977755	0.6297705000000001
MYDGF	50.28288333333333	53.9238	21.74298333333333	33.01251666666666
ANO8	125.86166666666666	69.42846666666667	226.82399999999998	152.44516666666667
TUBE1	184.7341666666667	102.60549999999999	47.54505	11.648318333333334
ARHGEF10L	311.5875	181.2211666666667	298.01800000000003	114.35893333333333
TXK	0.19123833333333332	0.0920705	0.22675449999999997	0.0
WSCD2	347.724	281.6278333333333	225.71749999999997	258.91
KCNQ2	200.98733333333337	226.74883333333332	314.3328333333333	214.0863333333333
TACR2	2.6949899999999993	11.698934999999999	3.9990633333333334	0.0
ACTR6	80.3369	68.4569	62.99116666666668	39.90593333333333
TIPIN	16.262885	16.1486	8.932078333333333	85.48683333333334
SRI	213.2545	277.6981666666666	139.3445	165.50116666666665
EIF4G3	98.31316666666667	130.09533333333334	120.64633333333335	339.6091666666667
NUP37	14.251398333333334	15.3072	9.404826666666667	15.645131666666666
SEMA3A	0.5759601666666667	3.649178333333333	1.1747474999999998	22.38671666666667
GTSE1	1.3814425000000001	0.8599066666666667	2.067091	0.7895006666666667
SEMA3C	3.5731371666666667	5.676203333333333	3.995505	30.846733333333333
TTC38	13.89374	15.319433333333336	34.79365000000001	17.646016666666668
ACAT1	139.99033333333335	173.7635	138.408	279.4818333333333
GRAMD4	40.735933333333335	39.7132	46.96671666666666	81.05553333333333
CELSR1	0.029191166666666667	0.2390035	0.24293750000000003	2.1641749999999997
WNT8B	0.31981	0.7983796666666668	0.174615	1.6762433333333335
ZNF638	135.29666666666665	172.22616666666667	127.69153333333334	129.0198333333333
SLC25A40	24.097066666666667	30.325966666666663	25.172933333333333	40.70545
TIMM21	114.93381666666666	127.92466666666667	76.83771666666667	66.38584999999999
ADD2	130.47133333333335	167.75883333333334	374.046	177.51800000000003
RASAL2	8.371385	11.120894999999999	11.339035	45.80011666666666
VPS9D1	107.39808333333333	94.35988333333334	116.29188333333332	91.06405
MARK3	303.1493333333333	260.2608333333333	199.7506666666667	163.17666666666665
SLC25A3	1071.3545000000001	939.5456666666668	900.9216666666667	1806.543333333333
FNDC3B	4.285141499999999	6.590205	9.962063333333333	12.588786666666666
FOSL2	42.91791666666666	47.58371666666667	45.030616666666674	25.546166666666668
CACNG5	3.763616666666667	0.0	4.683985	89.51265000000001
CACNG4	33.06581666666666	44.560750000000006	115.30366666666667	69.01120000000002
FRYL	22.359750000000002	37.96791666666666	27.607733333333332	51.44708333333333
TMEM131	45.504583333333336	58.465450000000004	59.45021666666667	105.1307
FSCN1	70.41563333333333	150.09596666666667	275.1441666666667	124.65861666666666
